#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         42.8462         15.6614         1.24812        0.365526        0.325297               0           1e-30               0           1e-30
            8.3         34.9578         20.2518          1.7958         0.57932        0.515561               0           1e-30               0           1e-30
            8.5         28.7021         26.3531         2.58379         0.91816         0.81711               0           1e-30               0           1e-30
            8.7         23.7358         34.5401         3.71755         1.45519         1.29503               0           1e-30               0           1e-30
            8.9         19.7869         45.6348         5.34881         2.30631         2.05249               0           1e-30               0           1e-30
            9.1         16.6389         60.8195         7.69586         3.65526         3.25297               0           1e-30               0           1e-30
            9.3         14.1189         81.7935         11.0728          5.7932         5.15561               0           1e-30               0           1e-30
            9.5         12.0874         110.982         15.9315          9.1816          8.1711               0           1e-30               0           1e-30
            9.7         10.4301         151.777         22.9223         14.5519         12.9503               0           1e-30               0           1e-30
            9.9         9.05068         208.737         32.9805         23.0631         20.5249               1         302.389               1         302.389
           10.1         7.86519         287.493         47.4523         36.5526         32.5297               0           1e-30               0           1e-30
           10.3         6.79728          393.78         68.2743          57.932         51.5561               3         1261.48               3         1261.48
           10.5         5.77669         530.393          98.233          91.816          81.711               4         1591.28               2             760
           10.7         4.74355         690.275         141.337         145.519         129.503               4         1984.78               0           1e-30
           10.9         3.66349         844.915         203.356         230.631         205.249               7         2559.94               0           1e-30
           11.1         2.55607          934.31         292.589         365.526         325.297               6         2398.95               0           1e-30
           11.3         1.52221         876.124         420.976          575.56         515.561               7         3747.39               0           1e-30
           11.5        0.722262         623.928           605.7         863.853          817.11               1         689.133               0           1e-30
           11.7        0.260481         319.569          871.48         1226.84         1295.03               0           1e-30               0           1e-30
           11.9       0.0743381          122.56         1253.88         1648.69         2052.49               0           1e-30               0           1e-30
           12.1       0.0168995         35.4292         1804.09         2096.46         3252.97               0           1e-30               0           1e-30
           12.3      0.00224477         5.66249         2595.72         2522.53         5155.61               0           1e-30               0           1e-30
           12.5     0.000107934        0.309989         3734.71         2872.01          8171.1               0           1e-30               0           1e-30
           12.7     1.00984e-06      0.00312454          5373.5          3094.1         12950.3               0           1e-30               0           1e-30
           12.9     7.05195e-10      2.2243e-06         7731.39         3154.16         20524.9               0           1e-30               0           1e-30
           13.1     8.05631e-15     2.45115e-11         11123.9         3042.52         32529.7               0           1e-30               0           1e-30
