#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         306.915         40.2205        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         277.453         57.6258        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         250.671          82.515        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         226.256          118.04        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         203.898         168.594         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         183.287         240.193         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         164.096          340.82         2.88381         2.07696         1.14313               1         43.4002               1         43.4002
            9.5         145.972         480.506         4.14922         3.29176         1.81174               2         47.7666               1         30.6264
            9.7         128.529         670.549         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         111.348         920.681         8.58947         8.26853         4.55088               8         268.446               3         142.024
           10.1         94.0082         1231.95         12.3585         13.1047         7.21265              22         636.921               0           1e-30
           10.3         76.1893         1582.42         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         57.8715         1902.93         25.5839          32.882         18.1174              30         1282.93               1         114.844
           10.7         39.6638         1988.86           36.81         50.1429         28.7141              30         1469.91               0           1e-30
           10.9         23.0972         1671.17         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         10.3889         1026.32          76.202         98.7898         72.1265              11         653.064               0           1e-30
           11.3         3.10346         396.104         109.639         127.633         114.313               3         260.192               0           1e-30
           11.5        0.484757         75.6378         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7        0.027114         4.89395         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9     0.000298458       0.0589657         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1     2.51447e-07     5.14534e-05         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3     3.68273e-12     7.38566e-10         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     9.40698e-20     1.74953e-17         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     1.24706e-31     2.03521e-29         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     3.39768e-50     4.60421e-48         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     1.96928e-79     2.09667e-77         2897.12         106.469         7212.65               0           1e-30               0           1e-30
