#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         50.4938         3.29008       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         43.9718         4.54091         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5          38.223         6.25597         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7          33.131         8.59417        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         28.5887         11.7534        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         24.4977         15.9623        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         20.7699         21.4488        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         17.3347         28.3717         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         14.1558         36.7202         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         11.2588         46.2871         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         8.75496         56.2194         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         6.80352         64.7032         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         5.41272         72.1383         7.13199         13.3276         4.87071              11         102.083               0           1e-30
           10.7           4.169         73.6788         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9          2.5414         56.3563         14.7642         22.1753         12.2347               4         86.6648               0           1e-30
           11.1        0.924159         24.3319         21.2427         26.3287         19.3906               2         28.1825               0           1e-30
           11.3        0.167103         4.94279          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5       0.0242008        0.760989         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7      0.00562153        0.177812         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9      0.00131637       0.0396317         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     0.000204125      0.00553505         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     1.40843e-05     0.000325477         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     2.80027e-07     5.21848e-06         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     9.99024e-10     1.42063e-08         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     1.97452e-13     2.02734e-12          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     2.55093e-19     1.78946e-18         807.627         7.01492         1939.06               0           1e-30               0           1e-30
