#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         195.908         35.5146        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         175.008         50.2819        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         156.121         71.0909         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         138.968         100.292         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         123.276         141.005         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         108.774         197.188         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         95.1926           273.5         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         82.2779          374.66         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7          69.833         503.981          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9          57.794         661.053         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         46.3394         840.048         21.5026         18.1282          13.275               9          975.55               5         782.743
           10.3         35.9456         1032.76         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         27.1584         1236.68         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         19.9105         1436.91         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         13.1577         1462.05         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         6.53909         1058.61         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         1.98936         443.987         190.762          223.18         210.395               9         1634.52               0           1e-30
           11.5        0.396005          115.29         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7       0.0889165          31.953         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9       0.0226136         9.49148         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1      0.00455156         2.11136         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     0.000504916        0.244938         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     1.81245e-05      0.00870041         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7      9.4017e-08     4.22587e-05         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     2.06051e-11      8.2058e-09         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     2.83837e-17     9.47659e-15          5040.7         333.874           13275               0           1e-30               0           1e-30
