#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         161.044         29.1942        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         149.429         42.9327        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         138.579         63.1032         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7          128.41         92.6727         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         118.829         135.917         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         109.731         198.922         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         100.991          290.16         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         92.4561         421.007         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         83.9334         605.744          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         75.1874         860.001         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         65.9447         1195.46         21.5026         18.1282          13.275               9          975.55               5         782.743
           10.3         55.9335         1607.04         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         44.9901         2048.66         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7          33.269         2400.97         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         21.5322         2392.61         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         11.2833         1826.65         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3          4.2315         944.388         190.762          223.18         210.395               9         1634.52               0           1e-30
           11.5        0.934043         271.931         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7        0.089031         31.9941         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9      0.00224299        0.941439         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1     6.85859e-06      0.00318153         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     7.41165e-10     3.59544e-07         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     4.00455e-16     1.92233e-13         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7      4.8774e-26     2.19229e-23         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     9.85589e-42     3.92503e-39         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     1.37505e-66     4.59093e-64          5040.7         333.874           13275               0           1e-30               0           1e-30
