#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         289.225         84.1186         1.04066        0.290841        0.232645               0           1e-30               0           1e-30
            8.3         219.479         101.169          1.4973        0.460952        0.368718               0           1e-30               0           1e-30
            8.5         166.583         121.699         2.15431        0.730559        0.584379               0           1e-30               0           1e-30
            8.7         126.473         146.437         3.09962         1.15786        0.926178               0           1e-30               0           1e-30
            8.9         96.0621         176.282         4.45973         1.83508         1.46789               0           1e-30               0           1e-30
            9.1         73.0113         212.347         6.41665         2.90841         2.32645               0           1e-30               0           1e-30
            9.3         55.5443         256.032         9.23227         4.60952         3.68718               0           1e-30               0           1e-30
            9.5         42.3121         309.115         13.2834         7.30559         5.84379               0           1e-30               0           1e-30
            9.7         32.2879         373.849         19.1121         11.5786         9.26178               0           1e-30               0           1e-30
            9.9         24.6867         453.022         27.4985         18.3508         14.6789               1         178.801               1         178.801
           10.1         18.9019         549.744         39.5648         29.0841         23.2645               0           1e-30               0           1e-30
           10.3         14.4557         666.337         56.9257         46.0952         36.8718               3         488.588               0           1e-30
           10.5          10.962         800.841         81.9047         73.0559         58.4379               3         693.451               0           1e-30
           10.7          8.1056         938.513         117.844         115.786         92.6178               5          1516.9               0           1e-30
           10.9         5.65108         1037.02         169.554         183.508         146.789               5          1925.4               1         1170.55
           11.1         3.49517          1013.8         243.954         290.056         232.645               1         463.548               0           1e-30
           11.3         1.73023         760.472         351.001          439.52         368.718               4         1385.67               0           1e-30
           11.5        0.580314         365.712          505.02         630.196         584.379               0           1e-30               0           1e-30
           11.7        0.101289          86.603         726.622         855.012         926.178               0           1e-30               0           1e-30
           11.9      0.00610109         6.69694         1045.46         1097.66         1467.89               0           1e-30               0           1e-30
           12.1     6.71234e-05       0.0895034         1504.21         1333.42         2326.45               0           1e-30               0           1e-30
           12.3     4.95045e-08     7.58764e-05         2164.26         1532.72         3687.18               0           1e-30               0           1e-30
           12.5     4.96912e-13     8.28395e-10         3113.93         1667.09         5843.79               0           1e-30               0           1e-30
           12.7     5.44187e-21     9.33692e-18         4480.32         1715.75         9261.78               0           1e-30               0           1e-30
           12.9     1.19766e-33     2.00117e-30         6446.27         1670.91         14678.9               0           1e-30               0           1e-30
           13.1     9.45272e-54     1.45548e-50         9274.89         1539.74         23264.5               0           1e-30               0           1e-30
