#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         55.5431         3.61909       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         46.0573         4.75628         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         38.1635         6.24623         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         31.5872         8.19372        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9            26.1         10.7302        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         21.5123          14.017        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         17.6683         18.2459        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         14.4416         23.6365         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7          11.733         30.4353         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         9.46876          38.928         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         7.59646         48.7802         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         6.07226         57.7487         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5          4.8326         64.4068         7.13199         13.3276         4.87071              11         102.083               0           1e-30
           10.7         3.75682         66.3942         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         2.67866         59.4002         14.7642         22.1753         12.2347               4         86.6648               0           1e-30
           11.1         1.54321         40.6307         21.2427         26.3287         19.3906               2         28.1825               0           1e-30
           11.3          0.5953         17.6086          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5        0.127558         4.01101         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7       0.0183027        0.578927         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9      0.00381597        0.114887         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     0.000905084       0.0245423         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     0.000156781      0.00362309         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     1.39766e-05     0.000260462         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     3.84893e-07     5.47324e-06         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     1.49876e-09     1.53885e-08          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     2.46984e-13     1.73257e-12         807.627         7.01492         1939.06               0           1e-30               0           1e-30
