#   SAVEDid      xmeAGN       xfAGN       xeAGN      xmeSFR       xfSFR       xeSFR       xfTOT       xeTOT       xf_zz       xe_zz
#
501       3.014       8.416       8.416       34.29       57.97       49.46       61.89       48.89        2.41       0.307
502           0       8.615       8.615       45.16       35.33       33.74       43.62       33.07        2.36       0.302
503           0       10.05       10.05       17.02       19.37       19.37       28.62       16.69        2.26       0.293
505       8.866       16.58       16.58        49.4       42.02       42.02       52.74        31.3       2.816      0.2165
506     0.01841       332.4       332.4      0.3878       34.42       34.42       334.9       334.7       4.151        3.75
509     0.05405      0.1528      0.1528       1.428       1.291       0.594        1.41      0.4746       0.452           0
510           0      0.5864      0.5864       19.23       18.84      0.7115       19.22      0.3262      0.6798           0
512      0.2425       1.121       1.121       8.082        11.1       5.691       12.14       6.134       1.137      0.1898
516   1.108e-07       2.552       2.552       243.9       324.3       92.79       325.3       93.25       4.201         0.7
521      0.6498       1.137       1.137       8.298       7.735       2.182       8.604       1.313       1.037           0
530      0.6593      0.6847      0.4607       2.627       2.617       1.336       3.228      0.9738        0.64           0
532       2.551       2.727       2.727       40.39       40.26       2.022       42.92      0.7721      0.9746           0
533      0.1784      0.3429      0.3429       4.422       3.773       1.355       4.056       1.072        1.03           0
540        51.2       29.39       29.39       22.71       38.21       38.21       65.23       34.99        2.18       0.286
541           0      0.2505      0.2505       10.08       9.506      0.5779       9.757      0.3273       0.801           0
546           0       34.97       34.97       559.1       483.3       171.3       488.2       166.4       3.067      0.3265
547           0       21.96       21.96       544.6       517.6       49.22       524.7       42.16       2.821      0.0805
548       2.813       7.636       7.636       83.93       76.67       12.15       80.54       8.271       1.743      0.0625
550      0.1193      0.7961      0.7961       5.686       6.941       4.255       7.524       3.672       1.239        0.07
552           0     0.05947     0.05947         4.6       4.496      0.1042       4.547     0.05316      0.5045           0
554           0      0.1375      0.1375       3.771       3.608      0.5545       3.706      0.4565        0.68           0
559           0       1.725       1.725        82.1       74.15        7.95       74.15        7.95       1.412      0.0505
561       4.368       5.036       2.772     0.01333       6.819       6.819       9.902       6.917        1.39       0.215
562           0       15.63       15.63        53.9       58.14       58.14       69.62       46.66       2.875       0.217
564       103.7         106       21.66        1912        1909       13.26        2017       10.42       4.055           0
581      0.9905       2.377       2.377       4.302       6.896       6.896       7.875       6.734        1.31       0.208
593       5.461       6.104       6.104       88.19       87.72       7.532       92.86       2.728       1.615       0.011
597       2.148       6.314       6.314        15.1       18.55       18.55       20.55       16.56        2.28       0.295
598      0.6991       2.878       2.878       47.11       43.92       4.793       46.23       2.486       1.364           0
604           0      0.3382      0.3382       1.614       3.485        2.61       3.537       2.558      0.5778        0.14
606      0.3804      0.7767      0.7767       5.042       4.637        1.65       5.423       1.162       1.008           0
620      0.6454      0.6902      0.6902       7.951       7.873       1.206       8.502      0.5766         0.8           0
621           0        8.93        8.93       347.8       331.7       16.06       333.1       14.67       2.762       0.031
622       1.014       2.942       2.942       5.927       10.96       7.944       11.43       7.471        1.33        0.21
628     0.09118       1.044       1.044       9.078       8.701       2.844       9.404       2.141       1.255           0
631       6.824       5.066       3.334       39.66       29.72       15.38       33.72       16.56        1.39       0.215
637     0.08671      0.1396      0.1396       3.335       3.222      0.4087       3.347       0.284       0.503           0
638           0     0.04338     0.04338        28.1       27.95       0.153       27.99      0.1153       0.711           0
652       7.486       7.075       5.916       37.29       36.23       9.233       42.07       6.881       1.765       0.058
658       39.55       36.05       23.78       661.1         669        73.6       705.6       50.41       4.051           0
659        35.2       89.25       87.57       377.9       417.7       108.9         503       130.8        4.33        0.48
661       3.676       3.024       3.024        1.38       5.636       5.636       6.225       5.047        1.36       0.212
664        9.94       10.83       10.83       13.22       25.87       25.87       34.78       25.22        2.37       0.303
669           0      0.5099      0.5099       37.43       36.62      0.8085       36.97      0.4628       1.142           0
672           0      0.7191      0.7191       5.288       5.518       2.151       6.056       1.993      0.9452           0
689      0.3883      0.4018      0.4018       1.955       2.008       2.008       2.377       1.725       0.713           0
692       0.149      0.1615     0.09868       2.564       2.565      0.1129       2.718       0.032       0.281           0
697       11.89       13.11       7.899       40.68       41.32        7.44       51.69       6.952       2.081      0.0915
702        16.2       11.89       11.89       38.38       35.07       30.14       44.24       29.34        2.22        0.29
710       0.582      0.7508      0.7508     0.02461       1.535       1.535       2.007       1.651      0.9352      0.1698
713     0.03977      0.1998      0.1998       2.651       2.139      0.7527       2.382      0.5967      0.7762           0
714        95.2       107.8       30.45       205.3       184.5       48.99       289.7        21.2       4.058           0
718      0.9643       2.464       2.464       6.459       8.822       5.774       10.38       5.531      0.9719      0.1701
719           0       7.296       7.296       15.33          22       17.99       27.56       17.57        2.04       0.274
721     0.08896      0.1291      0.1291       1.242        1.12      0.4917       1.237      0.3746      0.5953           0
729      0.4026      0.4605      0.4605        5.68       5.607       1.656       5.686       1.618       0.905           0
737           0      0.1097      0.1097       14.57        14.4      0.1704       14.51     0.06619       0.585           0
740      0.1592      0.1702      0.1702      0.9597      0.8548      0.7507      0.9676      0.7452      0.4158        0.08
748           0        1.32        1.32       2.952       3.643       3.643        4.15       3.136       1.343      0.1415
749     0.05531      0.2202      0.2202       4.287       3.268       1.387       3.355         1.3       0.708           0
753     0.03482     0.03474     0.03474       0.106      0.1345      0.1345      0.1568      0.1122      0.3308           0
760     0.02918      0.4556      0.4556       6.563       5.349       1.307       5.638       1.018      0.8615           0
762      0.6027      0.5624      0.5624       6.132       5.967       1.879       6.577        1.58       0.707           0
768           0       10.14       10.14       22.07       24.88       24.88       31.47        24.4        2.53       0.318
776           0      0.1789      0.1789       0.914       1.437       1.116       1.511       1.114      0.5687        0.14
779       24.23       23.53       2.431           0       1.864       1.864       23.85       2.111        1.45           0
786       4.826       6.287       6.287        19.7       29.38       29.38       32.75       26.01       2.431      0.1465
793    0.007722       2.731       2.731       46.85       25.97       20.92       26.49        20.4       2.704       0.078
804       1.386       1.221      0.8761       2.068        2.57        2.57       3.723       2.272       0.921        0.01
805       4.537       6.765       6.765       22.65       19.86       11.37       22.91       11.55        1.46       0.221
807       2.578       4.765       4.765       195.4       199.2       23.34       204.1       18.93        2.37      0.0495
808           0     0.06735     0.06735       3.477       3.347       0.171       3.408      0.1101       0.473           0
809      0.2378      0.2216      0.1204     0.08018      0.2745      0.2745      0.4516      0.2354       0.476        0.02
825           0      0.4729      0.4729       5.205       4.811       1.436       5.152       1.096       1.022           0
826      0.1991      0.6189      0.6053        1.15       2.846       2.339       3.046       2.155      0.6233        0.14
827           0      0.6745      0.6745       124.5       123.6      0.8361       124.2      0.3066       1.391           0
837       24.37       34.65       34.65       127.9       156.3        96.6       167.7       104.7       3.451        0.85
841       13.61       79.93       79.93       191.9       190.3       190.2       216.5       216.4       3.551        3.15
849      0.3544       1.946       1.946        38.2       28.29       11.44       28.34        11.4       1.579      0.1465
860       42.95       79.63       51.25       83.36       99.23       31.52       188.7       64.67        3.23       0.381
866       3.775       3.158       2.029       10.82       9.066       9.066       11.58       9.335        1.27       0.204
867           0      0.4703      0.4703       8.192       8.107       3.404       8.137       3.374       1.274       0.117
870           0      0.7348      0.7348       34.27       33.43      0.8316       34.08      0.1832        0.84           0
872      0.9798       7.803       7.803       96.05       74.72       22.63       77.14       20.22       2.017       0.242
877           0       2.295       2.295       21.98       14.12       7.857        14.3       7.675        1.45       0.221
878     0.08632     0.07999     0.02621      0.4108      0.4151     0.08419      0.4953     0.06185      0.2755           0
881         9.3       9.448       9.448       31.95       36.59       25.18       39.85       26.43        2.15       0.283
884       164.5       190.6        80.9       212.1       222.9       65.19       437.5       77.43       3.797       0.222
885       8.052       8.128       1.116       15.27       15.21      0.8944       23.34      0.2217      0.9032           0
886     0.04274     0.07207     0.07207        1.24       1.118      0.3207       1.174      0.2645       0.475           0
892       1.447       3.573       3.573       9.682       8.352       7.675       10.68       5.647        1.45           0
893       0.145      0.7381      0.7381       23.62       22.53       1.287       22.73       1.081        0.94           0
899     0.04612     0.08638     0.08638      0.3654      0.3949      0.3949        0.47      0.3456      0.4769        0.03
902       3.765       3.534       1.922       13.68       13.72       1.881       17.01      0.8588       0.962           0
915           0       3.994       3.994       241.2       234.9       6.266       238.8       2.413       2.635           0
917           0       2.004       2.004       98.02       100.4       9.357       101.3       8.624       1.601       0.079
922       3.324       3.423       3.423       11.17       9.689        9.63       13.92       8.578        1.81       0.253
923       6.658       7.443       7.443       230.5       222.5       17.44       224.4       15.52       2.131      0.0525
924     0.06601      0.1132      0.1103     0.04898      0.2499      0.2499      0.3122       0.231      0.4541        0.08
926       1.018        1.77        1.77        9.73       8.946       8.701       10.64       7.716        1.53       0.164
928           0     0.09553     0.09553       1.388       1.018       0.726       1.064      0.6804      0.8281        0.09
931      0.2455       1.088       1.088       2.982       4.789       2.951       4.998       2.742      0.7425        0.15
934     0.05043       0.168       0.168       3.553       3.124      0.6036       3.235      0.4926      0.7078           0
937       3.371       2.974       1.174       9.121       9.526       2.501       12.55       1.613       1.032           0
939           0       1.911       1.911       41.91       40.69       1.516        42.2       1.294       0.947           0
950       114.4       120.1       98.62       89.51         115       46.11       235.5       79.86       2.922       0.296
951           0     0.01624     0.01624       1.173       0.896      0.2774      0.8991      0.2743      0.3357        0.04
960     0.08873      0.1124      0.1124      0.2947      0.4591      0.4591      0.4887      0.4295      0.3758        0.12
965      0.6027       2.917       2.917       19.93       15.37       10.25       16.47       9.252        1.39       0.215
966       1.679       1.639       1.083       5.709       5.541       3.212        7.26        2.39       1.303           0
972     0.07121     0.05396     0.04661     0.06548      0.1525      0.1525      0.1877      0.1331      0.3466        0.02
974       35.76       38.17       38.17       557.5       555.6       24.87       593.4        13.7       5.154      0.0305
994       11.24       9.692       8.158      0.2114       4.618       4.618       10.82       7.029       1.119      0.1899
995           0      0.8344      0.8344       13.48       12.06       1.629       12.69      0.9919       1.306           0
1002      0.7344       1.098       1.098        12.7       12.45       1.559       13.34      0.6685       0.948           0
1005           0       6.948       6.948       480.9       482.1       66.03       482.1       66.03       3.058      0.1385
1006           0       1.397       1.397       50.54       49.44       1.103       50.83      0.2935       0.946           0
1008           0       0.614       0.614       29.61       28.98      0.6363       29.51      0.1034       1.029           0
1023           0       4.292       4.292          27       25.41       25.41       27.28       23.54        2.24       0.292
1026           0       2.973       2.973        15.7       11.46       10.71        13.5       8.663        1.69       0.242
1035           0      0.1526      0.1526       1.476       1.111      0.6105       1.248      0.4735      0.7778           0
1036       62.62       67.87       42.17       24.23       49.03       49.03       98.87       51.69        4.18       0.466
1037      0.3813      0.5062      0.5062       6.317       6.152       1.058       6.658      0.5514      0.7703           0
1042      0.6201      0.5796      0.4979       1.849       1.874       1.874       2.288       1.574        1.06           0
1053       43.84       46.96       46.96       108.4         101       71.84       118.9       63.21        2.43       0.309
1058      0.9709      0.8188      0.8188       1.832        2.28        2.28       3.026       1.949       1.038           0
1064           0      0.1905      0.1905       2.828       2.704       1.605        2.82       1.703      0.5869        0.14
1075       3.764       4.076       4.076       9.549       10.44       5.818       12.71       6.695       1.055      0.1802
1076       4.155       4.714       3.181       23.87          26       10.53       31.59       9.833       1.588       0.122
1077       2.115       2.099       1.446       14.16       14.28       2.472       16.31       1.112       0.938           0
1081     0.02158     0.04836     0.04836      0.6496      0.6382      0.2229      0.6727      0.1884      0.3293        0.01
1084           0      0.8649      0.8649       62.35       61.71      0.6384       62.57      0.2265       1.144           0
1089      0.6213       2.164       2.164        7.73        8.92        6.15       10.02       5.668      0.9719      0.1701
1091       12.01       10.57       10.57        1.17       20.09       20.09       24.83       15.36       2.783       0.163
1094       79.44       76.19       43.82       270.1       288.4       43.97         356       13.49        3.53           0
1101       4.669       2.971       2.971       3.392       3.854       3.854       6.464       4.308       1.082        0.18
1102     0.02893     0.08121     0.08121       1.918       1.805      0.1752       1.886     0.09397      0.4724           0
1103           0      0.3263      0.3263       43.67       43.06       0.617       43.34      0.3347       1.363           0
1104           0     0.08125     0.08125        3.57       3.283      0.2879       3.364      0.2066      0.5948           0
1105           0      0.1174      0.1174        13.7       13.51      0.1888       13.62     0.08382      0.9441           0
1109       253.9       264.6       47.58       390.3       396.8       13.08       671.3       47.69       3.601         0.1
1113           0       1.388       1.388       19.56       15.75       3.814       16.67       2.897       1.457           0
1118           0     0.01818     0.01818       1.669       1.619     0.05014       1.635     0.03404      0.3866           0
1121      0.6022      0.5586      0.4879       3.798       4.047       2.788       4.606         2.3      0.7997           0
1123       5.515       12.65       12.65        38.1        43.1        43.1       52.25       33.95       3.058      0.1545
1125      0.4422       1.329       1.329       4.298       3.401       3.401       4.883       2.864       1.023           0
1129           0       4.612       4.612       96.49       90.07       44.86       92.82       45.11       2.604      0.3095
1133    0.009953     0.01667     0.01667      0.1909      0.1778     0.04594      0.1918     0.03192      0.2538           0
1135    0.002076    0.004418    0.004418      0.2351      0.2013     0.04334      0.2028     0.04178       0.131        0.01
1140      0.5117      0.3373      0.3373      0.9135      0.9425      0.9425       1.168       1.031      0.4768        0.13
1141       1.369       5.042       5.042       28.51       21.02        11.3       21.56       11.28       1.174      0.1901
1143      0.0403     0.05147     0.05147       1.247       1.239      0.1026       1.288     0.05412      0.2804           0
1144      0.6219       2.509       2.509       2.551       6.539       6.539       7.119       5.959        1.33        0.21
1146           0     0.08345     0.08345     0.02657       0.166       0.166       0.166       0.166       0.451        0.45
1147       4.575       5.684       3.679       8.995       10.45       4.166        15.6       5.497       1.209      0.1525
1148           0       51.13       51.13       259.3       273.8       70.42       314.8       95.43        3.18       0.376
1150           0       1.776       1.776        27.7       23.48       4.426        24.3        3.61       1.364           0
1159       121.7       84.23       84.23       364.4       299.5       150.9       357.3       170.7         2.9       0.351
1160        24.2       20.09       18.15       0.175       18.42       18.42       33.92       11.35       2.388      0.1765
1167       17.61       16.98       13.64       265.2         266       34.13       281.3       22.66        2.92           0
1168       79.96       95.72       61.55       487.3       427.9       152.5       513.6         199       2.451        0.35
1172       2.957       3.328       3.328       2.652       7.306       7.306       7.982       6.629        1.33        0.21
1181        1.37       1.896       1.896       7.291       6.978       6.978       8.093       5.864        1.63       0.237
1186       3.604       10.29       9.449       6.434       13.75       13.75       18.59       11.55        1.46       0.221
1202       2.003        3.17        3.17       13.67       13.72       9.372       16.91       8.464        1.79      0.1685
1208       1.286       2.394       2.195       15.88        17.8       7.256       19.72       7.664       1.498      0.2145
1221           0       1.483       1.483        14.6       15.02        5.91       15.04       5.885       1.177      0.1605
1222      0.2611      0.3451      0.3451       1.973       2.853       2.325        3.11       2.158      0.9319      0.1301
1225     0.06596      0.1653      0.1653       5.565       6.507       2.603       6.569       2.541      0.5441        0.09
1235       1.615       1.865       1.776       25.51       25.34       1.417       27.29      0.4429      0.8919           0
1239       3.762       4.064       2.729       43.51       43.49       1.271       47.58       1.479       0.836           0
1248           0       2.244       2.244       112.5       99.61       13.96       100.2       13.83       1.371       0.071
1252           0       5.008       5.008       11.15       30.44       27.88       33.54       26.34        2.22        0.29
1253       3.697       3.934       3.934       25.23       27.95       9.977       31.52       8.015       1.823       0.109
1262   1.131e-07   4.013e-07   4.013e-07           0           0           0   4.013e-07   4.013e-07        3.65       0.418
1269           0       3.193       3.193       56.08       56.87       9.037       59.69       6.215       2.008      0.0865
1270      0.5506      0.8034      0.8034       6.688       6.368       1.898       6.858       1.408       1.083           0
1273      0.3103      0.3317      0.3317       1.836       1.762      0.9819       2.073      0.6702      0.7441           0
1278       2.474       3.841       3.841       13.77       14.96       7.343       16.96       6.857       1.517        0.16
1284           0       4.195       4.195       403.6       362.2       41.61       362.9       40.86       3.878      0.1025
1285           0    0.002558    0.002558      0.3066      0.2931     0.01348      0.2956     0.01101      0.1865           0
1293           0      0.1306      0.1306       8.608       7.932      0.6768       7.932      0.6768      0.7939           0
1303      0.1798      0.1562      0.1562       1.451        1.43       0.769       1.565      0.6799      0.6335           0
1306    0.001598    0.001471    0.001471     0.00221    0.004687    0.004687    0.004687    0.004687       0.041        0.04
1313      0.4319      0.3911      0.2849       1.398       1.122      0.7399       1.373      0.7947      0.4067        0.08
1315       4.486       4.193        3.44       38.16       43.14       8.673       47.44       9.077       1.798      0.1365
1320      0.4905        1.29        1.29        15.1       14.72        6.56       14.93       6.612       1.137      0.1898
1334       0.218      0.9792      0.9792       13.43       12.12       7.528       12.14        7.51        1.68       0.241
1335       2.661       2.262       1.956       9.357       7.856       4.091        9.82       4.889       1.018      0.1799
1337      0.8686       0.871       0.871       10.95       16.31       7.219       17.61        6.79       0.951      0.1401
1338       1.694       2.419       2.419       29.86        29.6       3.772       31.55       1.822       1.358           0
1341       1.789       2.313       1.761       19.41       19.44       2.523       21.44       1.186       1.008           0
1342           0   0.0004277   0.0004277   3.602e-07   0.0009455   0.0009455   0.0009455   0.0009454       0.041        0.04
1348      0.1073      0.1143     0.09052       0.503      0.5264      0.4552       0.654      0.4088      0.5233        0.04
1350           0       1.463       1.463        21.1       19.65       4.637       19.65       4.637       1.286        0.06
1355           0       3.765       3.765       13.41       10.46       8.871       12.35       7.192       1.192        0.19
1357      0.6324       2.263       2.263       11.02       9.808       5.841       12.07       3.577       1.365           0
1367           0      0.7293      0.7293       16.56       13.71       2.853       14.15       2.412       1.787           0
1368           0          25          25         168       162.7       45.98       174.2       50.32       2.444       0.223
1369       3.062       9.296       9.296       51.23        58.6       21.44       59.66       20.38        2.11        0.28
1371           0      0.3605      0.3605        5.33       5.192       1.268       5.482      0.9781       1.037           0
1384       5.642        5.63        5.63       54.14       45.21        20.8       45.21        20.8       1.351      0.1775
1387       21.56       41.85       41.85       139.2       189.2       145.5       201.7       156.9       2.201         0.9
1391      0.4275        0.53        0.53       4.326       4.351       1.362       4.816      0.8968       1.038           0
1393       1.547       2.415       2.415       25.41       21.82       10.31       21.99       10.29        1.21        0.19
1394      0.1199      0.1155      0.1155       2.588       2.586      0.2866       2.694      0.1789      0.2995           0
1396      0.7569      0.5716      0.5521      0.8671       1.196       1.196       1.471       1.114      0.7152        0.15
1401       5.907       6.593       4.187       23.74       26.38       17.36          32       14.76       2.033       0.119
1402       3.554       4.389       4.389       65.36       49.65       25.16       50.28       24.52        1.84       0.256
1416       7.426       7.905       7.905       28.78       25.01       17.21       29.81       14.17       2.291           0
1419           0      0.6723      0.6723       8.623       8.468       2.183       9.016       1.635       1.148           0
1420           0       4.311       4.311       49.43       45.52        11.7       45.83       11.39       1.575      0.1255
1434           0      0.0938      0.0938       3.425       3.306      0.2273       3.379      0.1824      0.4852           0
1437        12.7       14.59       4.957       6.567       6.713       6.713       20.31       4.692       1.344           0
1445           0       3.659       3.659       374.4       370.5       3.935         374      0.4256       2.597           0
1449      0.1049       0.138       0.138       1.618       1.601      0.3858       1.744      0.2758       0.513           0
1452           0       2.016       2.016        51.3        39.3          12       39.34       11.96       1.435       0.116
