#       coo_SED             id   dist_to_MS_1   dist_to_MS_2       lg_Mstar         lg_SFR    lg_MSSFR_Sargent  lg_MSSFR_Schreiber               Valid                  SNR
#
             -1           5375      -0.116215      -0.280969        9.89195       0.335458            0.451673            0.616427                   1               32.63
              0           5382      -0.429331      -0.340142         10.262        1.19562             1.62495             1.53576                   1                   1
              1           5395       0.834762        1.01139        9.54995        1.69793            0.863164            0.686541                   1             3.78165
              0           5402      -0.156067      -0.205495        9.48995       0.123198            0.279265            0.328693                   1             1.61106
             -1           5411      0.0377056      0.0784888         10.392        1.67605             1.63835             1.59756                   1             9.84025
             -1           5424      -0.227897      -0.234151         10.432        1.26079             1.48868             1.49494                   1             3.30433
              0           5426     -0.0561404      -0.106256         10.132       0.991979             1.04812             1.09823                   1              2.3241
             -1           5427      -0.121105      -0.137986        9.82195       0.641672            0.762777            0.779658                   1             3.69477
              0           5435     -0.0539778     -0.0337482         10.092        1.13226             1.18624             1.16601                   1             2.52373
             -1           5438      -0.026822      -0.106612         10.372        1.06446             1.09128             1.17107                   1             8.63738
              0           5446     -0.0914076      -0.105154         10.452        1.37876             1.47017             1.48392                   1             2.66162
              0           5450       0.223052       0.212365        9.86195        1.04922            0.826166            0.836853                   1             1.66345
              0           5459        -1.2078      -0.889722        6.70995       -3.67264            -2.46484            -2.78292                   1              1.0052
              0           5464      -0.600994      -0.547476         10.432        1.15776             1.75875             1.70524                   1                   1
              0           5484     -0.0172746      0.0258713         10.142        1.29003             1.30731             1.26416                   1             2.75346
             -1           5509      -0.219349      -0.329282        9.63995       0.114611             0.33396            0.443893                   1             3.73494
             -1           5512      -0.124634     -0.0700049         10.862         1.4138             1.53844             1.48381                   1             49.2778
             -1           5515       0.321528       0.302331         10.132        1.45621             1.13469             1.15388                   1             14.9451
              0           5518      -0.496154      -0.494194         10.642        1.14582             1.64197             1.64001                   1                   1
              0           5520       -1.82116       -1.77169         10.932       0.193959             2.01512             1.96565                   1                   1
             -1           5523       0.182232       0.307285         10.082         1.8286             1.64636             1.52131                   1             10.3997
             -1           5526      -0.235626      -0.383411         10.172         0.3485            0.584125            0.731911                   1             17.5531
              0           5529      0.0530806       0.142721         10.292        1.83613             1.78305             1.69341                   1             1.70149
             -1           5530      -0.128478      -0.129126         10.642       0.912806             1.04128             1.04193                   1             40.4399
              1           5531        1.02379        1.28566        7.29195      -0.784098            -1.80789            -2.06975                   1             7.69303
              0           5537        -0.4115      -0.426884        9.70995       0.215109            0.626608            0.641992                   1              1.1532
             -0           5543            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -1           5545       0.104097       0.018884        9.93195       0.841985            0.737888            0.823101                   1             7.34983
              0           5552      -0.899245      -0.857098         10.732       0.211654              1.1109             1.06875                   1             1.65565
             -1           5588      -0.136587      -0.280738         10.172       0.524785            0.661372            0.805524                   1             3.93975
              0           5590      -0.439812      -0.378032         10.292        1.12743             1.56724             1.50546                   1                   1
             -1           5604      0.0181825     -0.0667195         10.332        1.07773             1.05955             1.14445                   1             12.4648
              0           5612      -0.304795      -0.364636        9.06995      -0.579879           -0.275084           -0.215243                   1             1.20743
              0           5620     -0.0716522        0.10636        9.70995        1.01662             1.08827            0.910255                   1                   1
             -1           5627        0.12105      0.0750907         10.272        1.31639             1.19534              1.2413                   1             12.2459
              0           5634       0.436182        0.59879        9.90195        1.76656             1.33038             1.16777                   1             1.67297
              0           5647       0.632092       0.959693        8.91995        1.04805            0.415961           0.0883602                   1             3.16431
             -1           5650       0.408621       0.414983        9.31995       0.597256            0.188636            0.182274                   1             9.13204
              0           5655      -0.143209     -0.0846935        9.95195       0.953663             1.09687             1.03836                   1                   1
              0           5664            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0           5668      -0.345434       -0.34515         10.672        1.25358             1.59901             1.59873                   1             1.52207
              0           5671      -0.336771      -0.331018         10.712        1.25768             1.59445              1.5887                   1             1.68059
              0           5672       0.043026       0.159516         10.142        1.58377             1.54074             1.42425                   1             2.56693
             -1           5675      -0.108335     -0.0666216         10.302        1.40909             1.51742             1.47571                   1             4.49291
              0           5682      -0.990637       -1.06345         10.412       0.139249             1.12989              1.2027                   1             1.15217
              0           5685      -0.406844      -0.488968        9.03995      -0.774949           -0.368106           -0.285982                   1             1.26909
              0           5686       -1.43455       -1.39318         10.812      -0.015923             1.41862             1.37725                   1                   1
              0           5691     -0.0909706     -0.0684668        9.84195        0.78326            0.874231            0.851727                   1             2.03725
             -1           5692      -0.024175     -0.0921276        9.81195       0.615213            0.639388            0.707341                   1             3.10467
             -1           5705      -0.207907       -0.18573         10.542        1.53567             1.74358              1.7214                   1             4.37548
              0           5710        1.20342        1.50459        9.01995        2.06408            0.860663            0.559488                   1             2.47174
             -1           5712     -0.0451641     -0.0634279         10.192        1.15957             1.20473               1.223                   1              4.1722
             -1           5726      -0.124121      -0.101738         10.702        1.82562             1.94974             1.92736                   1             3.11737
              1           5730       0.877827       0.907058         10.572        2.71892             1.84109             1.81186                   1             15.7823
             -1           5735      0.0186279      -0.145049        9.82195       0.411956            0.393328            0.557005                   1             8.88201
              0           5744       -1.15473       -1.04882         11.172        1.08458             2.23931              2.1334                   1                   1
              1           5747        1.10058        1.23628        9.02995         1.2079            0.107323          -0.0283798                   1             3.62371
             -1           5766       0.108446     -0.0328814        9.94195       0.690196             0.58175            0.723077                   1             11.2308
              0           5770      0.0793893       0.119182        9.31995       0.340246            0.260856            0.221064                   1             2.70916
              0           5779            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0           5789      -0.400949      -0.385792         10.732        1.66398             2.06493             2.04978                   1             1.38404
             -1           5797       0.378898       0.425417         10.282        1.88406             1.50516             1.45864                   1             11.0554
              0           5799      -0.441002      -0.507929        9.86195       0.261025            0.702027            0.768954                   1                   1
              0           5801       0.243994       0.399994        9.80195        1.70885             1.46485             1.30885                   1                   1
              0           5802     -0.0184583     0.00568029         10.572        1.77619             1.79465             1.77051                   1             2.46614
              0           5805     -0.0474313      -0.021182        9.89195       0.898176            0.945608            0.919359                   1             2.99394
              0           5809     -0.0861319     -0.0908634         10.252        1.22557              1.3117             1.31643                   1             2.62206
             -1           5814       0.119614     0.00119267        9.45995       0.207096           0.0874814            0.205903                   1             6.00895
              0           5816      -0.728585      -0.705307         10.782       0.985202             1.71379             1.69051                   1             1.77274
             -1           5822      -0.022963      -0.192998         10.062       0.392345            0.415308            0.585344                   1             47.6724
             -1           5829       0.185468       0.277688        9.54995       0.847758            0.662289             0.57007                   1             6.61315
              0           5830       0.131959       0.324045        9.82195        1.50826              1.3763             1.18422                   1                   1
              0           5835     -0.0946503     -0.0823096        9.44995       0.268578            0.363228            0.350888                   1             1.24147
             -1           5836       0.173025       0.195791         10.742        2.12937             1.95634             1.93358                   1             3.31692
             -1           5837      0.0465867   -0.000813135         10.442        1.33846             1.29187             1.33927                   1              5.5726
              0           5841       -1.36548       -1.29463         10.912       0.257198             1.62268             1.55183                   1                   1
              0           5847      -0.197611      -0.177911         10.612        1.85003             2.04764             2.02794                   1                   1
             -1           5849       0.305415       0.302805         10.502        1.86788             1.56246             1.56508                   1             6.35948
             -1           5853      -0.143784      -0.301777         10.122        0.33646            0.480243            0.638236                   1             20.4139
              0           5862      -0.807136      -0.941376        9.93195       -0.21056            0.596576            0.730816                   1                   1
             -1           5869      -0.490828      -0.476242         10.742        1.18412             1.67495             1.66037                   1             5.72285
             -1           5879       0.114866      0.0210468         10.372        1.08955            0.974686             1.06851                   1             24.2263
              0           5880     -0.0786019     0.00949796        9.86195       0.973035             1.05164            0.963537                   1             1.41557
             -1           5882      0.0899333     -0.0458388        9.61995       0.338855            0.248921            0.384694                   1             10.8882
             -1           5898       0.274794       0.242882        9.65995       0.803594              0.5288            0.560711                   1              5.8367
             -1           5907       0.335455       0.382322        9.85195        1.27715            0.941695            0.894829                   1             7.06343
             -1           5916       0.104495      0.0685735         10.782        2.32879             2.22429             2.26021                   1             8.01504
             -1           5917      0.0237989      0.0866187         10.102        1.32858             1.30478             1.24196                   1             4.79847
              0           5921      -0.218555      -0.140253         10.292        1.40943             1.62798             1.54968                   1                   1
             -1           5922       0.210469       0.305386         10.252        1.84646             1.63599             1.54107                   1             4.25318
              0           5925      -0.257473        -0.2884         10.412        1.10517             1.36264             1.39357                   1              2.0817
              0           5941      -0.815366      -0.795117         10.702        1.04297             1.85834             1.83809                   1                   1
              0           5966       0.833322        1.10642        8.12995       0.118265           -0.715057           -0.988151                   1             2.23337
              0           5969      -0.354868      -0.497269        9.62195       -0.11993            0.234938            0.377339                   1             2.08491
             -1           5974     -0.0577008     -0.0511431         10.622        1.62798             1.68568             1.67912                   1             3.39408
              0           5976      -0.733642      -0.781237         10.552       0.429106             1.16275             1.21034                   1             2.71039
              0           5977       0.261463       0.375657         10.192        1.93505             1.67359              1.5594                   1             2.88766
              1           5982        1.01043       0.900099         10.142        2.77107             1.76065             1.87097                   1             10.5618
              0           5997      -0.461358      -0.504042        9.73995       0.143639            0.604998            0.647681                   1             1.18569
              0           6000      -0.463352      -0.467416        9.52995     -0.0360706            0.427281            0.431345                   1                   1
              0           6003      -0.330463      -0.346335         10.312        1.00817             1.33864             1.35451                   1             1.21469
             -1           6005      -0.181792     -0.0529626         10.872        1.00604             1.18783               1.059                   1             179.947
             -1           6006       0.459503       0.460503         10.712        2.58297             2.12347             2.12247                   1             4.99413
              0           6011      -0.640462      -0.812387        9.95195      -0.180785            0.459677            0.631602                   1             2.38603
             -1           6012       0.149552      0.0598843         10.282        1.17085              1.0213             1.11096                   1             66.7568
             -1           6015     -0.0497867      -0.221768        9.81195       0.304059            0.353846            0.525828                   1             18.8224
              0           6025            -99            -99            -99            -99                 -99                 -99                   0                 -99
              1           6037       0.859838        1.00238        8.66995        0.53428           -0.325558             -0.4681                   1             5.58968
             -1           6061       0.407005       0.492767         11.092        2.56597             2.15896              2.0732                   1             839.836
             -1           6065       0.199969       0.105373         10.032         1.0162            0.816228            0.910824                   1             10.2976
              0           6072      -0.435983      -0.369206         10.142       0.933639             1.36962             1.30285                   1                   1
             -1           6073      -0.172757      -0.226965         10.512        1.03181             1.20457             1.25878                   1             8.92946
              0           6075        -2.3186       -2.32607         10.632       -1.27043             1.04817             1.05564                   1                   1
             -1           6078    0.000865858       0.111101        9.99195        1.28601             1.28514             1.17491                   1             3.66952
              0           6081     0.00875896       0.111095        9.31995       0.405005            0.396246            0.293909                   1                   1
             -1           6084       0.556144       0.359867        9.70995       0.717004            0.160861            0.357137                   1             39.9693
             -1           6085      0.0482988     -0.0186616         10.312        1.18977             1.14147             1.20843                   1             9.05263
             -1           6090       0.289894       0.285408         10.692        1.63266             1.34277             1.34725                   1             35.1803
             -1           6091     -0.0373116      0.0004516         10.552        1.86344             1.90075             1.86299                   1             7.46626
              0           6092      -0.240318       -0.29871         10.472       0.971461             1.21178             1.27017                   1             2.77699
             -1           6094      -0.116898     -0.0805579         10.862        1.85242             1.96932             1.93298                   1             5.51006
             -1           6096      -0.167175      -0.113722         10.982        1.93536             2.10253             2.04908                   1             3.31551
             -1           6102      0.0219324      0.0960358        9.69995       0.832892             0.81096            0.736856                   1             5.42743
              0           6107      0.0570617       0.124766         10.122        1.40192             1.34486             1.27715                   1             2.65663
              0           6110      -0.224401      -0.288189        9.70995       0.297761            0.522161             0.58595                   1             2.69481
             -1           6114      -0.804039      -0.732907         10.912       0.815644             1.61968             1.54855                   1             3.21583
              0           6121       0.234934       0.211454        8.49995      -0.705754           -0.940688           -0.917208                   1             1.08664
              0           6127       -1.74317       -1.39209         11.372       0.160168             1.90334             1.55225                   1                   1
             -0           6141            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0           6147       0.367852       0.247499        9.68195       0.729246            0.361394            0.481747                   1             1.73833
              0           6151      -0.654581      -0.787292        9.54995      -0.485452            0.169129             0.30184                   1                   1
              0           6152      0.0291564       0.226861        9.78195        1.32118             1.29203             1.09432                   1                   1
              0           6155       0.564521       0.849036        9.37995        1.56561             1.00109            0.716576                   1             1.18607
              0           6156      -0.108162      -0.143665        9.67995       0.437751            0.545913            0.581415                   1              1.4676
              0           6158       -1.54659       -1.32931         11.162        0.16938             1.71597             1.49869                   1                   1
              0           6166      -0.804463      -0.782464         10.802        1.24204             2.04651             2.02451                   1                   1
             -1           6186       0.286899       0.140338        9.62995       0.520876            0.233977            0.380538                   1             120.567
              0           6197      -0.211596      -0.376497        9.87195       0.222716            0.434312            0.599213                   1             1.19799
              0           6216       -1.49262       -1.40028         10.932      0.0406023             1.53322             1.44089                   1                   1
             -1           6221      0.0778528     -0.0312491        9.38995      0.0976043           0.0197515            0.128853                   1             5.91124
              0           6233      -0.499449      -0.444236         10.022       0.680336             1.17978             1.12457                   1                   1
              0           6242       0.234512       0.431679        9.64995        1.29645             1.06193            0.864767                   1             2.91974
              0           6245      0.0213321      0.0032677        9.59995       0.505421            0.484089            0.502154                   1             2.29699
              0           6249       0.127469       0.171855         10.462        1.88975             1.76228             1.71789                   1             2.64237
             -1           6251       0.277102       0.239415         10.472        1.63155             1.35444             1.39213                   1             150.422
             -1           6256       0.289007       0.304056        9.17995       0.322012           0.0330057           0.0179566                   1              6.2119
              0           6262       -1.40252       -1.29102        7.72995       -3.03489            -1.63237            -1.74387                   1                   1
             -1           6265       0.109567       0.139154         11.242        2.61331             2.50375             2.47416                   1             21.1926
             -1           6287       0.479504       0.492751         10.422        2.04258             1.56307             1.54982                   1             98.8351
              0           6289       0.328691        0.49966        9.92195         1.7638             1.43511             1.26414                   1             1.92793
             -1           6290       -0.23598      -0.394724         10.022       0.328583            0.564563            0.723307                   1             59.9269
              1           6292       0.875374        1.15812        9.26995        1.65686             0.78149            0.498749                   1             3.18456
             -1           6296       0.372745       0.407042         10.812        1.89098             1.51823             1.48394                   1             45.3909
             -1           6308     -0.0299227      0.0704849         11.582        2.76723             2.79715             2.69675                   1             16.9742
             -1           6311       0.163233      0.0617327        9.44995       0.276692            0.113459            0.214959                   1             6.36915
              0           6315      -0.221143      -0.269812        9.20195      -0.301899          -0.0807561          -0.0320877                   1             1.60812
              0           6319       0.550095       0.828767        9.23995        1.27323            0.723138            0.444466                   1              2.0118
              0           6324       0.873613        1.16842        9.32995        1.83174            0.958129            0.663321                   1             2.95387
              0           6329       0.365194       0.526337        9.48995        1.11059            0.745396            0.584253                   1             1.95159
              0           6330      0.0873646       0.130886         10.372          1.708             1.62063             1.57711                   1             2.50737
              0           6332       -1.94896       -1.61623         11.122      -0.629857              1.3191            0.986374                   1                   1
             -1           6333     -0.0746988      -0.182505         10.332       0.658107            0.732806            0.840612                   1             5.35538
             -1           6350       0.243268       0.219818        9.61995         0.7406            0.497331            0.520782                   1             4.32626
             -1           6352      -0.261496      -0.271567         10.662       0.943148             1.20464             1.21472                   1             26.2272
              0           6363       -0.38473       -0.52823        9.71995      -0.037536            0.347194            0.490694                   1             1.88028
              0           6368      -0.295971      -0.211615         10.322        1.42308             1.71905              1.6347                   1             1.07639
              0           6381      -0.337606      -0.424677        9.77195       0.210051            0.547656            0.634727                   1             2.88151
              0           6383       0.728213       0.643668         10.152        1.68637            0.958155              1.0427                   1             37.3903
              0           6385     -0.0116872      0.0859622         10.112        1.40705             1.41874             1.32109                   1             1.66319
             -1           6386       0.196167       0.194006         10.542        1.78675             1.59058             1.59275                   1             26.2887
              0           6394      -0.467174      -0.561157         10.212       0.499412            0.966586             1.06057                   1             2.24609
             -1           6395      -0.085564      0.0134944         10.102        1.32305             1.40861             1.30955                   1             3.17873
              0           6398      -0.762408      -0.821079         10.192       0.318063             1.08047             1.13914                   1                   1
              0           6401       0.137156       0.154571        8.95995      -0.100398           -0.237555           -0.254969                   1             1.40585
             -1           6403       0.182715       0.285484        9.58995       0.919444            0.736729             0.63396                   1             4.86643
             -1           6406       0.185753      -0.122556         11.442        2.97868             2.79293             3.10124                   1             12.2725
             -1           6409      -0.357796      -0.306973         10.852        1.17056             1.52835             1.47753                   1             9.78203
             -0           6412            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -1           6429     -0.0744487      -0.246156         10.002       0.403292            0.477741            0.649448                   1              4.5448
             -1           6438     -0.0223201      -0.167478        9.67995       0.274389            0.296709            0.441866                   1             6.12305
             -1           6445       0.446326       0.679706        9.45995        1.34616            0.899831            0.666451                   1             5.85797
              0           6448       -1.10711       -1.20564         10.362       -0.17412            0.932986             1.03152                   1             1.16591
              0           6460     -0.0105167      0.0504844         10.432        1.87898              1.8895              1.8285                   1             1.29301
             -1           6464       -0.35599      -0.363769         10.682       0.979138             1.33513             1.34291                   1             8.21638
              0           6466      -0.138922      -0.118952        9.42995       0.215902            0.354824            0.334853                   1                   1
              0           6486       0.860665        1.16951        9.25995        1.75481            0.894141            0.585296                   1             2.16857
             -1           6489      -0.136259      -0.037212         11.382        2.43265             2.56891             2.46986                   1             92.8351
              0           6509       0.622313       0.700263         10.332        2.32056             1.69825              1.6203                   1             7.67988
             -1           6517      0.0402174       0.050449         10.482        1.65225             1.61203              1.6018                   1             12.0569
              0           6519      -0.173239      -0.133976        9.98195       0.916664              1.0899             1.05064                   1             1.70115
              0           6522       0.289922       0.331334        9.82195        1.18127             0.89135            0.849938                   1               2.218
             -1           6537       0.152585       0.150117         10.432        1.65801             1.50543             1.50789                   1             159.593
             -1           6547      -0.588367      -0.272189         11.312        1.24551             1.83388              1.5177                   1              45.221
              0           6548       0.292945       0.382034        9.09995       0.386677           0.0937323          0.00464346                   1             2.09278
              0           6553      -0.429169      -0.421507         10.712        1.20194             1.63111             1.62345                   1             2.64848
             -1           6558      0.0267605     -0.0954709         10.962        2.42959             2.40283             2.52506                   1             7.22849
              0           6580      -0.662698      -0.655362         10.732        0.82256             1.48526             1.47792                   1             1.63413
              0           6592       0.304964       0.309842        9.28995       0.453012            0.148048            0.143171                   1             1.66062
              0           6614      -0.589357      -0.615183         10.552       0.843606             1.43296             1.45879                   1             1.60997
             -1           6617     -0.0787517      -0.254845        9.99195       0.363988             0.44274            0.618833                   1             5.93277
              0           6620       -1.51021       -1.43572         10.892     -0.0139901             1.49622             1.42173                   1                   1
             -1           6629       0.153823       0.238799         10.182        1.63448             1.48065             1.39568                   1             3.02244
              0           6634      -0.452931      -0.487231         10.352       0.852419             1.30535             1.33965                   1                   1
              0           6638         0.0452       0.082558        9.32995       0.313234            0.268034            0.230676                   1             1.77175
             -1           6641    -0.00447986     -0.0903433        9.96195       0.764475            0.768955            0.854818                   1             4.19178
              0           6643       0.631128       0.865812        9.54995        1.67532             1.04419            0.809508                   1             2.57477
             -1           6650      0.0193834        0.12897        9.95195        1.24699             1.22761             1.11802                   1             3.50745
             -1           6662       0.131951      0.0859529        9.96195        1.00173            0.869783            0.915781                   1             7.91174
             -1           6665       0.123923       0.148596         10.782        1.59428             1.47036             1.44569                   1             39.3215
             -1           6672       0.308845        0.38978         10.112        1.67688             1.36803              1.2871                   1             15.9249
             -1           6676       -0.51887      -0.482809         10.832        1.16673              1.6856             1.64954                   1             5.92174
              0           6677        -1.8597       -1.53034         11.332     -0.0072698             1.85243             1.52307                   1                   1
             -1           6693      -0.256337      -0.353347         10.052       0.571592            0.827929            0.924939                   1             4.84223
             -1           6694      -0.342813      -0.419606         10.392       0.764923             1.10774             1.18453                   1             4.80595
             -1           6695      -0.424803       -0.43487         10.462        1.07041             1.49521             1.50528                   1             4.18654
             -1           6700      0.0163008     -0.0788332        9.50995       0.219846            0.203546             0.29868                   1             4.05128
              0           6707        0.15491       0.247275         10.042        1.45834             1.30343             1.21106                   1             1.71012
             -1           6710       0.415178       0.313929         10.252        1.36736            0.952178             1.05343                   1             30.6862
              0           6712      -0.142066    0.000336194        8.80995      -0.293794           -0.151729           -0.294131                   1                   1
             -1           6714       0.356054       0.343785         10.592        1.88587             1.52982             1.54208                   1             39.4106
             -1           6724      -0.205113      -0.150247         10.952        1.81431             2.01943             1.96456                   1             16.2254
              0           6745       0.873911        1.26353        8.87995        1.51282            0.638907            0.249286                   1                   1
             -1           6768       0.182278       0.163984         10.472        1.64296             1.46068             1.47897                   1             10.8787
             -1           6770     -0.0683764     -0.0884729         10.332        1.27439             1.34277             1.36286                   1             11.5541
              0           6775      -0.841119      -0.785285         10.912       0.999913             1.84103              1.7852                   1             1.21394
              0           6778      -0.440048      -0.421367         10.652        1.37912             1.81917             1.80049                   1             2.20849
             -0           6782            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -1           6787      -0.527667      -0.295701         11.272        1.46702             1.99468             1.76272                   1             11.2514
              1           6789       0.970672        1.01522        9.46995         1.4283            0.457625            0.413074                   1             42.0022
             -1           6790     -0.0522752      -0.145737        9.17195       -0.27597           -0.223695           -0.130233                   1             3.28191
              0           6801      -0.545895      -0.481187         10.022       0.657438             1.20333             1.13863                   1                   1
              0           6820      -0.434084      -0.416603         10.862        1.70226             2.13634             2.11886                   1             1.29712
             -1           6827      0.0964678      0.0319315         10.022       0.987532            0.891064            0.955601                   1             8.42758
             -1           6828       0.376012       0.334842         10.972        2.72973             2.35372             2.39489                   1             12.1233
             -1           6845       0.483357       0.342895        9.78195       0.908056            0.424699            0.565161                   1             141.222
              0           6856      -0.214794      -0.074384        9.88195        1.00475             1.21955             1.07914                   1             2.08626
              0           6871       0.125719       0.177442         10.042        1.32305             1.19733              1.1456                   1             1.23474
             -1           6882      -0.130557      -0.256543        9.83195       0.388989            0.519546            0.645532                   1              3.6201
              0           6887      -0.622402      -0.712388         10.302       0.403292             1.02569             1.11568                   1             1.24741
              0           6888      -0.136078      -0.114649        9.78195       0.660486            0.796564            0.775135                   1             1.89326
             -0           6891            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0           6914       -1.64895       -1.65597         10.612      -0.669383            0.979565            0.986588                   1                   1
             -1           6917       0.166687       0.317293        9.84195        1.36021             1.19353             1.04292                   1             5.39167
             -1           6922      -0.139216       -0.10879        9.74995       0.637089            0.776306            0.745879                   1             3.27988
              0           6928      -0.103838     -0.0666748         10.102        1.13609             1.23992             1.20276                   1                   1
              0           6934       0.605148       0.776519        9.90195        1.98331             1.37816             1.20679                   1             4.67817
              0           6944       0.177251       0.202684         10.082        1.36305              1.1858             1.16036                   1             1.83532
             -0           6945            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -1           6950         0.2162        0.28165         10.392        2.09167             1.87547             1.81002                   1              3.6217
              0           6963      -0.026066       0.018407         10.482        1.77269             1.79875             1.75428                   1             1.11017
              0           6969       0.300853       0.458982        9.96195        1.72198             1.42112             1.26299                   1              1.4153
             -1           6973       -0.13874      -0.130415         10.692        1.54045             1.67919             1.67087                   1             7.21322
             -1           6977      -0.312781      -0.480021        9.98195       0.187239            0.500019            0.667259                   1             5.18356
             -1           6983      0.0414859      0.0957341        9.36995       0.395676             0.35419            0.299942                   1             5.45754
             -1           6984      -0.422415      -0.551158         10.252       0.304275             0.72669            0.855433                   1             5.31662
             -1           7006      -0.620309      -0.791492        9.89195      -0.195656            0.424653            0.595836                   1             4.90231
              0           7008      -0.288477      -0.268426         10.602        1.50447             1.79295              1.7729                   1              1.6719
             -1           7009      0.0457835       0.101054         10.932        1.99352             1.94774             1.89247                   1             40.4102
              0           7038       0.521653       0.639545         10.142        2.07004             1.54838             1.43049                   1             2.20657
             -1           7041       0.479304       0.361911        9.31995       0.389698           -0.089606           0.0277869                   1             94.8203
             -1           7045      -0.167821      -0.215321         10.542         1.0569             1.22473             1.27223                   1              6.5442
             -1           7052       0.257446       0.380303         10.832        1.36248             1.10504             0.98218                   1             19.8792
              1           7053       0.901247        1.06547        9.93195        2.29732             1.39608             1.23185                   1             23.9898
              0           7054       0.633126       0.671188         10.902        2.68538             2.05226              2.0142                   1             47.3242
