#       coo_SED             id   dist_to_MS_1   dist_to_MS_2       lg_Mstar         lg_SFR    lg_MSSFR_Sargent  lg_MSSFR_Schreiber               Valid                  SNR
#
              0            381      -0.892042      -0.953357         11.712        2.09934             2.99138             3.05269                   1             2.28753
             -1            385       0.564466       0.597838         10.582        2.50379             1.93932             1.90595                   1             3.11828
              0            390      -0.343719       -0.11424        9.47995       0.572872            0.916591            0.687112                   1                   1
              0            391     -0.0207847       0.118667         10.032        1.43233             1.45311             1.31366                   1                   1
             -0            394            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0            398      -0.171024     -0.0691844        9.30195        0.20167            0.372694            0.270855                   1                   1
             -1            399       0.173224       0.237244         10.432         2.0162             1.84297             1.77895                   1             3.40551
              0            401       0.389806         0.5392        9.30995       0.877717            0.487911            0.338517                   1             1.94786
             -1            407       0.441708       0.482882         10.862        2.28466             1.84295             1.80177                   1             31.0495
              0            409        0.21445       0.111375        9.72995       0.674494            0.460043            0.563119                   1             1.59986
              0            413     0.00743023     -0.0807433        9.58195       0.316809            0.309379            0.397552                   1             1.46676
              0            414      -0.352576      -0.390884         10.332       0.921114             1.27369               1.312                   1                   1
              0            416        0.64054       0.729599        8.40195      -0.141944           -0.782484           -0.871543                   1             1.36255
              0            418      -0.378033      -0.405466         10.402       0.993613             1.37165             1.39908                   1             2.10151
              0            421       0.168434       0.260678        9.56995       0.856003             0.68757            0.595326                   1                   1
              0            428       0.174715       0.309439        9.42195       0.771146            0.596431            0.461707                   1                   1
              0            429      0.0665565       0.106473        9.71195       0.816175            0.749619            0.709702                   1              1.2394
              0            430       0.104067       0.129602        9.90195         1.0607            0.956631            0.931096                   1             1.99861
             -1            431      0.0409844     -0.0251123        9.55995       0.371253            0.330268            0.396365                   1             3.66256
              0            432       0.355324       0.378006        9.23995       0.479719            0.124395            0.101713                   1             1.50299
             -0            433            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0            437      -0.374849      -0.393858         10.962        1.94101             2.31586             2.33487                   1             1.88879
             -1            438       0.572509       0.535264         10.182        1.71046             1.13795             1.17519                   1             3.61804
              0            439       -1.16418       -1.13582         10.802       0.630936             1.79511             1.76676                   1                   1
             -1            442     0.00848384      0.0089223         10.672        1.60949               1.601             1.60057                   1             9.80718
             -1            449      -0.588259      -0.702451         10.242     -0.0975076            0.490751            0.604944                   1             15.4886
              0            450       0.338164       0.350022         10.252        2.18469             1.84653             1.83467                   1             2.21162
              0            451      -0.434223      -0.423384        9.68995       0.224274            0.658497            0.647658                   1                   1
              0            468       0.156857      0.0813652         10.612         2.2907             2.13385             2.20934                   1             2.06645
              1            481        0.89318        1.09889        7.47195      -0.821887            -1.71507            -1.92078                   1             3.25275
              0            482      0.0149238       0.160289        9.99195        1.42406             1.40914             1.26378                   1                   1
              0            490       0.172474       0.246811        9.50195        0.73488            0.562406            0.488069                   1                   1
             -1            498       0.588579       0.602288         10.352        2.50556             1.91698             1.90327                   1             14.9324
              0            501       0.344329       0.502118        9.96195         1.7632             1.41887             1.26109                   1             1.17206
              0            502       0.045982       0.176681         10.082        1.54814             1.50216             1.37146                   1             1.04713
              0            503      -0.309077      -0.214651         10.232        1.28713             1.59621             1.50178                   1                   1
              0            505       0.442867        0.68909        9.56195        1.62346             1.18059            0.934366                   1                   1
             -0            506            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0            509     -0.0597401      -0.203368        9.57195       0.110926            0.170666            0.314294                   1              2.1734
             -1            510        0.18211       0.125339         10.522        1.27508             1.09297             1.14974                   1             26.4793
              0            512       0.745246       0.900662        9.14995        1.04532            0.300077            0.144661                   1             1.95045
             -0            516            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -1            521      -0.106224       -0.16406         10.102        0.88846            0.994684             1.05252                   1             3.54491
              0            530      -0.290905      -0.425272         10.072       0.417804            0.708708            0.843076                   1             1.95883
             -1            532       0.363385        0.30817         10.462        1.60487             1.24149              1.2967                   1              19.911
              0            533       -1.00635      -0.959305         10.852       0.576687             1.58303             1.53599                   1              2.7845
              0            540      -0.301131      -0.275567         10.622        1.58218             1.88331             1.85774                   1                   1
             -1            541      -0.483588      -0.410089         10.882       0.977998             1.46159             1.38809                   1             16.4492
              0            546       0.322214       0.298718         11.012        2.68422               2.362              2.3855                   1             2.82137
              0            547       0.616207       0.625044         10.722        2.71399             2.09779             2.08895                   1             10.5161
             -1            548       -0.43531      -0.238584         11.352        1.88463             2.31994             2.12321                   1             6.31029
              0            550       0.982296        1.29439        8.52195       0.841422           -0.140874           -0.452965                   1             1.63126
             -1            552        0.06185     -0.0942055         10.052       0.652826            0.590976            0.747032                   1             43.1478
             -1            554      0.0882524     -0.0119963        9.73195       0.557267            0.469014            0.569263                   1             6.50676
             -1            559       0.108111       0.140677         10.822        1.87011               1.762             1.72943                   1             9.32704
              0            561      -0.325381      -0.305825         10.072       0.833721              1.1591             1.13955                   1                   1
              0            562      -0.333809      -0.325615         10.712        1.76448             2.09828             2.09009                   1                   1
              0            564       0.651479       0.514495         11.252        3.28081             2.62933             2.76631                   1             143.967
              0            581       0.168879       0.291225        9.50195       0.838597            0.669719            0.547372                   1                   1
             -1            593       0.431703       0.440304         10.392         1.9431              1.5114              1.5028                   1             11.6463
              0            597        0.12529       0.342579        9.65195        1.26834             1.14305            0.925765                   1                   1
             -1            598       0.101042      0.0900773         10.572        1.64266             1.54162             1.55259                   1             9.16336
              0            604      0.0691245     -0.0729783        9.83195       0.542203            0.473078            0.615181                   1             1.33525
              0            606      -0.184742      -0.228668        9.94195       0.666237            0.850979            0.894905                   1              2.8103
             -1            620      0.0988283    -0.00489586         10.042        0.89614            0.797312            0.901036                   1             6.52819
             -1            621       0.448404       0.461666         10.702        2.52075             2.07234             2.05908                   1             20.6538
              0            622      -0.184968      -0.196282         10.192        1.03981             1.22478             1.23609                   1             1.37966
             -1            628      0.0293001      0.0678955        9.84195       0.939569            0.910269            0.871674                   1             3.05942
              0            631       0.661547       0.773498        9.63195        1.47305            0.811502            0.699551                   1             1.93238
             -1            637      -0.287088      -0.401594         10.312       0.508126            0.795214            0.909719                   1             7.88353
             -1            638      0.0784445       0.142298         10.842        1.44638             1.36794             1.30408                   1              182.68
             -1            652        0.17106       0.234572         10.162        1.55907             1.38801              1.3245                   1             3.92397
             -1            658       0.441159       0.329543         10.942        2.82543             2.38427             2.49588                   1             9.08967
             -1            659      -0.151514      -0.321141         11.422        2.62086             2.77238             2.94201                   1             3.83563
              0            661        0.16719       0.329649        9.36195       0.750971            0.583781            0.421322                   1                   1
              0            664      0.0188949       0.179398        9.94195         1.4128              1.3939              1.2334                   1                   1
             -1            669       0.406076       0.359554         10.232        1.56372             1.15764             1.20416                   1             45.2938
              0            672      -0.947628      -0.806137         11.052       0.741782             1.68941             1.54792                   1             2.56532
              0            689      -0.229183      -0.328111        9.78195       0.302764            0.531947            0.630875                   1                   1
             -1            692      -0.980697      -0.459905         11.292       0.409087             1.38978            0.868992                   1             22.7192
              1            697         1.2222        1.61117        8.77195        1.61616            0.393957          0.00499144                   1             5.55376
              0            702       0.543664       0.791198        9.49195        1.54494             1.00127            0.753738                   1             1.16357
              0            710      0.0355504       0.144066        9.11195       0.186108            0.150558           0.0420427                   1                   1
              0            713      0.0641212      0.0660191        9.38995       0.330211             0.26609            0.264192                   1             2.84177
             -1            714       0.331751       0.338074         10.372          2.266             1.93425             1.92792                   1             3.76607
              0            718      -0.128365       -0.20243         10.252       0.945567             1.07393               1.148                   1             1.52788
              0            719       -0.02687      0.0961584         10.022        1.34242             1.36929             1.24626                   1              1.2229
              0            721      -0.476443      -0.617813        9.88195       0.049218            0.525661            0.667031                   1             2.27781
             -1            729       0.326544       0.348934        9.47995       0.748731            0.422186            0.399796                   1             3.38587
             -1            737    0.000489209     0.00978772         10.692        1.15836             1.15787             1.14857                   1              84.507
              0            740      -0.391652      -0.569141        9.80195     -0.0681355            0.323516            0.501006                   1             1.13867
              0            748      -0.243125      -0.145153        9.65195       0.561459            0.804584            0.706612                   1                   1
              0            749      -0.282738      -0.403791         10.122       0.514282            0.797021            0.918073                   1             2.35616
              0            753       -1.57581       -1.66448         10.372      -0.871278            0.704529            0.793202                   1                   1
             -1            760      0.0718645      0.0115948        9.81195       0.728273            0.656408            0.716678                   1             4.09258
             -1            762       -1.07916      -0.605885         11.462       0.775756             1.85491             1.38164                   1             3.17563
              0            768      0.0854845       0.282234        9.79195        1.39585             1.31037             1.11362                   1                   1
              0            776      -0.095478      -0.197807        9.56195       0.157457            0.252935            0.355264                   1             1.28763
              0            779       -1.65926       -1.57294         11.012       0.270446             1.92971             1.84339                   1                   1
              0            786       0.218279       0.422967        9.74195        1.46805             1.24977             1.04508                   1                   1
              0            793       0.728291        1.10151        8.95995        1.41447            0.686181             0.31296                   1              1.2414
              0            804      -0.284688      -0.327312        9.81195       0.409933            0.694621            0.737245                   1                   1
              0            805      0.0510077      0.0701687         10.142        1.29798             1.24697             1.22781                   1              1.7467
              1            807        1.00019        1.18589        9.82195        2.29929              1.2991              1.1134                   1              8.5347
             -1            808       -0.49206      -0.500011         10.622       0.524656             1.01672             1.02467                   1             19.5731
              0            809       -1.53313       -1.56658         10.562      -0.561458            0.971668             1.00512                   1                   1
             -1            825      -0.208734      -0.255651        9.98195       0.682235            0.890969            0.937887                   1             3.35028
              0            826      -0.171144       -0.30985        9.98195       0.454235            0.625379            0.764085                   1             1.21676
             -1            827       0.253041       0.315911         10.932        2.09202             1.83898             1.77611                   1             147.829
             -0            837            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -0            841            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0            849       0.468659       0.592502        9.74195        1.45163            0.982974            0.859131                   1              2.4729
             -1            860      -0.487229      -0.522946         11.142        1.99664             2.48387             2.51959                   1             3.14816
              0            866        -0.7901      -0.736291         10.892       0.957416             1.74752             1.69371                   1                   1
              0            867      0.0124911      0.0617206        9.81195        0.90886            0.896369             0.84714                   1             2.38161
             -1            870        0.49474       0.405439         10.302        1.52414              1.0294              1.1187                   1             40.1996
             -1            872       0.242534       0.292626         10.362        1.87344              1.6309             1.58081                   1             3.30181
              0            877      -0.139975      -0.132428         10.202        1.14983             1.28981             1.28226                   1             1.79712
             -1            878       0.351777       0.349678        8.60995      -0.381847           -0.733624           -0.731525                   1             4.93051
              0            881       0.517772       0.743943        9.57195        1.56336             1.04559             0.81942                   1             1.45314
             -1            884       0.189454       0.154702         10.672        2.34811             2.15866             2.19341                   1             3.41924
              1            885        1.80389        2.10295        8.15995        1.18213           -0.621762           -0.920819                   1             17.0058
             -1            886      -0.756543      -0.860831         10.352      0.0484418            0.804984            0.909273                   1             3.48612
              0            892       -0.32852      -0.312935         10.152        0.92179             1.25031             1.23473                   1             1.08821
             -1            893       0.156398      0.0937102         10.432        1.35276             1.19636             1.25905                   1             17.5058
              0            899       -1.62079       -1.50152         10.872      -0.403513             1.21727               1.098                   1                   1
             -1            902        0.16432       0.089579         10.132        1.13735            0.973035             1.04778                   1             7.29399
             -1            915       0.407965        0.43959         10.592        2.37088             1.96292             1.93129                   1              37.488
             -1            917       0.432897         0.4363         10.472        2.00173             1.56884             1.56543                   1             10.7299
              0            922      -0.686651      -0.668729         10.502       0.986279             1.67293             1.65501                   1             1.00613
              1            923        1.07004        1.23185        9.87195        2.34733             1.27729             1.11548                   1              12.758
              0            924      -0.758761      -0.897913        9.55195      -0.602234            0.156528            0.295679                   1                   1
              0            926       0.259744       0.446994        9.39995       0.951629            0.691885            0.504635                   1             1.02816
              0            928      0.0132317       0.112794        9.00195     0.00774778         -0.00548393           -0.105046                   1              1.4022
              0            931        0.10397     0.00880601        9.81195       0.680245            0.576275            0.671439                   1             1.62284
             -1            934       0.227132       0.194102        9.45195       0.494711            0.267579            0.300609                   1             5.17561
             -1            937     0.00298957     -0.0540771         10.082       0.978911            0.975921             1.03299                   1             3.80888
             -1            939       0.298156       0.261863         10.572        1.60949             1.31133             1.34763                   1             26.8404
              0            950      -0.652869      -0.581183         11.482         2.0607             2.71357             2.64188                   1             2.49404
             -1            951       0.367108       0.313791        8.94995      -0.047692             -0.4148           -0.361483                   1             3.22999
              0            960       -1.97227       -1.30721         11.502      -0.338093             1.63417            0.969114                   1                   1
              0            965     -0.0356279     -0.0307598         10.152        1.18667              1.2223             1.21743                   1             1.49951
              0            966      -0.325514      -0.311807         10.012       0.743588              1.0691             1.05539                   1             1.72509
              0            972       0.173683       0.279458        8.20995       -0.81673           -0.990413            -1.09619                   1                   1
             -1            974       0.409282       0.199072         10.862        2.74476             2.33548             2.54569                   1             22.3402
              0            994      -0.116908     -0.0966964        9.77195       0.664454            0.781362             0.76115                   1                   1
             -1            995      0.0502359      0.0751045        9.96195        1.08135             1.03111             1.00624                   1             7.40331
             -1           1002      -0.161485      -0.212056         10.502        1.09517             1.25665             1.30723                   1             7.98589
             -1           1005       0.559283       0.560153         10.712        2.68314             2.12385             2.12298                   1             7.30123
             -1           1006     -0.0353299       0.132533         11.102        1.69408             1.72941             1.56155                   1             44.8232
             -1           1008      0.0613593      0.0398785         10.622         1.4621             1.40074             1.42222                   1             45.5446
              0           1023      -0.675875      -0.651031         10.852          1.405             2.08088             2.05604                   1                   1
              0           1026     -0.0476331      0.0726023        9.84195        1.05918             1.10682            0.986582                   1             1.07003
              0           1035       0.173533       0.280936        8.88995      0.0457141           -0.127819           -0.235222                   1             1.81982
              0           1036     -0.0980739     -0.0629866         10.182        1.69046             1.78854             1.75345                   1                   1
             -1           1037     -0.0197211      -0.130352         10.082       0.789016            0.808737            0.919368                   1             5.81474
              0           1042      -0.346754      -0.307985        9.60995        0.27277            0.619524            0.580755                   1                   1
              0           1053     -0.0431297     -0.0250357         10.752        2.00432             2.04745             2.02936                   1              1.4059
              0           1058      -0.992841       -1.02833         10.552       0.357935             1.35078             1.38627                   1                   1
              0           1064   -0.000487384      -0.134145        9.77195       0.432007            0.432494            0.566151                   1             1.68474
              0           1075       -0.34998      -0.382594         10.562         1.0187             1.36868             1.40129                   1             1.79443
              0           1076       0.380835       0.493573        9.80195        1.41497             1.03414              0.9214                   1             2.46914
             -1           1077      0.0939163      0.0150716         10.262        1.15473             1.06081             1.13966                   1              5.7767
              0           1081        1.03717        1.19757        7.92195      -0.195043            -1.23221            -1.39261                   1             2.86317
             -1           1084      0.0944019       0.159162         10.912        1.79036             1.69595             1.63119                   1             96.6635
              0           1089      -0.313167       -0.36379         10.492       0.950365             1.26353             1.31416                   1             1.45041
              0           1091      -0.132953      0.0442715        9.89195        1.30298             1.43593             1.25871                   1                   1
              0           1094       0.619654       0.683894         10.292           2.46             1.84034              1.7761                   1             6.55902
              0           1101      -0.356055      -0.391657         10.002       0.585912            0.941967            0.977568                   1                   1
             -1           1102       0.213513       0.114485        9.38995       0.256477           0.0429646            0.141993                   1             10.3025
             -1           1103       0.306238        0.29013         10.302        1.63407             1.32784             1.34394                   1             69.7893
             -1           1104       0.269062       0.182258        9.52995       0.516271            0.247209            0.334013                   1             11.4033
             -1           1105      -0.344768      -0.320309         10.782        1.13066             1.47542             1.45096                   1             71.5572
             -0           1109            -99            -99            -99            -99                 -99                 -99                   0                 -99
             -1           1113       0.441474       0.589719        9.52195        1.19728            0.755806            0.607562                   1             4.12952
             -1           1118       0.399093       0.314366        9.18195       0.209247           -0.189847           -0.105119                   1             32.2896
              0           1121       -1.08268      -0.849498         11.172       0.607133             1.68981             1.45663                   1             1.45158
              0           1123     -0.0311768      0.0900553         10.132        1.63448             1.66565             1.54442                   1                   1
              0           1125       -1.06306       -1.00827         10.872       0.531607             1.59467             1.53987                   1                   1
              0           1129       0.337242       0.457449         10.162        1.95458             1.61734             1.49713                   1              2.0078
             -1           1133      -0.386785      -0.499365        9.10195      -0.750068           -0.363283           -0.250704                   1             3.87027
              1           1135        2.48425         3.0537        5.66995      -0.696156            -3.18041            -3.74985                   1             4.64467
              0           1140       0.645186       0.738345        8.48195     -0.0257186           -0.670905           -0.764064                   1                   1
              0           1141       0.329065       0.315197         10.002        1.32263            0.993568             1.00744                   1             1.86018
             -1           1143      -0.277109      -0.457672         10.002      0.0930713             0.37018            0.550743                   1              12.076
              0           1144      -0.922767      -0.884703         10.842       0.815511             1.73828             1.70021                   1                   1
             -0           1146            -99            -99            -99            -99                 -99                 -99                   0                 -99
              0           1147       -0.10394      -0.131498         10.142        1.01912             1.12306             1.15061                   1              2.5084
             -1           1148     -0.0882788      -0.112947         11.202        2.43743             2.52571             2.55038                   1              3.8881
             -1           1150       0.050278       0.034965         10.292         1.3707             1.32042             1.33573                   1             5.30502
              0           1159      0.0899618      0.0847771         11.072         2.4764             2.38643             2.39162                   1             1.98476
              0           1160      -0.432977      -0.351579         10.322        1.26529             1.69827             1.61687                   1                   1
