#i_Bootstrap        CSFRD_Vmax_Bootstrap         CSFRD_Vbin_Bootstrap
#
         1                   0.0744161                   0.0688272
         2                   0.0607385                   0.0559278
         3                   0.0570904                    0.051641
         4                   0.0648282                   0.0599558
         5                   0.0618785                   0.0578229
         6                   0.0633659                   0.0588506
         7                   0.0630505                   0.0595676
         8                   0.0594576                   0.0549804
         9                    0.061538                    0.055844
        10                   0.0672969                   0.0613073
        11                   0.0567973                   0.0536699
        12                   0.0656336                   0.0602121
        13                   0.0656125                   0.0603134
        14                   0.0559204                   0.0504481
        15                   0.0569876                   0.0530195
        16                    0.062539                   0.0579277
        17                   0.0733515                     0.06829
        18                    0.069042                   0.0634684
        19                   0.0614792                   0.0563186
        20                   0.0622914                   0.0565881
        21                   0.0637775                   0.0602552
        22                   0.0612575                   0.0540534
        23                   0.0605222                   0.0555614
        24                   0.0710108                   0.0663751
        25                   0.0568558                   0.0516742
        26                   0.0593943                   0.0524278
        27                   0.0575662                   0.0520905
        28                   0.0622738                   0.0573096
        29                   0.0673073                   0.0630543
        30                   0.0577832                   0.0525935
        31                   0.0668663                   0.0609954
        32                   0.0657324                   0.0615278
        33                   0.0578838                   0.0506843
        34                   0.0675174                   0.0622632
        35                   0.0543776                   0.0496565
        36                    0.059799                    0.053162
        37                   0.0610056                   0.0548227
        38                   0.0609969                   0.0562996
        39                   0.0618644                   0.0547421
        40                   0.0717389                   0.0661025
        41                   0.0651215                   0.0598457
        42                   0.0638629                   0.0586401
        43                   0.0646304                    0.058146
        44                   0.0660329                   0.0590854
        45                    0.060584                   0.0560045
        46                   0.0602326                   0.0553859
        47                   0.0631311                   0.0569661
        48                   0.0623979                    0.057628
        49                   0.0629559                   0.0584879
        50                   0.0627455                   0.0585581
        51                   0.0586749                   0.0546869
        52                   0.0559728                   0.0526285
        53                     0.06051                   0.0536009
        54                   0.0677508                   0.0619479
        55                   0.0729509                   0.0684123
        56                   0.0611483                   0.0556726
        57                   0.0651656                   0.0624214
        58                   0.0674083                   0.0627373
        59                   0.0679477                   0.0636484
        60                   0.0682567                   0.0635398
        61                   0.0604377                   0.0552631
        62                   0.0634006                    0.058472
        63                   0.0658093                   0.0608084
        64                   0.0644024                   0.0588899
        65                   0.0609692                   0.0552551
        66                   0.0734852                   0.0699904
        67                   0.0732294                   0.0679235
        68                   0.0633849                   0.0582251
        69                   0.0672332                   0.0635542
        70                   0.0627236                     0.05745
        71                   0.0618241                   0.0555618
        72                   0.0609358                   0.0562883
        73                      0.0641                   0.0592678
        74                   0.0567373                   0.0495421
        75                   0.0619579                   0.0568035
        76                    0.061876                   0.0575491
        77                   0.0607538                   0.0536773
        78                   0.0647718                   0.0594896
        79                    0.065902                   0.0601394
        80                   0.0630467                   0.0558096
        81                   0.0738632                    0.069861
        82                    0.062816                   0.0557627
        83                   0.0661096                   0.0589969
        84                    0.070635                   0.0654557
        85                   0.0641962                   0.0610811
        86                   0.0631464                   0.0557182
        87                   0.0712615                   0.0655824
        88                   0.0654906                   0.0586387
        89                   0.0633185                   0.0573948
        90                   0.0595564                   0.0537794
        91                   0.0664512                   0.0620265
        92                   0.0639515                   0.0584479
        93                   0.0615063                   0.0581762
        94                   0.0648356                   0.0599421
        95                   0.0578118                   0.0518076
        96                   0.0601192                   0.0568319
        97                   0.0598566                   0.0542375
        98                    0.064659                   0.0586278
        99                   0.0559363                   0.0506032
       100                   0.0625739                   0.0573577
       101                   0.0636181                   0.0570802
       102                   0.0617548                    0.056399
       103                   0.0681228                   0.0640255
       104                   0.0602943                   0.0547218
       105                   0.0576119                   0.0540488
       106                   0.0682921                   0.0635452
       107                   0.0613348                   0.0569248
       108                   0.0702039                   0.0647066
       109                   0.0556536                   0.0503807
       110                   0.0565059                   0.0508172
       111                   0.0600077                   0.0555557
       112                   0.0626578                    0.058365
       113                    0.062591                   0.0557492
       114                   0.0655853                   0.0604302
       115                   0.0689116                   0.0637289
       116                   0.0662656                   0.0600367
       117                   0.0615356                    0.056725
       118                   0.0677494                   0.0628269
       119                   0.0647984                   0.0616763
       120                   0.0649176                   0.0600711
       121                   0.0643104                   0.0596418
       122                   0.0645882                    0.060034
       123                   0.0640054                   0.0601409
       124                   0.0596293                    0.054513
       125                   0.0633588                   0.0577054
       126                   0.0601508                   0.0540849
       127                   0.0618191                     0.05663
       128                   0.0593224                   0.0540281
       129                   0.0586698                   0.0550353
       130                   0.0571817                   0.0538359
       131                   0.0618104                   0.0571848
       132                   0.0671023                   0.0620972
       133                   0.0615644                   0.0554126
       134                   0.0684052                   0.0627442
       135                     0.06077                    0.056595
       136                   0.0610581                    0.056542
       137                   0.0652548                   0.0565559
       138                   0.0702554                   0.0654612
       139                   0.0608125                   0.0556071
       140                   0.0675049                   0.0630231
       141                   0.0639806                   0.0585185
       142                   0.0627158                   0.0583914
       143                   0.0628579                   0.0559352
       144                    0.058749                   0.0545983
       145                   0.0619404                   0.0550656
       146                   0.0629555                   0.0577241
       147                   0.0616646                   0.0573862
       148                   0.0674989                   0.0633646
       149                   0.0645939                   0.0613014
       150                   0.0630279                   0.0572647
       151                   0.0630999                   0.0589488
       152                   0.0643344                   0.0580793
       153                   0.0618072                   0.0552384
       154                   0.0647795                   0.0595415
       155                   0.0596311                   0.0542366
       156                   0.0618737                   0.0576269
       157                   0.0624759                   0.0575237
       158                   0.0685681                   0.0646176
       159                    0.064448                   0.0599053
       160                   0.0661876                   0.0611089
       161                   0.0614375                   0.0556207
       162                   0.0604869                   0.0541658
       163                   0.0675054                    0.061844
       164                   0.0614175                   0.0560225
       165                   0.0627004                   0.0593042
       166                    0.055388                   0.0508697
       167                   0.0680583                   0.0644642
       168                   0.0625607                   0.0568094
       169                   0.0651144                    0.059192
       170                    0.061106                   0.0560716
       171                   0.0644367                   0.0580451
       172                   0.0649512                   0.0600234
       173                   0.0520143                   0.0456492
       174                   0.0583471                   0.0533704
       175                   0.0608454                   0.0554302
       176                    0.068228                    0.063469
