#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         366.443         181.954         1.40977        0.496541        0.509802               0           1e-30               0           1e-30
            8.3         276.863         217.882         2.02837        0.786965        0.807981               0           1e-30               0           1e-30
            8.5          209.09         260.788         2.91842         1.24726         1.28056               0           1e-30               0           1e-30
            8.7         157.689         311.714         4.19902         1.97677         2.02956               0           1e-30               0           1e-30
            8.9         118.583         371.518         6.04154         3.13296         3.21663               0           1e-30               0           1e-30
            9.1         88.7117          440.49         8.69256         4.96541         5.09802               0           1e-30               0           1e-30
            9.3         65.7737         517.616         12.5068         7.86965         8.07981               0           1e-30               0           1e-30
            9.5         48.0491         599.295         17.9948         12.4726         12.8056               0           1e-30               0           1e-30
            9.7         34.2663         677.366         25.8909         19.7677         20.2956               0           1e-30               0           1e-30
            9.9         23.5158         736.742         37.2518         31.3296         32.1663               0           1e-30               0           1e-30
           10.1         15.1923         754.362         53.5979         49.6541         50.9802               0           1e-30               0           1e-30
           10.3         8.94479         703.924         77.1165         78.6965         80.7981               1         698.494               1         698.494
           10.5         4.59067         572.574         110.955         124.726         128.056               0           1e-30               0           1e-30
           10.7          1.9528         386.022         159.642         197.677         202.956               0           1e-30               0           1e-30
           10.9         0.66878         209.526         229.693         313.296         321.663               1         920.514               0           1e-30
           11.1        0.188213         93.4553         330.482         496.541         509.802               1          570.53               0           1e-30
           11.3       0.0413955         32.5768         475.497         786.965         807.981               2         3051.23               1         1812.36
           11.5      0.00529111         6.57353         684.144         1242.37         1280.56               3         2156.02               0           1e-30
           11.7     0.000251467        0.471725         984.345         1875.89         2029.56               2         1617.76               0           1e-30
           11.9     2.43157e-06      0.00651705         1416.27         2680.19         3216.63               0           1e-30               0           1e-30
           12.1     1.88303e-09     6.82304e-06         2037.73         3623.44         5098.02               0           1e-30               0           1e-30
           12.3     2.66742e-14     1.23643e-10         2931.89          4635.3         8079.81               0           1e-30               0           1e-30
           12.5     6.65584e-22     3.73454e-18          4218.4         5610.93         12805.6               0           1e-30               0           1e-30
           12.7     7.16673e-34     4.60588e-30         6069.42         6426.75         20295.6               0           1e-30               0           1e-30
           12.9     9.31947e-53     6.49141e-49         8732.68         6965.43         32166.3               0           1e-30               0           1e-30
           13.1     1.31551e-82     9.39723e-79         12564.6         7143.39         50980.2               0           1e-30               0           1e-30
