#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         209.337         19.5723        0.174031       0.0934969       0.0382321               1         14.7975               1         14.7975
            8.3         181.096         26.8353        0.250395        0.148183       0.0605938               1         7.73955               1         7.73955
            8.5         156.449         36.7427        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7          134.86         50.1971        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         115.846         68.3407        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         98.9768         92.5402         1.07306        0.934969        0.382321               3         42.2242               3         42.2242
            9.3          83.865         124.273         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         70.1851         164.832          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         57.7062         214.793         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         46.3562         273.467          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         36.2926         339.325         6.61646         9.34969         3.82321              50         797.167               5         251.362
           10.3         27.8764         411.073         9.51976         14.7463         6.05938              53         765.851               2         98.6351
           10.5         21.3324         473.856          13.697          22.213         9.60348              47         788.324               0           1e-30
           10.7         16.0635         508.596         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9          10.648         454.702         28.3548         42.7029         24.1228              20         835.357               2         293.207
           11.1         4.97141         270.933         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         1.28924         84.8476         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.203639         15.3141         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7       0.0419371         3.41001         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9       0.0105058        0.873998         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1      0.00203154        0.163618         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3     0.000209025       0.0154216         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     6.74327e-06     0.000431248         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7      3.1042e-08     1.62829e-06         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     6.11794e-12     2.49065e-10         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     7.68751e-18     2.29836e-16         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
