#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         270.478         25.2888        0.174031       0.0934969       0.0382321               1         14.7975               1         14.7975
            8.3         218.441         32.3692        0.250395        0.148183       0.0605938               1         7.73955               1         7.73955
            8.5         176.428         41.4346        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         142.478         53.0328        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         115.015         67.8501        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         92.7669         86.7341         1.07306        0.934969        0.382321               3         42.2242               3         42.2242
            9.3         74.7118          110.71         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5          60.028         140.978          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         48.0587         178.883         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9          38.282         225.835          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         30.2802          283.11         6.61646         9.34969         3.82321              50         797.167               5         251.362
           10.3         23.7018         349.514         9.51976         14.7463         6.05938              53         765.851               2         98.6351
           10.5         18.2054         404.396          13.697          22.213         9.60348              47         788.324               0           1e-30
           10.7         13.4102         424.587         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         8.96379          382.78         28.3548         42.7029         24.1228              20         835.357               2         293.207
           11.1         4.87268         265.552         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3          1.7969         118.258         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.347531         26.1352         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7       0.0259553         2.11049         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9     0.000538325       0.0447844         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1     1.59236e-06     0.000128247         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3     1.68672e-10     1.24444e-08         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     8.01591e-17     5.12637e-15         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     7.10484e-27      3.7268e-25         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     7.69521e-43     3.13276e-41         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     3.53089e-68     1.05564e-66         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
