#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         427.645         156.315         1.24812        0.365526        0.325297               0           1e-30               0           1e-30
            8.3          324.15         187.787          1.7958         0.57932        0.515561               0           1e-30               0           1e-30
            8.5          245.59         225.491         2.58379         0.91816         0.81711               0           1e-30               0           1e-30
            8.7         185.935          270.57         3.71755         1.45519         1.29503               0           1e-30               0           1e-30
            8.9         140.608         324.287         5.34881         2.30631         2.05249               0           1e-30               0           1e-30
            9.1         106.137         387.958         7.69586         3.65526         3.25297               0           1e-30               0           1e-30
            9.3         79.8847         462.788         11.0728          5.7932         5.15561               0           1e-30               0           1e-30
            9.5         59.8505         549.523         15.9315          9.1816          8.1711               0           1e-30               0           1e-30
            9.7         44.5172         647.808         22.9223         14.5519         12.9503               0           1e-30               0           1e-30
            9.9         32.7385         755.052         32.9805         23.0631         20.5249               1         302.389               1         302.389
           10.1         23.6575         864.744         47.4523         36.5526         32.5297               0           1e-30               0           1e-30
           10.3         16.6519         964.679         68.2743          57.932         51.5561               3         1261.48               3         1261.48
           10.5         11.2991         1037.44          98.233          91.816          81.711               4         1591.28               2         759.999
           10.7          7.3459         1068.96         141.337         145.519         129.503               4         1984.78               0           1e-30
           10.9         4.63494         1068.96         203.356         230.631         205.249               7         2559.94               0           1e-30
           11.1          2.9272         1069.97         292.589         365.526         325.297               6         2398.95               0           1e-30
           11.3         1.74968         1007.04         420.976          575.56         515.561               7         3747.39               0           1e-30
           11.5        0.743233         642.043           605.7         863.853          817.11               1         689.133               0           1e-30
           11.7         0.13943         171.059          871.48         1226.84         1295.03               0           1e-30               0           1e-30
           11.9       0.0063427         10.4571         1253.88         1648.69         2052.49               0           1e-30               0           1e-30
           12.1     3.59289e-05       0.0753236         1804.09         2096.46         3252.97               0           1e-30               0           1e-30
           12.3     1.59364e-08        4.02e-05         2595.72         2522.53         5155.61               0           1e-30               0           1e-30
           12.5     1.49158e-13     4.28384e-10         3734.71         2872.01          8171.1               0           1e-30               0           1e-30
           12.7     1.63186e-21     5.04914e-18          5373.5          3094.1         12950.3               0           1e-30               0           1e-30
           12.9     3.59142e-34     1.13279e-30         7731.39         3154.16         20524.9               0           1e-30               0           1e-30
           13.1     2.83459e-54      8.6243e-51         11123.9         3042.52         32529.7               0           1e-30               0           1e-30
