#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         104.407           6.803       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         89.4107         9.23334         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         76.5297         12.5256         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         65.4491         16.9775        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         55.8952         22.9797        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         47.6288         31.0341        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         40.4385         41.7604        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         34.1359         55.8702         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         28.5518         74.0633         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         23.5355         96.7593         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         18.9582         121.739         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         14.7257         140.045         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         10.8029         143.976         7.13199         13.3276         4.87071              11         100.904               0           1e-30
           10.7         7.24743         128.084         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         4.23195         93.8448         14.7642         22.1753         12.2347               4         86.6647               0           1e-30
           11.1         1.99783         52.6003         21.2427         26.3287         19.3906               2         28.1826               0           1e-30
           11.3        0.688576         20.3676          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5        0.156571         4.92333         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7       0.0255908        0.809452         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9      0.00487447        0.146755         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1      0.00107783       0.0292265         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     0.000188402      0.00435381         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     2.00207e-05     0.000373099         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     9.23422e-07     1.31312e-05         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     1.09955e-08     1.12896e-07          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     1.49732e-11     1.05036e-10         807.627         7.01492         1939.06               0           1e-30               0           1e-30
