#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          702.52         127.354        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         532.534         153.004        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         403.471         183.724         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         305.455         220.446         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         231.004         264.225         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         174.453         316.252         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         131.529         377.898         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         99.0172         450.884         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         74.5179         537.792          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         56.2421         643.303         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         42.8321         776.468         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         33.1679         952.953         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         26.1473         1190.64         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         20.5182         1480.77         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9           15.03         1670.09         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         9.19909         1489.24         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         4.07268         908.942         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5         1.15577         336.484         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7        0.236519         84.9952         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9       0.0541306           22.72         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1       0.0132538         6.14812         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3      0.00250546         1.21542         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     0.000266825        0.128086         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     1.02321e-05      0.00459912         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     7.11896e-08     2.83507e-05         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     3.10449e-11     1.03651e-08          5040.7         333.874           13275               0           1e-30               0           1e-30
