#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         318.032         73.9289        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         241.199         88.8627         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         182.939         106.819         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         138.783         128.434         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9          105.35         154.518         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         80.0841         186.161         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         61.0567         224.945         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         46.8171         273.368          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         36.2729          335.68         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9          28.591         419.346         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         23.1047         537.085         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         19.2128         707.838         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5         16.2746         950.282         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         13.5497         1253.93          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         10.3341         1515.06         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         6.45475         1449.02         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         2.79481         909.034         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5        0.653716         291.509         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7       0.0563882         32.6201         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9     0.000989239        0.702477         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1     1.38232e-06      0.00114018         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3     3.48708e-11     3.16126e-08         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     1.51007e-18     1.42374e-15         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     2.69984e-30     2.50498e-27         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     5.42796e-49     4.68963e-46         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     1.05739e-78     8.04957e-76         7202.96         761.265         16748.3               0           1e-30               0           1e-30
