#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         688.941         124.892        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         522.234         150.044        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         395.656         180.166         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         299.524         216.165         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         226.498          259.07         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         171.023         310.033         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         128.907         370.366         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         97.0005         441.701         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7          72.953         526.499          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         55.0224         629.352         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         41.8994         759.559         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         32.5146         934.184         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         25.7977         1174.72         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         20.4539         1476.13         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9           15.07         1674.54         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         9.01534         1459.49         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3          3.5671         796.107         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5        0.691044         201.186         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7       0.0416569         14.9698         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9     0.000387093        0.162473         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1     1.83892e-07     8.53031e-05         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     7.81061e-13     3.78898e-10         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     1.87979e-21     9.02367e-19         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     3.27401e-35      1.4716e-32         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     4.37861e-57     1.74374e-54         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     1.24818e-91     4.16735e-89          5040.7         333.874           13275               0           1e-30               0           1e-30
