#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          1400.7         511.991         1.24812        0.365526        0.325297               0           1e-30               0           1e-30
            8.3         977.238         566.133          1.7958         0.57932        0.515561               0           1e-30               0           1e-30
            8.5         681.484         625.711         2.58379         0.91816         0.81711               0           1e-30               0           1e-30
            8.7          474.89         691.053         3.71755         1.45519         1.29503               0           1e-30               0           1e-30
            8.9         330.542         762.335         5.34881         2.30631         2.05249               0           1e-30               0           1e-30
            9.1          229.65          839.43         7.69586         3.65526         3.25297               0           1e-30               0           1e-30
            9.3         159.092         921.652         11.0728          5.7932         5.15561               0           1e-30               0           1e-30
            9.5         109.712         1007.33         15.9315          9.1816          8.1711               0           1e-30               0           1e-30
            9.7         75.1192         1093.12         22.9223         14.5519         12.9503               0           1e-30               0           1e-30
            9.9         50.8624         1173.05         32.9805         23.0631         20.5249               1         302.389               1         302.389
           10.1         33.8469         1237.19         47.4523         36.5526         32.5297               0           1e-30               0           1e-30
           10.3         21.9329         1270.61         68.2743          57.932         51.5561               3         1261.48               3         1261.48
           10.5         13.6525         1253.52          98.233          91.816          81.711               4         1591.28               2         759.999
           10.7         8.00708         1165.18         141.337         145.519         129.503               4         1984.78               0           1e-30
           10.9         4.31129         994.319         203.356         230.631         205.249               7         2559.94               0           1e-30
           11.1         2.06524         754.899         292.589         365.526         325.297               6         2398.95               0           1e-30
           11.3        0.853898         491.469         420.976          575.56         515.561               7         3747.39               0           1e-30
           11.5        0.300562         259.641           605.7         863.853          817.11               1         689.133               0           1e-30
           11.7       0.0916071         112.387          871.48         1226.84         1295.03               0           1e-30               0           1e-30
           11.9       0.0247177         40.7517         1253.88         1648.69         2052.49               0           1e-30               0           1e-30
           12.1      0.00569584         11.9411         1804.09         2096.46         3252.97               0           1e-30               0           1e-30
           12.3      0.00100156         2.52645         2595.72         2522.53         5155.61               0           1e-30               0           1e-30
           12.5     0.000111893        0.321357         3734.71         2872.01          8171.1               0           1e-30               0           1e-30
           12.7     5.97962e-06       0.0185016          5373.5          3094.1         12950.3               0           1e-30               0           1e-30
           12.9     9.77844e-08     0.000308428         7731.39         3154.16         20524.9               0           1e-30               0           1e-30
           13.1     2.41457e-10     7.34639e-07         11123.9         3042.52         32529.7               0           1e-30               0           1e-30
