#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         307.537         40.3019        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         278.006         57.7407        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         251.159         82.6755        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         226.679         118.261        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         204.257          168.89         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         183.577         240.573         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         164.313         341.272         2.88381         2.07696         1.14313               1         43.4003               1         43.4003
            9.5         146.111         480.961         4.14922         3.29176         1.81174               2         48.9179               1         30.6263
            9.7         128.585         670.838         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         111.325         920.495         8.58947         8.26853         4.55088               8          269.84               3         142.024
           10.1         93.9351            1231         12.3585         13.1047         7.21265              22          638.49               0           1e-30
           10.3         76.1332         1581.26         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         57.9527          1905.6         25.5839          32.882         18.1174              30         1288.46               1         114.844
           10.7          40.033         2007.37           36.81         50.1429         28.7141              30         1483.11               0           1e-30
           10.9         23.8387         1724.81         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1           11.37         1123.24          76.202         98.7898         72.1265              11         655.553               0           1e-30
           11.3         3.96447         505.997         109.639         127.633         114.313               3         260.191               0           1e-30
           11.5        0.955915         149.154         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7        0.188083         33.9481         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9       0.0419676         8.29145         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1      0.00930541         1.90416         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3      0.00153899        0.308642         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     0.000145993        0.027152         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     5.47508e-06     0.000893536         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     4.55999e-08     6.17926e-06         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     3.42147e-11     3.64281e-09         2897.12         106.469         7212.65               0           1e-30               0           1e-30
