#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         296.858         86.3384         1.04066        0.290841        0.232645               0           1e-30               0           1e-30
            8.3         225.269         103.838          1.4973        0.460952        0.368718               0           1e-30               0           1e-30
            8.5         170.976         124.908         2.15431        0.730559        0.584379               0           1e-30               0           1e-30
            8.7         129.806         150.296         3.09962         1.15786        0.926178               0           1e-30               0           1e-30
            8.9         98.5908         180.922         4.45973         1.83508         1.46789               0           1e-30               0           1e-30
            9.1         74.9297         217.926         6.41665         2.90841         2.32645               0           1e-30               0           1e-30
            9.3          56.999         262.738         9.23227         4.60952         3.68718               0           1e-30               0           1e-30
            9.5         43.4137         317.163         13.2834         7.30559         5.84379               0           1e-30               0           1e-30
            9.7         33.1194         383.476         19.1121         11.5786         9.26178               0           1e-30               0           1e-30
            9.9         25.3095          464.45         27.4985         18.3508         14.6789               1         178.801               1         178.801
           10.1         19.3608          563.09         39.5648         29.0841         23.2645               0           1e-30               0           1e-30
           10.3         14.7837         681.455         56.9257         46.0952         36.8718               3         502.694               0           1e-30
           10.5         11.1865          817.24         81.9047         73.0559         58.4379               3         693.451               0           1e-30
           10.7         8.25708         956.052         117.844         115.786         92.6178               5          1516.9               0           1e-30
           10.9         5.77189         1059.19         169.554         183.508         146.789               5          1925.4               1         1170.55
           11.1           3.636         1054.64         243.954         290.056         232.645               1         463.548               0           1e-30
           11.3         1.91751         842.783         351.001          439.52         368.718               4         1385.67               0           1e-30
           11.5        0.773182         487.256          505.02         630.196         584.379               0           1e-30               0           1e-30
           11.7         0.22532         192.651         726.622         855.012         926.178               0           1e-30               0           1e-30
           11.9       0.0532942         58.4991         1045.46         1097.66         1467.89               0           1e-30               0           1e-30
           12.1       0.0129609         17.2823         1504.21         1333.42         2326.45               0           1e-30               0           1e-30
           12.3      0.00302875         4.64222         2164.26         1532.72         3687.18               0           1e-30               0           1e-30
           12.5     0.000535704        0.893065         3113.93         1667.09         5843.79               0           1e-30               0           1e-30
           12.7     5.45627e-05       0.0936162         4480.32         1715.75         9261.78               0           1e-30               0           1e-30
           12.9     2.14885e-06      0.00359053         6446.27         1670.91         14678.9               0           1e-30               0           1e-30
           13.1     1.77125e-08     2.72728e-05         9274.89         1539.74         23264.5               0           1e-30               0           1e-30
