#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         1371.11         876.744         1.41662         0.63944        0.738765               0           1e-30               0           1e-30
            8.3         818.406         829.409         2.03823         1.01344         1.17086               0           1e-30               0           1e-30
            8.5         488.432         784.519          2.9326          1.6062         1.85569               0           1e-30               0           1e-30
            8.7         291.435         741.895         4.21942         2.54566         2.94108               0           1e-30               0           1e-30
            8.9         173.831         701.339          6.0709          4.0346          4.6613               0           1e-30               0           1e-30
            9.1         103.627          662.63          8.7348          6.3944         7.38765               0           1e-30               0           1e-30
            9.3         61.7208         625.506         12.5676         10.1344         11.7086               0           1e-30               0           1e-30
            9.5         36.7101         589.638         18.0823          16.062         18.5569               0           1e-30               0           1e-30
            9.7         21.7862         554.602         26.0168         25.4566         29.4108               0           1e-30               0           1e-30
            9.9         12.8845         519.837         37.4329          40.346          46.613               0           1e-30               0           1e-30
           10.1         7.57835          484.59         53.8584          63.944         73.8765               0           1e-30               0           1e-30
           10.3         4.41934         447.875         77.4913         101.344         117.086               0           1e-30               0           1e-30
           10.5         2.54295         408.449         111.494          160.62         185.569               1         1458.67               1         1458.67
           10.7         1.43339         364.891         160.418         254.566         294.108               0           1e-30               0           1e-30
           10.9        0.782986         315.903         230.809          403.46          466.13               0           1e-30               0           1e-30
           11.1        0.408115         260.965         332.088          639.44         738.765               0           1e-30               0           1e-30
           11.3        0.198743         201.415         477.808         1013.44         1170.86               0           1e-30               0           1e-30
           11.5       0.0880894         141.489         687.469          1606.2         1855.69               1         921.254               0           1e-30
           11.7        0.034594         87.5479         989.129         2530.72         2941.08               1         702.773               0           1e-30
           11.9       0.0118338         45.0087         1423.16         3803.39          4661.3               0           1e-30               0           1e-30
           12.1       0.0035403         19.1486         2047.64         5408.74         7387.65               0           1e-30               0           1e-30
           12.3     0.000936973         6.81944         2946.14         7278.16         11708.6               0           1e-30               0           1e-30
           12.5     0.000213404         1.97765          4238.9         9267.17         18556.9               0           1e-30               0           1e-30
           12.7     3.81619e-05        0.426091         6098.92         11165.4         29410.8               0           1e-30               0           1e-30
           12.9     4.59091e-06       0.0584382         8775.12         12729.1           46613               0           1e-30               0           1e-30
           13.1       2.923e-07      0.00401377         12625.6         13731.7         73876.5               0           1e-30               0           1e-30
