#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         195.334         35.4104        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         174.506         50.1377        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         155.688          70.894         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         138.604          100.03         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9          122.98         140.666         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         108.545         196.772         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         95.0245         273.017         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5          82.156         374.105         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7          69.723         503.188          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         57.6386         659.276         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1          46.076         835.273         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         35.5679         1021.91         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         26.7978         1220.26         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         19.7589         1425.97         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         13.0733         1452.68         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         6.05043         979.504         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         1.31443         293.355         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5        0.076671         22.3215         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7     0.000527646        0.189615         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9     1.20422e-07     5.05442e-05         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1      1.2478e-13     5.78826e-11         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3      2.6599e-23     1.29033e-20         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     1.15611e-38     5.54977e-36         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     1.02717e-62     4.61691e-60         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9    9.27218e-101     3.69257e-98         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1    2.84923e-161    9.51286e-159          5040.7         333.874           13275               0           1e-30               0           1e-30
