#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         338.307         31.6307        0.174031       0.0934969       0.0382321               1         14.7975               1         14.7975
            8.3         299.928          44.444        0.250395        0.148183       0.0605938               1         7.73955               1         7.73955
            8.5         265.737         62.4092        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         235.209          87.549        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9          207.86         122.622        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1          183.23         171.315         1.07306        0.934969        0.382321               3         42.2242               3         42.2242
            9.3         160.878         238.394         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         140.367         329.657          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         121.259         451.347         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9          103.12         608.333          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         85.5547          799.91         6.61646         9.34969         3.82321              50         797.167               5         251.362
           10.3         68.2804         1006.88         9.51976         14.7463         6.05938              53         765.851               2         98.6351
           10.5         51.2861         1139.22          13.697          22.213         9.60348              47         788.324               0           1e-30
           10.7         35.0521         1109.81         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         20.7123         884.474         28.3548         42.7029         24.1228              20         835.357               2         293.207
           11.1           9.818         535.064         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         3.38285         222.633         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.782698         58.8608         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7        0.139917          11.377         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9       0.0292962         2.43721         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1      0.00650147        0.523623         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3      0.00110015       0.0811681         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5      0.00010928      0.00698869         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     4.45073e-06      0.00023346         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     4.26187e-08     1.73503e-06         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     4.00576e-11     1.19761e-09         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
