#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          19.029         5.53442         1.04066        0.290841        0.232645               0           1e-30               0           1e-30
            8.3         18.6648         8.60358          1.4973        0.460952        0.368718               0           1e-30               0           1e-30
            8.5         18.3187         13.3829         2.15431        0.730559        0.584379               0           1e-30               0           1e-30
            8.7          17.983         20.8218         3.09962         1.15786        0.926178               0           1e-30               0           1e-30
            8.9          17.649         32.3873         4.45973         1.83508         1.46789               0           1e-30               0           1e-30
            9.1         17.3058         50.3324         6.41665         2.90841         2.32645               0           1e-30               0           1e-30
            9.3         16.9389         78.0803         9.23227         4.60952         3.68718               0           1e-30               0           1e-30
            9.5         16.5277         120.745         13.2834         7.30559         5.84379               0           1e-30               0           1e-30
            9.7         16.0425         185.749         19.1121         11.5786         9.26178               0           1e-30               0           1e-30
            9.9         15.4409         283.353         27.4985         18.3508         14.6789               1         178.801               1         178.801
           10.1         14.6643         426.498         39.5648         29.0841         23.2645               0           1e-30               0           1e-30
           10.3         13.6369         628.596         56.9257         46.0952         36.8718               3         502.694               0           1e-30
           10.5         12.2724         896.573         81.9047         73.0559         58.4379               3         693.451               0           1e-30
           10.7         10.4984         1215.57         117.844         115.786         92.6178               5          1516.9               0           1e-30
           10.9         8.30948         1524.86         169.554         183.508         146.789               5          1925.4               1         1170.55
           11.1         5.84701         1695.96         243.954         290.056         232.645               1         463.548               0           1e-30
           11.3         3.45588         1518.93         351.001          439.52         368.718               4         1385.67               0           1e-30
           11.5         1.59513         1005.24          505.02         630.196         584.379               0           1e-30               0           1e-30
           11.7        0.538315         460.266         726.622         855.012         926.178               0           1e-30               0           1e-30
           11.9        0.137021         150.403         1045.46         1097.66         1467.89               0           1e-30               0           1e-30
           12.1       0.0326387         43.5209         1504.21         1333.42         2326.45               0           1e-30               0           1e-30
           12.3      0.00797716         12.2267         2164.26         1532.72         3687.18               0           1e-30               0           1e-30
           12.5       0.0016475         2.74652         3113.93         1667.09         5843.79               0           1e-30               0           1e-30
           12.7     0.000227672        0.390628         4480.32         1715.75         9261.78               0           1e-30               0           1e-30
           12.9     1.59323e-05       0.0266214         6446.27         1670.91         14678.9               0           1e-30               0           1e-30
           13.1     4.65142e-07       0.0007162         9274.89         1539.74         23264.5               0           1e-30               0           1e-30
