#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         1044.81         518.794         1.40977        0.496541        0.509802               0           1e-30               0           1e-30
            8.3         670.439         527.612         2.02837        0.786965        0.807981               0           1e-30               0           1e-30
            8.5         431.752         538.506         2.91842         1.24726         1.28056               0           1e-30               0           1e-30
            8.7         278.931         551.382         4.19902         1.97677         2.02956               0           1e-30               0           1e-30
            8.9         180.671         566.037         6.04154         3.13296         3.21663               0           1e-30               0           1e-30
            9.1         117.225         582.072         8.69256         4.96541         5.09802               0           1e-30               0           1e-30
            9.3         76.0847          598.76         12.5068         7.86965         8.07981               0           1e-30               0           1e-30
            9.5         49.2948         614.832         17.9948         12.4726         12.8056               0           1e-30               0           1e-30
            9.7          31.777         628.157         25.8909         19.7677         20.2956               0           1e-30               0           1e-30
            9.9         20.2778         635.297         37.2518         31.3296         32.1663               0           1e-30               0           1e-30
           10.1         12.7077         630.992         53.5979         49.6541         50.9802               0           1e-30               0           1e-30
           10.3         7.72418         607.866         77.1165         78.6965         80.7981               1         698.494               1         698.494
           10.5         4.46664         557.104         110.955         124.726         128.056               0           1e-30               0           1e-30
           10.7         2.38556         471.569         159.642         197.677         202.956               0           1e-30               0           1e-30
           10.9         1.12604         352.783         229.693         313.296         321.663               1         920.514               0           1e-30
           11.1        0.442169         219.555         330.482         496.541         509.802               1          570.53               0           1e-30
           11.3        0.135396         106.552         475.497         786.965         807.981               2         3051.23               1         1812.36
           11.5       0.0320737         39.8475         684.144         1242.37         1280.56               3         2156.02               0           1e-30
           11.7       0.0065871         12.3567         984.345         1875.89         2029.56               2         1617.76               0           1e-30
           11.9      0.00111543         2.98957         1416.27         2680.19         3216.63               0           1e-30               0           1e-30
           12.1     0.000103996        0.376823         2037.73         3623.44         5098.02               0           1e-30               0           1e-30
           12.3     3.31037e-06       0.0153446         2931.89          4635.3         8079.81               0           1e-30               0           1e-30
           12.5     1.89739e-08     0.000106461          4218.4         5610.93         12805.6               0           1e-30               0           1e-30
           12.7     7.18268e-12     4.61613e-08         6069.42         6426.75         20295.6               0           1e-30               0           1e-30
           12.9      3.6644e-17     2.55241e-13         8732.68         6965.43         32166.3               0           1e-30               0           1e-30
           13.1     2.02916e-25     1.44951e-21         12564.6         7143.39         50980.2               0           1e-30               0           1e-30
