#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         161.254         29.2324        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         149.619         42.9874        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         138.748         63.1801         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         128.555         92.7776         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         118.947         136.053         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         109.817         199.079         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         101.039         290.296         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         92.4554         421.004         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         83.8752         605.323          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         75.0659         858.611         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         65.7664         1192.22         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         55.7332         1601.28         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5          44.849         2042.24         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         33.3182         2404.52         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         21.9048         2434.02         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         11.9881         1940.75         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         5.03797         1124.38         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5         1.50747         438.875         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7        0.335146         120.438         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9       0.0734266          30.819         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1       0.0172885          8.0197         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3      0.00339721         1.64801         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     0.000433977        0.208325         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     2.63685e-05       0.0118521         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     4.73132e-07     0.000188421         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     1.18884e-09     3.96922e-07          5040.7         333.874           13275               0           1e-30               0           1e-30
