#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         4.52686          1.0523        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         4.80328         1.76962         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         5.20155         3.03722         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         5.74454         5.31616         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9          6.4587         9.47302         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         7.37284         17.1387         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         8.51474           31.37         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         9.90362         57.8279          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         11.5349         106.747         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9          13.352         195.834         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         15.1993         353.319         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         16.7567         617.351         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5          17.482         1020.78         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         16.6536         1541.18          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         13.6992         2008.42         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         8.91201         2000.64         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         3.99095         1298.09         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5        0.987745         440.461         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7       0.0954427         55.2127         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9      0.00207706         1.47496         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1     4.26629e-06      0.00351897         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3     2.10809e-10     1.91112e-07         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     3.14303e-17     2.96335e-14         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     1.04881e-27     9.73113e-25         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     1.61798e-43      1.3979e-40         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     2.24568e-68     1.70956e-65         7202.96         761.265         16748.3               0           1e-30               0           1e-30
