#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         216.165         28.3279        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         193.245         40.1362        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         172.572         56.8066        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         153.827         80.2528        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         136.696         113.027         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         120.867         158.393         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         106.026         220.212         2.88381         2.07696         1.14313               1         43.4003               1         43.4003
            9.5         91.8703         302.415         4.14922         3.29176         1.81174               2         48.9179               1         30.6263
            9.7         78.1448         407.688         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         64.7377         535.286         8.58947         8.26853         4.55088               8          269.84               3         142.024
           10.1          51.834         679.271         12.3585         13.1047         7.21265              22          638.49               0           1e-30
           10.3          40.051         831.842         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         30.2393         994.328         25.5839          32.882         18.1174              30         1288.46               1         114.844
           10.7         22.5223         1129.33           36.81         50.1429         28.7141              30         1483.11               0           1e-30
           10.9         15.3327         1109.38         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1          7.5104         741.951          76.202         98.7898         72.1265              11         655.553               0           1e-30
           11.3         1.80542         230.431         109.639         127.633         114.313               3         260.191               0           1e-30
           11.5        0.125834         19.6342         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7      0.00117116        0.211388         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9     4.31429e-07     8.52366e-05         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1     9.13962e-13     1.87023e-10         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3      5.3108e-22     1.06507e-19         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     6.93618e-37        1.29e-34         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     1.01104e-60     1.65002e-58         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     9.54774e-99     1.29382e-96         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1    2.93583e-159    3.12575e-157         2897.12         106.469         7212.65               0           1e-30               0           1e-30
