#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         417.705         207.408         1.40977        0.496541        0.509802               0           1e-30               0           1e-30
            8.3         312.146         245.648         2.02837        0.786965        0.807981               0           1e-30               0           1e-30
            8.5         233.102         290.738         2.91842         1.24726         1.28056               0           1e-30               0           1e-30
            8.7         173.885         343.729         4.19902         1.97677         2.02956               0           1e-30               0           1e-30
            8.9         129.487          405.68         6.04154         3.13296         3.21663               0           1e-30               0           1e-30
            9.1         96.1642         477.495         8.69256         4.96541         5.09802               0           1e-30               0           1e-30
            9.3         71.1116         559.623         12.5068         7.86965         8.07981               0           1e-30               0           1e-30
            9.5         52.2337         651.487         17.9948         12.4726         12.8056               0           1e-30               0           1e-30
            9.7         37.9673         750.525         25.8909         19.7677         20.2956               0           1e-30               0           1e-30
            9.9         27.1533         850.702         37.2518         31.3296         32.1663               0           1e-30               0           1e-30
           10.1         18.9426         940.581         53.5979         49.6541         50.9802               0           1e-30               0           1e-30
           10.3         12.7282         1001.67         77.1165         78.6965         80.7981               1         698.494               1         698.494
           10.5         8.09093         1009.15         110.955         124.726         128.056               0           1e-30               0           1e-30
           10.7         4.74864         938.695         159.642         197.677         202.956               0           1e-30               0           1e-30
           10.9         2.49637         782.105         229.693         313.296         321.663               1         920.514               0           1e-30
           11.1         1.13822         565.174         330.482         496.541         509.802               1          570.53               0           1e-30
           11.3        0.440044           346.3         475.497         786.965         807.981               2         3051.23               1         1812.36
           11.5        0.144909         180.031         684.144         1242.37         1280.56               3         2156.02               0           1e-30
           11.7       0.0418702          78.544         984.345         1875.89         2029.56               2         1617.76               0           1e-30
           11.9        0.010621         28.4662         1416.27         2680.19         3216.63               0           1e-30               0           1e-30
           12.1      0.00219012         7.93579         2037.73         3623.44         5098.02               0           1e-30               0           1e-30
           12.3     0.000316855         1.46872         2931.89          4635.3         8079.81               0           1e-30               0           1e-30
           12.5     2.56364e-05        0.143844          4218.4         5610.93         12805.6               0           1e-30               0           1e-30
           12.7     8.10787e-07      0.00521072         6069.42         6426.75         20295.6               0           1e-30               0           1e-30
           12.9     5.64552e-09     3.93235e-05         8732.68         6965.43         32166.3               0           1e-30               0           1e-30
           13.1     3.47961e-12     2.48562e-08         12564.6         7143.39         50980.2               0           1e-30               0           1e-30
