#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         238.407         22.2903        0.174031       0.0934969       0.0382321               1         14.0478               1         14.0478
            8.3         211.365         31.3206        0.250395        0.148183       0.0605938               1         7.73956               1         7.73956
            8.5         187.275         43.9822        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         165.769          61.702        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         146.504         86.4263        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         129.158         120.759         1.07306        0.934969        0.382321               3         38.6409               3         38.6409
            9.3         113.421          168.07         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         98.9833         232.466          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         85.5354         318.378         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         72.7673         429.273          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         60.3888         564.617         6.61646         9.34969         3.82321              50         796.016               5         251.361
           10.3         48.1842         710.537         9.51976         14.7463         6.05938              53         765.705               2          98.635
           10.5         36.1236         802.413          13.697          22.213         9.60348              47          788.71               0           1e-30
           10.7         24.5349         776.814         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         14.2494         608.491         28.3548         42.7029         24.1228              20         835.356               2         293.207
           11.1         6.45748         351.921         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         1.97501          129.98         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.323934         24.3606         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7       0.0197924         1.60937         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9     0.000252927       0.0210416         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1      2.7087e-07     2.18156e-05         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3     5.70794e-12     4.21125e-10         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     2.38157e-19     1.52307e-17         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     5.16472e-31     2.70912e-29         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9      1.8149e-49     7.38854e-48         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     1.10121e-78     3.29231e-77         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
