#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         69.2979         4.51533       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         57.4633         5.93417         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5          47.615         7.79315         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         39.4102          10.223        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         32.5639         13.3877        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         26.8397         17.4883        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         22.0426         22.7632        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         18.0148         29.4848         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         14.6323         37.9561         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         11.8037         48.5276         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1          9.4654         60.7815         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         7.56628         71.9572         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         6.03065         80.3739         7.13199         13.3276         4.87071              11         102.083               0           1e-30
           10.7          4.7039         83.1321         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         3.35806         74.4661         14.7642         22.1753         12.2347               4         86.6648               0           1e-30
           11.1         1.90408         50.1319         21.2427         26.3287         19.3906               2         28.1825               0           1e-30
           11.3        0.680103          20.117          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5        0.108184         3.40183         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7      0.00455003         0.14392         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9     2.26607e-05     0.000682245         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     3.81316e-09     1.03398e-07         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     3.05888e-15     7.06884e-14         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     5.74466e-25     1.07056e-23         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     2.64751e-40     3.76481e-39         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     1.94816e-64     2.00027e-63          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     1.0998e-102    7.71504e-102         807.627         7.01492         1939.06               0           1e-30               0           1e-30
