#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         329.936          30.848        0.174031       0.0934969       0.0382321               1         14.0478               1         14.0478
            8.3         285.436         42.2967        0.250395        0.148183       0.0605938               1         7.73956               1         7.73956
            8.5         246.601          57.915        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         212.585         79.1279        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         182.631         107.739        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         156.054         145.906         1.07306        0.934969        0.382321               3         38.6409               3         38.6409
            9.3          132.24         195.957         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         110.664         259.899          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         90.9476         338.523         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         72.9642         430.434          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         56.9779         532.725         6.61646         9.34969         3.82321              50         796.016               5         251.361
           10.3         43.6376         643.493         9.51976         14.7463         6.05938              53         765.705               2          98.635
           10.5          33.427         742.514          13.697          22.213         9.60348              47          788.71               0           1e-30
           10.7         25.3789         803.536         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         16.8308         718.725         28.3548         42.7029         24.1228              20         835.356               2         293.207
           11.1         7.40363         403.484         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         1.45635         95.8461         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5       0.0745688         5.60776         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7     0.000447998       0.0364279         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9     9.12591e-08     7.59203e-06         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1     8.59257e-14     6.92039e-12         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3     1.53787e-23     1.13463e-21         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     3.36809e-39     2.15398e-37         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     3.11723e-64     1.63512e-62         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9    4.00825e-104    1.63178e-102         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1    1.46233e-167    4.37197e-166         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
