#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         744.384         216.497         1.04066        0.290841        0.232645               0           1e-30               0           1e-30
            8.3         580.942         267.786          1.4973        0.460952        0.368718               0           1e-30               0           1e-30
            8.5         453.069         330.994         2.15431        0.730559        0.584379               0           1e-30               0           1e-30
            8.7         352.791         408.482         3.09962         1.15786        0.926178               0           1e-30               0           1e-30
            8.9         273.919         502.663         4.45973         1.83508         1.46789               0           1e-30               0           1e-30
            9.1         211.643         615.545         6.41665         2.90841         2.32645               0           1e-30               0           1e-30
            9.3         162.231         747.805         9.23227         4.60952         3.68718               0           1e-30               0           1e-30
            9.5         122.802         897.145         13.2834         7.30559         5.84379               0           1e-30               0           1e-30
            9.7         91.1911         1055.86         19.1121         11.5786         9.26178               0           1e-30               0           1e-30
            9.9          65.856         1208.51         27.4985         18.3508         14.6789               1         178.801               1         178.801
           10.1           45.84         1333.21         39.5648         29.0841         23.2645               0           1e-30               0           1e-30
           10.3         30.6762         1414.03         56.9257         46.0952         36.8718               3         488.588               0           1e-30
           10.5          20.066         1465.94         81.9047         73.0559         58.4379               3         693.451               0           1e-30
           10.7         13.2113         1529.68         117.844         115.786         92.6178               5          1516.9               0           1e-30
           10.9         8.41604         1544.41         169.554         183.508         146.789               5          1925.4               1         1170.55
           11.1         4.31407         1251.32         243.954         290.056         232.645               1         463.548               0           1e-30
           11.3         1.43817         632.105         351.001          439.52         368.718               4         1385.67               0           1e-30
           11.5         0.33021         208.097          505.02         630.196         584.379               0           1e-30               0           1e-30
           11.7       0.0796513         68.1028         726.622         855.012         926.178               0           1e-30               0           1e-30
           11.9        0.020537         22.5427         1045.46         1097.66         1467.89               0           1e-30               0           1e-30
           12.1      0.00420554         5.60773         1504.21         1333.42         2326.45               0           1e-30               0           1e-30
           12.3     0.000475135        0.728248         2164.26         1532.72         3687.18               0           1e-30               0           1e-30
           12.5     1.76394e-05       0.0294064         3113.93         1667.09         5843.79               0           1e-30               0           1e-30
           12.7     1.46494e-07     0.000251347         4480.32         1715.75         9261.78               0           1e-30               0           1e-30
           12.9     1.10707e-09      1.8498e-06         6446.27         1670.91         14678.9               0           1e-30               0           1e-30
           13.1     2.69377e-12     4.14771e-09         9274.89         1539.74         23264.5               0           1e-30               0           1e-30
