#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         28445.1         14124.1         1.40977        0.496541        0.509802               0           1e-30               0           1e-30
            8.3         21491.4           16913         2.02837        0.786965        0.807981               0           1e-30               0           1e-30
            8.5         16230.5         20243.6         2.91842         1.24726         1.28056               0           1e-30               0           1e-30
            8.7         12240.5         24196.7         4.19902         1.97677         2.02956               0           1e-30               0           1e-30
            8.9         9205.01           28839         6.04154         3.13296         3.21663               0           1e-30               0           1e-30
            9.1         6886.22         34192.9         8.69256         4.96541         5.09802               0           1e-30               0           1e-30
            9.3         5105.67         40179.8         12.5068         7.86965         8.07981               0           1e-30               0           1e-30
            9.5          3729.8         46520.1         17.9948         12.4726         12.8056               0           1e-30               0           1e-30
            9.7         2659.91         52580.3         25.8909         19.7677         20.2956               0           1e-30               0           1e-30
            9.9         1825.41         57189.4         37.2518         31.3296         32.1663               0           1e-30               0           1e-30
           10.1          1179.3         58557.1         53.5979         49.6541         50.9802               0           1e-30               0           1e-30
           10.3         694.337         54641.9         77.1165         78.6965         80.7981               1         698.494               1         698.494
           10.5          356.35         44445.9         110.955         124.726         128.056               0           1e-30               0           1e-30
           10.7         151.585         29964.9         159.642         197.677         202.956               0           1e-30               0           1e-30
           10.9         51.9139         16264.4         229.693         313.296         321.663               1         920.514               0           1e-30
           11.1         14.6099         7254.44         330.482         496.541         509.802               1          570.53               0           1e-30
           11.3         3.21331         2528.76         475.497         786.965         807.981               2         3051.22               1         1812.36
           11.5        0.410721         510.268         684.144         1242.37         1280.56               3         2156.03               0           1e-30
           11.7         0.01952         36.6175         984.345         1875.89         2029.56               2         1617.76               0           1e-30
           11.9      0.00018875        0.505884         1416.27         2680.19         3216.63               0           1e-30               0           1e-30
           12.1     1.46169e-07     0.000529637         2037.73         3623.44         5098.02               0           1e-30               0           1e-30
           12.3     2.07058e-12     9.59776e-09         2931.89          4635.3         8079.81               0           1e-30               0           1e-30
           12.5     5.16658e-20     2.89893e-16          4218.4         5610.93         12805.6               0           1e-30               0           1e-30
           12.7     5.56315e-32      3.5753e-28         6069.42         6426.75         20295.6               0           1e-30               0           1e-30
           12.9     7.23421e-51     5.03894e-47         8732.68         6965.43         32166.3               0           1e-30               0           1e-30
           13.1     1.02116e-80     7.29457e-77         12564.6         7143.39         50980.2               0           1e-30               0           1e-30
