#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         5049.17         3228.64         1.41662         0.63944        0.738765               0           1e-30               0           1e-30
            8.3         3799.34         3850.42         2.03823         1.01344         1.17086               0           1e-30               0           1e-30
            8.5         2856.08         4587.45          2.9326          1.6062         1.85569               0           1e-30               0           1e-30
            8.7         2143.39         5456.33         4.21942         2.54566         2.94108               0           1e-30               0           1e-30
            8.9         1604.01         6471.53          6.0709          4.0346          4.6613               0           1e-30               0           1e-30
            9.1         1194.83         7640.24          8.7348          6.3944         7.38765               0           1e-30               0           1e-30
            9.3         883.406         8952.83         12.5676         10.1344         11.7086               0           1e-30               0           1e-30
            9.5         645.363         10365.8         18.0823          16.062         18.5569               0           1e-30               0           1e-30
            9.7         462.539         11774.7         26.0168         25.4566         29.4108               0           1e-30               0           1e-30
            9.9         321.636         12976.7         37.4329          40.346          46.613               0           1e-30               0           1e-30
           10.1         213.299         13639.2         53.8584          63.944         73.8765               0           1e-30               0           1e-30
           10.3         131.428         13319.5         77.4913         101.344         117.086               0           1e-30               0           1e-30
           10.5         72.3776         11625.3         111.494          160.62         185.569               1         1315.11               1         1315.11
           10.7         33.6678         8570.67         160.418         254.566         294.108               0           1e-30               0           1e-30
           10.9         12.1819          4914.9         230.809          403.46          466.13               0           1e-30               0           1e-30
           11.1          3.0162         1928.68         332.088          639.44         738.765               0           1e-30               0           1e-30
           11.3        0.411266         416.795         477.808         1013.44         1170.86               0           1e-30               0           1e-30
           11.5       0.0213682         34.3216         687.469          1606.2         1855.69               1         921.254               0           1e-30
           11.7     0.000235301        0.595483         989.129         2530.72         2941.08               1         702.773               0           1e-30
           11.9     2.19897e-07     0.000836353         1423.16         3803.39          4661.3               0           1e-30               0           1e-30
           12.1     4.11755e-12     2.22708e-08         2047.64         5408.74         7387.65               0           1e-30               0           1e-30
           12.3     1.56901e-19     1.14195e-15         2946.14         7278.16         11708.6               0           1e-30               0           1e-30
           12.5     3.24325e-31     3.00557e-27          4238.9         9267.17         18556.9               0           1e-30               0           1e-30
           12.7     1.16348e-49     1.29907e-45         6098.92         11165.4         29410.8               0           1e-30               0           1e-30
           12.9      8.0492e-79     1.02459e-74         8775.12         12729.1           46613               0           1e-30               0           1e-30
           13.1      5.807e-125    7.97399e-121         12625.6         13731.7         73876.5               0           1e-30               0           1e-30
