#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         105.912         19.1998        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         98.2731          28.235        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         91.1376         41.5003         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         84.4497         60.9469         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         78.1486         89.3872         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         72.1654         130.823         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         66.4177         190.826         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5         60.8045         276.879         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         55.1995         398.372          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9         49.4476         565.587         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1          43.369         786.201         21.5026         18.1282          13.275               9          975.55               5         782.743
           10.3         36.7851         1056.88         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         29.5881         1347.32         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         21.8796         1579.02         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         14.1608         1573.52         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         7.42055         1201.31         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         2.78288         621.084         190.762          223.18         210.395               9         1634.52               0           1e-30
           11.5        0.614281         178.838         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7        0.058552         21.0412         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9      0.00147512        0.619145         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1      4.5106e-06      0.00209236         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3     4.87433e-10     2.36457e-07         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     2.63362e-16     1.26423e-13         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     3.20766e-26     1.44178e-23         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9      6.4818e-42     2.58132e-39         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     9.04312e-67     3.01926e-64          5040.7         333.874           13275               0           1e-30               0           1e-30
