#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         726.894         168.972        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         551.285         203.104         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         418.125         244.146         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         317.202         293.548         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         240.788         353.165         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1          183.04          425.49         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         139.551         514.134         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         107.005          624.81          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         82.9052         767.229         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         65.3476         958.458         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1          52.808         1227.56         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         43.9127         1617.83         44.2091          36.842         26.5442               4          654.99               2         475.221
           10.5         37.1971         2171.96         63.6079         58.3906         42.0698              17         2487.71               1         411.156
           10.7         30.9692         2865.98          91.519         92.5429         66.6761              14         2489.67               1         469.132
           10.9         23.6195         3462.83         131.677         146.609         105.674              14         2509.57               1         464.786
           11.1          14.753         3311.87         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         6.38781         2077.69         272.591         325.258         265.442               7         1673.58               0           1e-30
           11.5         1.49413         666.272         392.203         445.926         420.698               3          904.49               0           1e-30
           11.7        0.128881         74.5564         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9        0.002261         1.60558         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1     3.15944e-06        0.002606         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3     7.97006e-11     7.22538e-08         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     3.45142e-18      3.2541e-15         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     6.17075e-30     5.72539e-27         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     1.24061e-48     1.07186e-45         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     2.41678e-78     1.83981e-75         7202.96         761.265         16748.3               0           1e-30               0           1e-30
