#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         69.6033         4.53523       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         57.7163         5.96029         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         47.8243         7.82741         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         39.5833         10.2679        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         32.7069         13.4465        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1          26.958         17.5653        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         22.1409         22.8646        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         18.0973         29.6199         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         14.7031         38.1397         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         11.8657         48.7823         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         9.51944         61.1285         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3          7.6094         72.3672         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         6.05593         80.7109         7.13199         13.3276         4.87071              11         102.083               0           1e-30
           10.7         4.70782         83.2013         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         3.35674         74.4368         14.7642         22.1753         12.2347               4         86.6648               0           1e-30
           11.1         1.93386          50.916         21.2427         26.3287         19.3906               2         28.1825               0           1e-30
           11.3        0.745995          22.066          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5        0.159848         5.02636         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7       0.0229359        0.725477         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9      0.00478195         0.14397         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1       0.0011342       0.0307549         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     0.000196469      0.00454024         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     1.75146e-05     0.000326396         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     4.82326e-07     6.85874e-06         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     1.87816e-09     1.92839e-08          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     3.09506e-13     2.17116e-12         807.627         7.01492         1939.06               0           1e-30               0           1e-30
