#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1          208.88         27.3732        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         188.823         39.2177        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         170.588         56.1535        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         153.961          80.323        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         138.732         114.711         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         124.686         163.398         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         111.602         231.793         2.88381         2.07696         1.14313               1         43.4002               1         43.4002
            9.5         99.2388         326.671         4.14922         3.29176         1.81174               2         47.7666               1         30.6264
            9.7         87.3352         455.636         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         75.6125         625.204         8.58947         8.26853         4.55088               8         268.446               3         142.024
           10.1         63.8011         836.096         12.3585         13.1047         7.21265              22         636.921               0           1e-30
           10.3         51.7099         1073.99         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         39.3617         1294.29         25.5839          32.882         18.1174              30         1282.93               1         114.844
           10.7         27.1905         1363.41           36.81         50.1429         28.7141              30         1469.91               0           1e-30
           10.9         16.1913          1171.5         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         7.72252         762.906          76.202         98.7898         72.1265              11         653.064               0           1e-30
           11.3         2.69268         343.675         109.639         127.633         114.313               3         260.192               0           1e-30
           11.5        0.649261         101.306         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7        0.127747         23.0577         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9       0.0285045         5.63159         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1      0.00632027         1.29331         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3      0.00104529        0.209631         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5     9.91589e-05       0.0184417         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7      3.7187e-06     0.000606893         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     3.09716e-08     4.19698e-06         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     2.32387e-11     2.47421e-09         2897.12         106.469         7212.65               0           1e-30               0           1e-30
