#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         8333.28         4137.82         1.40977        0.496541        0.509802               0           1e-30               0           1e-30
            8.3         5332.31         4196.34         2.02837        0.786965        0.807981               0           1e-30               0           1e-30
            8.5         3424.67         4271.43         2.91842         1.24726         1.28056               0           1e-30               0           1e-30
            8.7         2206.89         4362.51         4.19902         1.97677         2.02956               0           1e-30               0           1e-30
            8.9          1426.2         4468.24         6.04154         3.13296         3.21663               0           1e-30               0           1e-30
            9.1         923.582         4585.97         8.69256         4.96541         5.09802               0           1e-30               0           1e-30
            9.3         598.608         4710.84         12.5068         7.86965         8.07981               0           1e-30               0           1e-30
            9.5         387.602         4834.39         17.9948         12.4726         12.8056               0           1e-30               0           1e-30
            9.7         250.029         4942.49         25.8909         19.7677         20.2956               0           1e-30               0           1e-30
            9.9         159.994         5012.56         37.2518         31.3296         32.1663               0           1e-30               0           1e-30
           10.1         100.911         5010.63         53.5979         49.6541         50.9802               0           1e-30               0           1e-30
           10.3         62.1379         4890.03         77.1165         78.6965         80.7981               1         698.494               1         698.494
           10.5         36.8482         4595.91         110.955         124.726         128.056               0           1e-30               0           1e-30
           10.7         20.6522         4082.46         159.642         197.677         202.956               0           1e-30               0           1e-30
           10.9         10.6836         3347.13         229.693         313.296         321.663               1         920.514               0           1e-30
           11.1         4.97294         2469.27         330.482         496.541         509.802               1          570.53               0           1e-30
           11.3         2.04448         1608.94         475.497         786.965         807.981               2         3051.22               1         1812.36
           11.5        0.742371         922.301         684.144         1242.37         1280.56               3         2156.03               0           1e-30
           11.7        0.241674         453.354         984.345         1875.89         2029.56               2         1617.76               0           1e-30
           11.9       0.0704913          188.93         1416.27         2680.19         3216.63               0           1e-30               0           1e-30
           12.1       0.0179322         64.9763         2037.73         3623.44         5098.02               0           1e-30               0           1e-30
           12.3      0.00389135         18.0376         2931.89          4635.3         8079.81               0           1e-30               0           1e-30
           12.5     0.000723027         4.05685          4218.4         5610.93         12805.6               0           1e-30               0           1e-30
           12.7     0.000114107        0.733334         6069.42         6426.75         20295.6               0           1e-30               0           1e-30
           12.9     1.32634e-05       0.0923853         8732.68         6965.43         32166.3               0           1e-30               0           1e-30
           13.1      8.4187e-07      0.00601381         12564.6         7143.39         50980.2               0           1e-30               0           1e-30
