#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         7.88492         1.83291        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         8.36639         3.08234         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         9.06009         5.29024         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         10.0059         9.25973         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         11.2498         16.5002         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         12.8421         29.8523         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3          14.831         54.6405         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         17.2502         100.725          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         20.0915         185.933         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         23.2566         341.105         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         26.4742         615.413         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3          29.187         1075.31         44.2091          36.842         26.5442               4          654.99               2         475.221
           10.5         30.4502         1778.01         63.6079         58.3906         42.0698              17         2487.71               1         411.156
           10.7         29.0074         2684.43          91.519         92.5429         66.6761              14         2489.67               1         469.132
           10.9         23.8613         3498.28         131.677         146.609         105.674              14         2509.57               1         464.786
           11.1          15.523         3484.73         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         6.95147         2261.02         272.591         325.258         265.442               7         1673.58               0           1e-30
           11.5         1.72046         767.198         392.203         445.926         420.698               3          904.49               0           1e-30
           11.7        0.166243         96.1699         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9      0.00361784         2.56909         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1     7.43106e-06      0.00612937         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3     3.67188e-10      3.3288e-07         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     5.47456e-17     5.16158e-14         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     1.82682e-27     1.69497e-24         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     2.81821e-43     2.43487e-40         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     3.91155e-68     2.97772e-65         7202.96         761.265         16748.3               0           1e-30               0           1e-30
