#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         457.227         42.7493        0.174031       0.0934969       0.0382321               1         14.0478               1         14.0478
            8.3         369.262         54.7182        0.250395        0.148183       0.0605938               1         7.73956               1         7.73956
            8.5          298.24         70.0428        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         240.851         89.6489        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         194.425         114.697        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         156.817         146.619         1.07306        0.934969        0.382321               3         38.6409               3         38.6409
            9.3         126.296         187.148         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         101.474         238.315          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         81.2405         302.391         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         64.7134         381.761          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         51.1869         478.582         6.61646         9.34969         3.82321              50         796.016               5         251.361
           10.3         40.0665         590.832         9.51976         14.7463         6.05938              53         765.705               2          98.635
           10.5         30.7751         683.607          13.697          22.213         9.60348              47          788.71               0           1e-30
           10.7         22.6691         717.739         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         15.1528         647.067         28.3548         42.7029         24.1228              20         835.356               2         293.207
           11.1         8.23698         448.901         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         3.03756         199.909         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.587481           44.18         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7       0.0438759         3.56766         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9     0.000910007       0.0757054         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1     2.69179e-06     0.000216795         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3      2.8513e-10     2.10366e-08         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     1.35504e-16     8.66582e-15         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     1.20103e-26     6.29993e-25         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     1.30083e-42     5.29575e-41         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     5.96876e-68      1.7845e-66         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
