#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         7.93777         1.84519        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         8.42898          3.1054         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         9.13422         5.33353         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         10.0931         9.34046         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         11.3509         16.6484         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         12.9555          30.116         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         14.9509         55.0819         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         17.3617         101.376          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         20.1652         186.614         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9           23.24         340.863         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         26.2895         611.119         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         28.7452         1059.03         44.2091          36.842         26.5442               4          654.99               2         475.221
           10.5         29.7091         1734.73         63.6079         58.3906         42.0698              17         2487.71               1         411.156
           10.7          28.084         2598.98          91.519         92.5429         66.6761              14         2489.67               1         469.132
           10.9         23.1311         3391.22         131.677         146.609         105.674              14         2509.57               1         464.786
           11.1         15.4801         3475.11         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         7.67331         2495.81         272.591         325.258         265.442               7         1673.58               0           1e-30
           11.5         2.57426         1147.93         392.203         445.926         420.698               3          904.49               0           1e-30
           11.7        0.606452         350.827         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9        0.138106         98.0719         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1       0.0344372         28.4049         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3      0.00722379         6.54884         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     0.000964627        0.909479         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     5.73447e-05        0.053206         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     8.82725e-07     0.000762653         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     1.51898e-09     1.15635e-06         7202.96         761.265         16748.3               0           1e-30               0           1e-30
