#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         460.693         43.0733        0.174031       0.0934969       0.0382321               1         14.0478               1         14.0478
            8.3          372.05         55.1314        0.250395        0.148183       0.0605938               1         7.73956               1         7.73956
            8.5         300.484         70.5696        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         242.655         90.3205        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         195.876         115.553        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         157.984          147.71         1.07306        0.934969        0.382321               3         38.6409               3         38.6409
            9.3         127.234         188.539         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         102.229         240.089          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7           81.85          304.66         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         65.2048          384.66          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         51.5776         482.235         6.61646         9.34969         3.82321              50         796.016               5         251.361
           10.3         40.3621          595.19         9.51976         14.7463         6.05938              53         765.705               2          98.635
           10.5         30.9757         688.065          13.697          22.213         9.60348              47          788.71               0           1e-30
           10.7         22.7968         721.781         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         15.2911         652.975         28.3548         42.7029         24.1228              20         835.356               2         293.207
           11.1         8.50423         463.466         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         3.41285         224.607         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.867382         65.2293         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7        0.153968         12.5196         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9       0.0309477          2.5746         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1      0.00721103         0.58077         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3      0.00134803       0.0994561         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5     0.000151815      0.00970891         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     7.60457e-06     0.000398893         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     1.17836e-07     4.79718e-06         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     2.88386e-10     8.62195e-09         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
