#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         7145.61         3548.09         1.40977        0.496541        0.509802               0           1e-30               0           1e-30
            8.3         4585.21          3608.4         2.02837        0.786965        0.807981               0           1e-30               0           1e-30
            8.5          2952.8          3682.9         2.91842         1.24726         1.28056               0           1e-30               0           1e-30
            8.7         1907.64         3770.97         4.19902         1.97677         2.02956               0           1e-30               0           1e-30
            8.9         1235.63         3871.19         6.04154         3.13296         3.21663               0           1e-30               0           1e-30
            9.1         801.718         3980.86         8.69256         4.96541         5.09802               0           1e-30               0           1e-30
            9.3         520.352         4094.99         12.5068         7.86965         8.07981               0           1e-30               0           1e-30
            9.5         337.133         4204.91         17.9948         12.4726         12.8056               0           1e-30               0           1e-30
            9.7         217.327         4296.04         25.8909         19.7677         20.2956               0           1e-30               0           1e-30
            9.9         138.682         4344.87         37.2518         31.3296         32.1663               0           1e-30               0           1e-30
           10.1         86.9097         4315.43         53.5979         49.6541         50.9802               0           1e-30               0           1e-30
           10.3         52.8266         4157.27         77.1165         78.6965         80.7981               1         698.494               1         698.494
           10.5         30.5479          3810.1         110.955         124.726         128.056               0           1e-30               0           1e-30
           10.7         16.3151         3225.11         159.642         197.677         202.956               0           1e-30               0           1e-30
           10.9          7.7011         2412.73         229.693         313.296         321.663               1         920.514               0           1e-30
           11.1         3.02405         1501.56         330.482         496.541         509.802               1          570.53               0           1e-30
           11.3         0.92599         728.722         475.497         786.965         807.981               2         3051.22               1         1812.36
           11.5        0.219356         272.522         684.144         1242.37         1280.56               3         2156.03               0           1e-30
           11.7         0.04505          84.509         984.345         1875.89         2029.56               2         1617.76               0           1e-30
           11.9      0.00762859          20.446         1416.27         2680.19         3216.63               0           1e-30               0           1e-30
           12.1      0.00071124         2.57714         2037.73         3623.44         5098.02               0           1e-30               0           1e-30
           12.3       2.264e-05        0.104943         2931.89          4635.3         8079.81               0           1e-30               0           1e-30
           12.5     1.29765e-07     0.000728101          4218.4         5610.93         12805.6               0           1e-30               0           1e-30
           12.7     4.91232e-11     3.15702e-07         6069.42         6426.75         20295.6               0           1e-30               0           1e-30
           12.9     2.50613e-16     1.74563e-12         8732.68         6965.43         32166.3               0           1e-30               0           1e-30
           13.1     1.38776e-24     9.91334e-21         12564.6         7143.39         50980.2               0           1e-30               0           1e-30
