#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         66.4393         4.32907       0.0906172       0.0651582       0.0193906               0           1e-30               0           1e-30
            8.3         56.8969         5.87567         0.13038        0.103269       0.0307321               0           1e-30               0           1e-30
            8.5         48.7008         7.97086         0.18759         0.16367       0.0487071               0           1e-30               0           1e-30
            8.7         41.6506         10.8041        0.269905          0.2594       0.0771955               0           1e-30               0           1e-30
            8.9         35.5721         14.6244        0.388339        0.411121        0.122347               1        0.759151               0           1e-30
            9.1         30.3129         19.7514        0.558741        0.651582        0.193906               0           1e-30               0           1e-30
            9.3         25.7388         26.5801        0.803916         1.03269        0.307321               7         16.4506               0           1e-30
            9.5         21.7296         35.5649         1.15667          1.6367        0.487071              10         34.5537               1         8.03419
            9.7         18.1776         47.1526         1.66422           2.594        0.771955              16         60.8208               1         17.5049
            9.9         14.9859         61.6103         2.39448         4.11121         1.22347              14         74.9517               1         16.5184
           10.1         12.0715         77.5163         3.44517         6.42144         1.93906              20         104.154               0           1e-30
           10.3         9.37232          89.133         4.95691         9.51024         3.07321              14         98.3916               1         24.7964
           10.5         6.86369         91.4764         7.13199         13.3276         4.87071              11         102.083               0           1e-30
           10.7         4.58161         80.9708         10.2615          17.673         7.71955               6         41.9326               0           1e-30
           10.9         2.64031         58.5498         14.7642         22.1753         12.2347               4         86.6648               0           1e-30
           11.1         1.20538         31.7361         21.2427         26.3287         19.3906               2         28.1825               0           1e-30
           11.3        0.380435          11.253          30.564         29.5793         30.7321               2         8.07903               0           1e-30
           11.5       0.0669117         2.10402         43.9755         31.4447         48.7071               0           1e-30               0           1e-30
           11.7      0.00466332        0.147504         63.2719         31.6306         77.1955               0           1e-30               0           1e-30
           11.9     7.51162e-05      0.00226152         91.0355         30.1069         122.347               0           1e-30               0           1e-30
           12.1     1.19269e-07     3.23409e-06         130.982          27.116         193.906               0           1e-30               0           1e-30
           12.3     4.84721e-12     1.12015e-10         188.456         23.1092         307.321               0           1e-30               0           1e-30
           12.5     5.94402e-19     1.10771e-17         271.151         18.6357         487.071               0           1e-30               0           1e-30
           12.7     7.37119e-30     1.04819e-28         390.131         14.2201         771.955               0           1e-30               0           1e-30
           12.9     4.22095e-47     4.33385e-46          561.32         10.2675         1223.47               0           1e-30               0           1e-30
           13.1     2.18314e-74     1.53146e-73         807.627         7.01492         1939.06               0           1e-30               0           1e-30
