#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         258.694         33.9012        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         231.264         48.0326        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         206.524         67.9828        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         184.091         96.0418        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         163.589         135.264         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         144.646         189.555         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         126.886         263.537         2.88381         2.07696         1.14313               1         43.4002               1         43.4002
            9.5         109.945         361.912         4.14922         3.29176         1.81174               2         47.7666               1         30.6264
            9.7         93.5191         487.897         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9         77.4743         640.598         8.58947         8.26853         4.55088               8         268.446               3         142.024
           10.1         62.0318         812.911         12.3585         13.1047         7.21265              22         636.921               0           1e-30
           10.3         47.9306           995.5         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5         36.1886         1189.95         25.5839          32.882         18.1174              30         1282.93               1         114.844
           10.7         26.9533         1351.52           36.81         50.1429         28.7141              30         1469.91               0           1e-30
           10.9         18.3493         1327.64         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1           8.988         887.923          76.202         98.7898         72.1265              11         653.064               0           1e-30
           11.3         2.16062         275.766         109.639         127.633         114.313               3         260.192               0           1e-30
           11.5        0.150591          23.497         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7      0.00140157        0.252977         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9     5.16309e-07     0.000102006         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1     1.09378e-12     2.23818e-10         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3     6.35565e-22     1.27462e-19         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5      8.3008e-37      1.5438e-34         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     1.20995e-60     1.97465e-58         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9     1.14262e-98     1.54836e-96         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1    3.51343e-159    3.74071e-157         2897.12         106.469         7212.65               0           1e-30               0           1e-30
