#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         1355.54         315.104        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3          1075.7         396.309         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         852.731         497.915         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7          674.82         624.498         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         532.569         781.123         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         418.515         972.869         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         326.762         1203.86         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         252.728          1475.7          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         192.984         1785.93         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9          145.16         2129.07         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1          107.83         2506.59         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3         80.1136         2951.55         44.2091          36.842         26.5442               4          654.99               2         475.221
           10.5         60.6807         3543.19         63.6079         58.3906         42.0698              17         2487.71               1         411.156
           10.7         46.3426         4288.68          91.519         92.5429         66.6761              14         2489.67               1         469.132
           10.9         32.3897         4748.61         131.677         146.609         105.674              14         2509.57               1         464.786
           11.1         17.2894         3881.26         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         5.87847         1912.02         272.591         325.258         265.442               7         1673.58               0           1e-30
           11.5         1.31095         584.588         392.203         445.926         420.698               3          904.49               0           1e-30
           11.7        0.298667         172.776         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9       0.0770324         54.7021         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1       0.0163624         13.4962         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3      0.00204305         1.85216         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     9.32366e-05       0.0879062         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7      7.5882e-07     0.000704055         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     3.67439e-10     3.17458e-07         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     1.91484e-15      1.4577e-12         7202.96         761.265         16748.3               0           1e-30               0           1e-30
