#           _id          snr100      snr160      snr250      snr350      snr500     snr1160       snrIR
#
           4974         7.3513       10.08       1.881         -99         -99         -99       12.62
           4986        4.99872       6.435       1.252         -99         -99         -99       8.244
           4990        2.47714       1.219       4.724       7.035       4.856       6.593        12.1
           4991        1.38607       1.957         -99         -99         -99         -99       2.398
           4993    5.15048e-05      0.4524         -99         -99         -99         -99      0.4524
           4995        1.43381       1.455        2.91       2.556       1.759       1.938       5.102
           4996        4.73958      0.9183         -99         -99         -99         -99       4.828
           4997        1.57599      0.7974       1.821       1.369         -99    3.22e-10       2.883
           4999        3.08035      0.9031         -99         -99         -99         -99        3.21
           5000       0.292057       1.191         -99         -99         -99         -99       1.226
           5007         10.812       7.273       3.462       1.654         -99         -99       13.58
           5010        1.81858      0.7001         -99         -99         -99         -99       1.949
           5012        1.69892       4.541       6.331       2.209         -99         -99       8.275
           5016        1.77771      0.1785         -99         -99         -99         -99       1.787
           5023        85.1102       65.76       8.833       3.751       3.388      0.9849         108
           5026       0.312123       1.131         -99         -99         -99         -99       1.173
           5028        39.2003       29.17       8.908      0.5416         -99         -99       49.67
           5029        4.35907       1.257         -99         -99         -99         -99       4.537
           5033      0.0937872       2.176         -99         -99         -99         -99       2.178
           5034        0.22685           0         -99         -99         -99         -99      0.2269
           5042    5.69807e-05         -99         -99         -99         -99         -99   5.698e-05
           5050    6.20008e-05         -99         -99         -99         -99         -99     6.2e-05
           5055         11.185       13.44       7.555       1.425         -99         -99        19.1
           5057       0.285999       1.354         -99         -99         -99         -99       1.384
           5064        2.21698           0         -99         -99         -99         -99       2.217
           5067        4.66216       4.793      0.6283      0.3429         -99   2.222e-10       6.725
           5070       0.541817         -99         -99         -99         -99         -99      0.5418
           5080       0.817853       5.217      0.5696         -99         -99         -99       5.311
           5089        5.93699       3.136       1.956       2.845      0.6832         -99       7.581
           5090       0.779446       5.342       3.882      0.3231       1.203       2.009       7.057
           5095       0.562555      0.3859         -99         -99         -99         -99      0.6822
           5097        11.9373       2.857       3.145      0.9201         -99         -99        12.7
           5101        3.25017       1.963         -99         -99         -99         -99       3.797
           5114        2.29561       1.751         -99         -99         -99         -99       2.887
           5122        1.18997     0.01646         -99         -99         -99         -99        1.19
           5125        1.74326       2.782         -99         -99         -99         -99       3.283
           5129      0.0810931       1.077         -99         -99         -99         -99        1.08
           5133        7.21549       8.726       1.499      0.3528         -99         -99       11.43
           5138        3.73124       4.063       5.115       2.204         -99         -99       7.839
           5146    4.38173e-05         -99         -99         -99         -99         -99   4.382e-05
           5147        10.4824       9.575       6.783       3.092     0.07943         -99       16.04
           5148        1.63352         2.9        2.71       2.139         -99       1.082       4.916
           5155    4.87852e-05       2.087         -99         -99         -99         -99       2.087
           5156        1.22263   1.522e-05      0.9694   7.631e-08         -99       1.388       2.089
           5162        3.41598       1.062         -99         -99         -99         -99       3.577
           5168        13.1428       12.49       1.604         -99         -99         -99        18.2
           5170        7.10379       6.409     0.03796         -99         -99         -99       9.568
           5171    4.39836e-05       2.014      0.8837   4.977e-08         -99      0.4185       2.238
           5177        4.85752       5.587       3.473       1.576      0.6786     0.08855       8.356
           5185    4.93124e-05      0.5557         -99         -99         -99         -99      0.5557
           5187        25.8772       14.25       1.751         -99         -99         -99       29.59
           5205        4.16881      0.5026         -99         -99         -99         -99       4.199
           5206       0.832497      0.6317         -99         -99         -99         -99       1.045
           5211         3.0678       4.279       6.925       4.385       4.264   3.459e-10       10.63
           5215        7.13915       8.382       4.879       6.162        5.47       3.092       14.92
           5218       0.247646       1.356         -99         -99         -99         -99       1.378
           5225        2.45282      0.8951         -99         -99         -99         -99       2.611
           5238        11.9172       1.796      0.6541         -99         -99         -99       12.07
           5242        1.08564   1.794e-05         -99         -99         -99         -99       1.086
           5245    4.47948e-05   1.355e-05         -99         -99         -99         -99    4.68e-05
           5255        2.69862   1.339e-05         -99         -99         -99         -99       2.699
           5256        3.30633       3.214        2.66         -99         -99         -99       5.323
           5258       0.856874   8.944e-06         -99         -99         -99      0.4314      0.9594
           5265        4.47363       3.036       3.274       1.862       1.136   1.239e-10       6.687
           5270        18.5367       6.053       3.281       1.205         -99         -99       19.81
           5273        2.25702       2.141         -99         -99         -99         -99       3.111
           5293       0.556877       2.876         -99         -99         -99         -99        2.93
           5296        3.64997       4.374      0.6593         -99         -99         -99       5.735
           5309        1.40848   1.542e-05         -99         -99         -99         -99       1.408
           5321        12.3294       11.65          10       2.543         -99         -99       19.86
           5325        41.3049       45.93       26.99        6.57       3.643   3.576e-10       67.83
           5329        1.45042       2.032         -99         -99         -99         -99       2.496
           5337        8.09034       5.477       1.706       1.416      0.6993       1.036        10.1
           5342    4.90714e-05       1.237         -99         -99         -99         -99       1.237
           5346        39.3757       17.01       8.735      0.0263         -99         -99       43.77
           5347        6.39747       5.258       3.432       1.022         -99         -99       9.022
           5348        13.4247       11.58       14.92       7.562       3.338   3.339e-10        24.6
           5350       0.576365       2.405         -99         -99         -99         -99       2.473
           5358        4.79059        6.07       6.818        3.79       2.652         -99        11.3
           5359        4.05344      0.1024         -99         -99         -99         -99       4.055
           5363       0.124458   2.069e-05         -99         -99         -99         -99      0.1245
           5366       0.610363       1.432         -99         -99         -99         -99       1.557
           5371       0.812721       2.294         -99         -99         -99         -99       2.433
           5372      0.0896572       3.233       1.556         -99         -99         -99       3.589
           5374        1.27583       2.172         -99         -99         -99         -99       2.519
           5375        7.31096         5.9       3.169       2.033         -99         -99       10.12
           5382      0.0156392           0         -99         -99         -99         -99     0.01564
           5395        6.73077       5.139       3.989      0.4937         -99         -99       9.374
           5402       0.655516       1.802         -99         -99         -99         -99       1.917
           5411       0.865593   2.195e-05         -99         -99         -99         -99      0.8656
           5424        2.18852       1.026         -99         -99         -99         -99       2.417
           5426        2.52799       2.908         -99         -99         -99         -99       3.853
           5427        1.08846   2.821e-05         -99         -99         -99         -99       1.088
           5435        2.37955       1.548         -99         -99         -99         -99       2.839
           5438        4.77384       4.044        2.08         -99         -99         -99       6.593
           5446        3.52074   9.513e-06   7.993e-08         -99         -99         -99       3.521
           5450       0.170212       2.824         -99         -99         -99         -99       2.829
           5459        2.14457         -99         -99         -99         -99         -99       2.145
           5464      0.0687584         -99         -99         -99         -99         -99     0.06876
           5484         0.9686       1.567         -99         -99         -99         -99       1.842
           5509        3.33264      0.9241         -99         -99         -99         -99       3.458
           5512        9.41236       10.77       5.389       3.523    1.61e-07         -99       15.68
           5515         7.8034       5.994      0.8365         -99         -99         -99       9.876
           5518        1.67344   1.027e-05   4.629e-08         -99         -99         -99       1.673
           5520    4.35764e-05           0         -99         -99         -99         -99   4.358e-05
           5523    5.53473e-05   2.182e-05         -99         -99         -99         -99   5.949e-05
           5526        9.98955       8.199       3.989       1.223         -99         -99       13.58
           5529       0.769081       1.317         -99         -99         -99      0.3838       1.573
           5530        19.6423       11.58       5.496        2.42         -99         -99       23.58
           5531        1.50172         -99         -99         -99         -99         -99       1.502
           5537        1.22693      0.3538         -99         -99         -99         -99       1.277
           5543    5.52053e-05       2.253      0.7309       1.265    1.42e-07      0.3193       2.704
           5545        3.49233        3.15       1.884         -99         -99         -99       5.067
           5552        1.70144       3.654       2.184         -99         -99         -99       4.584
           5588        4.66843       5.181       4.022      0.7371         -99         -99       8.084
           5590       0.242125      0.3926         -99         -99         -99         -99      0.4612
           5604        5.78585       7.387        3.46       1.094         -99         -99       10.06
           5612       0.810438       3.221       1.085         -99         -99         -99       3.494
           5620        1.92669   2.581e-05         -99         -99         -99         -99       1.927
           5627        6.18301        4.56       2.924         -99         -99         -99        8.22
           5634       0.759989       2.405       1.174      0.5427         -99   1.895e-10       2.834
           5647    5.03174e-05   2.525e-05         -99         -99         -99         -99    5.63e-05
           5650        3.79882       2.327         -99         -99         -99         -99       4.455
           5655       0.656157     0.06295         -99         -99         -99         -99      0.6592
           5664    5.16638e-05     0.06945         -99         -99         -99         -99     0.06945
           5668       0.615715        1.01      0.7836         -99         -99         -99       1.419
           5671        3.96337       2.432         -99         -99         -99         -99        4.65
           5672    5.07241e-05       1.528         -99         -99         -99         -99       1.528
           5675       0.490728   2.366e-05         -99         -99         -99         -99      0.4907
           5682      0.0990657       1.409         -99         -99         -99         -99       1.412
           5685        1.23739       3.016       3.781       1.691         -99         -99       5.271
           5686       0.617115      0.3528         -99         -99         -99         -99      0.7108
           5691       0.764869      0.7175         -99         -99         -99         -99       1.049
           5692        2.13623       2.093         -99         -99         -99         -99       2.991
           5705        3.36347      0.4744         -99         -99         -99         -99       3.397
           5710    4.86906e-05       2.226      0.6876   9.272e-08   6.408e-08   2.751e-10        2.33
           5712        1.37982       1.334         -99         -99         -99         -99       1.919
           5726       0.687232       4.089       2.027         -99         -99         -99       4.615
           5730        15.1999       24.77        23.9       9.911       9.694       2.208       40.16
           5735        9.66758        4.78       4.917        2.78         -99         -99       12.17
           5744        1.18665   2.363e-05         -99         -99         -99         -99       1.187
           5747        6.04587       5.773       3.097      0.4011         -99         -99       8.924
           5766        5.51701       6.548     0.07853         -99         -99         -99       8.563
           5770         1.0958       1.682         -99         -99         -99         -99       2.007
           5779    6.72622e-05         -99         -99         -99         -99         -99   6.726e-05
           5789       0.450869      0.4904         -99         -99         -99         -99      0.6661
           5797        2.93968       3.899       2.058       2.728         -99         -99        5.96
           5799              0     0.08322         -99         -99         -99         -99     0.08322
           5801        0.91738   2.064e-05         -99         -99         -99   3.177e-10      0.9174
           5802        2.78748       3.119       2.839   1.042e-07         -99         -99       5.055
           5805         1.0187       2.858         -99         -99         -99         -99       3.034
           5809        1.31677       1.435         -99         -99         -99         -99       1.948
           5814        7.38683       4.669    1.63e-07         -99         -99         -99       8.739
           5816       0.735143       1.519         -99         -99         -99         -99       1.688
           5822        19.2602       13.83       10.34       2.763         -99         -99       26.02
           5829         1.4639      0.5015         -99         -99         -99         -99       1.547
           5830       0.581086       2.133         -99         -99         -99         -99        2.21
           5835        1.19255       1.431         -99         -99         -99         -99       1.863
           5836        4.42944       2.307       1.487       2.886       2.247   1.452e-10       6.366
           5837        3.97273        2.06       1.157         -99         -99         -99       4.622
           5841       0.565558      0.5241         -99         -99         -99         -99       0.771
           5847        1.41425        1.33         -99         -99         -99   1.701e-10       1.941
           5849        4.51077       5.223       3.093       2.383         -99         -99       7.929
           5853        17.7994       14.02       7.468        3.88       1.711         -99       24.23
           5862     6.9146e-05       0.583         -99         -99         -99         -99       0.583
           5869        1.50184       2.951         -99         -99         -99         -99       3.311
           5879        8.91427       9.754       6.921       2.928         -99         -99        15.2
           5880         2.1802   1.432e-05         -99         -99         -99         -99        2.18
           5882        5.13074       3.563       2.461         -99         -99         -99       6.714
           5898        4.98861       2.162         -99         -99         -99         -99       5.437
           5907        0.43133       2.831         -99         -99         -99         -99       2.864
           5916        1.90594       3.396       3.954       1.171         -99         -99       5.672
           5917        3.51755       3.001     0.08155         -99         -99         -99       4.625
           5921       0.384236   1.945e-05         -99         -99         -99         -99      0.3842
           5922        2.15706        2.35         -99         -99         -99         -99        3.19
           5925        2.50849       1.071         -99         -99         -99         -99       2.728
           5941       0.641217     0.08096         -99         -99         -99         -99      0.6463
           5966       0.823031   2.897e-05         -99         -99         -99         -99       0.823
           5969       0.896658      0.4267         -99         -99         -99         -99       0.993
           5974        1.91733       4.096       3.262       3.539      0.2487         -99       6.609
           5976        2.66667       3.813       5.173       2.402         -99         -99       7.361
           5977        3.57003       1.856       1.105         -99         -99         -99       4.173
           5982            -99         -99         -99         -99         -99       1.336           0
           5997        1.44502   1.833e-05         -99         -99         -99         -99       1.445
           6000       0.675055      0.4731         -99         -99         -99         -99      0.8244
           6003       0.971109       1.763         -99         -99         -99         -99       2.013
           6005        37.2535       18.13       17.72        7.26       2.409         -99       45.71
           6006        2.27093       3.539       7.947       2.013       1.597       3.469       9.974
           6011        1.23474       1.393         -99         -99         -99         -99       1.862
           6012        7.84946        7.96       6.918       3.988       1.228         -99       13.79
           6015        7.27574        5.77       3.083      0.9311         -99         -99       9.829
           6025              0       2.185         -99         -99         -99         -99       2.185
           6037        2.96708         2.2         -99         -99         -99         -99       3.694
           6061           12.5       13.35       16.08       13.71       3.852        1.02       28.23
           6065        6.36479       3.781       3.892      0.5178         -99         -99        8.38
           6072       0.798259      0.5229         -99         -99         -99         -99      0.9543
           6073        3.58407        5.58       2.461         -99         -99         -99       7.074
           6075     5.7132e-05         -99         -99         -99         -99         -99   5.713e-05
           6078        2.31837       1.752         -99         -99         -99         -99       2.906
           6081        1.22596   2.084e-05         -99         -99         -99         -99       1.226
           6084        38.7324       22.18       5.403       1.734         -99         -99       44.99
           6085        4.51006       4.258       2.565         -99         -99         -99       6.712
           6090        24.2625       14.12       5.263        1.03         -99         -99       28.58
           6091        2.77308       2.901         -99         -99         -99         -99       4.013
           6092        2.08689       5.595       2.044         -99         -99         -99       6.312
           6094        5.66549        5.42       3.392       2.837         -99         -99       9.002
           6096        4.33132       4.376       3.328       3.032      0.5627         -99       7.648
           6102        2.83736   2.489e-05         -99         -99         -99         -99       2.837
           6107        1.23448       2.928         -99         -99         -99         -99       3.178
           6110        2.68331      0.4351         -99         -99         -99         -99       2.718
           6114        1.15157       3.321      0.8662         -99         -99         -99        3.62
           6121         6.0697       2.911         -99         -99         -99         -99       6.732
           6127       0.708677   1.803e-05         -99         -99         -99         -99      0.7087
           6141        3.00768       2.504         -99         -99         -99         -99       3.914
           6147        4.96472       2.195        3.07        1.17         -99         -99       6.345
           6151        1.14968      0.6793         -99         -99         -99         -99       1.335
           6152        1.19921      0.7138         -99         -99         -99         -99       1.396
           6155       0.518059   9.773e-06   9.486e-08         -99         -99   2.965e-10      0.5181
           6156         1.2285    1.34e-05         -99         -99         -99         -99       1.229
           6158       0.490107       3.175       1.779         -99         -99         -99       3.672
           6166    3.61238e-05    1.57e-05         -99         -99         -99         -99   3.939e-05
           6186        7.99451       7.318       2.769         -99         -99         -99       11.19
           6197        2.08963   3.646e-07         -99         -99         -99         -99        2.09
           6216       0.772437   3.296e-05         -99         -99         -99         -99      0.7724
           6221        5.19337       2.915         -99         -99         -99         -99       5.955
           6233       0.636947      0.7955         -99         -99         -99         -99       1.019
           6242              0       2.804         -99         -99         -99         -99       2.804
           6245        1.58883       2.122         -99         -99         -99         -99       2.651
           6249        2.90422        2.71       1.008        1.08         -99         -99       4.238
           6251        9.59876       8.511       6.691       5.027       4.482      0.8895       15.98
           6256      0.0547461      0.9533         -99         -99         -99         -99      0.9549
           6262          1.771         -99         -99         -99         -99         -99       1.771
           6265        5.27597       7.008       5.534       2.901       2.467       1.712       11.18
           6287        5.14008        8.23       4.548       6.533       3.762   2.559e-10        13.1
           6289        4.44039       2.031      0.8901         -99         -99         -99       4.963
           6290        5.89606       6.449      0.9806         -99         -99         -99       8.793
           6292        3.43054       3.232           0         -99         -99         -99       4.713
           6296        27.3479       24.03       16.97       8.381       1.653       1.873       41.11
           6308        8.28897       16.95       18.72       8.549       5.076   3.876e-10       28.38
           6311        6.24953        2.31         -99         -99         -99         -99       6.663
           6315       0.779459       1.431         -99         -99         -99         -99       1.629
           6319       0.182368       1.368         -99         -99         -99         -99        1.38
           6324       0.514795       1.843         -99         -99         -99         -99       1.914
           6329        1.32301      0.4771         -99         -99         -99         -99       1.406
           6330        1.38443       3.158       0.935         -99         -99         -99       3.573
           6332    2.46602e-05   1.308e-05         -99         -99         -99         -99   2.791e-05
           6333        12.6459       7.333       2.956         -99         -99         -99       14.91
           6350        3.73514      0.9254         -99         -99         -99         -99       3.848
           6352        7.88663        3.53       3.714        1.34         -99         -99         9.5
           6363         2.0214      0.4971         -99         -99         -99         -99       2.082
           6368      0.0841748         -99         -99         -99         -99         -99     0.08417
           6381        1.77242       2.066         -99         -99         -99         -99       2.722
           6383        25.8956       19.37       11.13       3.769      0.8906         -99       34.42
           6385        2.29977      0.7343         -99         -99         -99         -99       2.414
           6386         9.8142       9.922       4.441   8.365e-08         -99         -99       14.65
           6394      0.0840682       1.366         -99         -99         -99         -99       1.368
           6395    5.43682e-05     0.02879         -99         -99         -99         -99     0.02879
           6398        1.27677   2.776e-05         -99         -99         -99         -99       1.277
           6401       0.717957       1.449         -99         -99         -99         -99       1.617
           6403        1.27729   9.689e-06         -99         -99         -99         -99       1.277
           6406       0.771565      0.8421       2.752       2.224       3.741       4.048       6.649
           6409        4.53569       6.338       3.866       3.439       2.341         -99       9.643
           6412        1.07784         -99         -99         -99         -99         -99       1.078
           6429         2.7649   5.627e-07         -99         -99         -99         -99       2.765
           6438        5.16094       3.404       2.481         -99         -99         -99       6.661
           6445       0.259701       1.775         -99         -99         -99         -99       1.794
           6448    5.23098e-05   2.977e-05         -99         -99         -99         -99   6.019e-05
           6460    4.90554e-05      0.6525         -99         -99         -99      0.2152      0.6871
           6464        5.60148       3.991       4.895      0.5177         -99         -99       8.458
           6466    4.31025e-05   1.392e-05         -99         -99         -99         -99    4.53e-05
           6486    3.86948e-05        2.48         -99         -99         -99         -99        2.48
           6489        4.16398       5.033       4.872       2.408         1.9       4.324       9.721
           6509        6.35808        9.26       5.817       2.077       1.607      0.6521       12.94
           6517        5.40439       5.618       2.889         -99         -99         -99       8.314
           6519        1.02023       2.336         -99         -99         -99         -99       2.549
           6522        2.32332       2.972         -99         -99         -99         -99       3.772
           6537         6.4482       10.01       12.58       5.817        2.31   3.832e-10       18.42
           6547        5.32986       14.32       6.662       4.213      0.9245         -99       17.22
           6548        2.98478      0.3851         -99         -99         -99         -99        3.01
           6553       0.391566       2.007         -99         -99         -99         -99       2.045
           6558       0.847753       1.556      0.9894      0.8513         -99       1.867       2.886
           6580        1.76312      0.9444         -99         -99         -99         -99           2
           6592       0.969739       3.035      0.8787         -99         -99         -99       3.305
           6614        1.28398   1.418e-05         -99         -99         -99         -99       1.284
           6617        4.65113       1.105       2.029         -99         -99         -99       5.193
           6620    4.30163e-05   2.085e-05         -99         -99         -99         -99    4.78e-05
           6629       0.537087       3.329       1.086         -99         -99         -99       3.542
           6634       0.907394      0.7056         -99         -99         -99         -99       1.149
           6638        1.23543      0.5909         -99         -99         -99         -99       1.369
           6641        5.03601       3.196   7.963e-08         -99         -99         -99       5.965
           6643         0.8125       1.131         -99         -99         -99         -99       1.393
           6650        1.13656   1.881e-05         -99         -99         -99         -99       1.137
           6662        4.18327        1.23         -99         -99         -99         -99        4.36
           6665        13.6941       16.22        11.2       3.287      0.2602         -99       24.23
           6672       0.560391       1.173         -99         -99         -99         -99         1.3
           6676        2.55793       3.484       6.081       2.438         -99         -99       7.849
           6677     4.6055e-05         -99         -99         -99         -99         -99   4.606e-05
           6693        2.18402       3.275       1.482         -99         -99         -99       4.206
           6694        3.97415       2.897         -99         -99         -99         -99       4.918
           6695    5.22917e-05       3.352      0.8507         -99         -99         -99       3.458
           6700        2.82976        4.18      0.7981         -99         -99         -99       5.111
           6707    5.46246e-05        2.33         -99         -99         -99         -99        2.33
           6710        13.6502       13.96       9.324       5.634       2.742         -99       22.53
           6712    5.63623e-05       0.438         -99         -99         -99         -99       0.438
           6714        17.1138        8.51       7.682        3.29       4.434       0.942       21.35
           6724         4.3233       6.289       4.808       1.419         -99         -99       9.131
           6745        1.47243   3.156e-05         -99         -99         -99         -99       1.472
           6768        7.97379       9.546       2.813      0.9506         -99         -99       12.79
           6770        2.43062       3.024       1.953         -99         -99         -99       4.343
           6775       0.929011       1.627         -99         -99         -99         -99       1.873
           6778         1.5345       1.873      0.8021         -99         -99         -99       2.551
           6782    4.39965e-05   1.757e-05        1.24           0      0.6521       1.933       2.387
           6787        6.87718       5.691       7.122       6.033       2.766         -99       13.21
           6789        13.1998       2.976       1.087         -99         -99         -99       13.57
           6790        1.73535       3.413       1.972         -99         -99         -99       4.307
           6801    5.25105e-05   3.199e-05         -99         -99         -99         -99   6.149e-05
           6820        1.16928       1.589   6.756e-08       1.163         -99      0.6403       2.378
           6827         0.8218       3.057       3.343       2.748         -99         -99       5.361
           6828        5.73384       3.622      0.7085   4.837e-08         -99       2.259       7.183
           6845        15.4642       7.117       4.737        1.72         -99         -99       17.75
           6856       0.842708   2.515e-05         -99         -99         -99         -99      0.8427
           6871        2.30051     0.02297       1.281         -99         -99         -99       2.633
           6882        2.87058       2.183         -99         -99         -99         -99       3.606
           6887        1.81637      0.4914         -99         -99         -99         -99       1.882
           6888       0.988756         -99         -99         -99         -99         -99      0.9888
           6891        4.95232       12.59       14.49       9.112       7.278       3.364       23.24
           6914    2.81601e-05   1.498e-05         -99         -99         -99         -99    3.19e-05
           6917        2.75181        1.54         -99         -99         -99         -99       3.154
           6922       0.420635           0         -99         -99         -99         -99      0.4206
           6928    1.54335e-05       2.282     0.06739      0.7971         -99         -99       2.418
           6934        3.92539       3.014        1.54   6.013e-08         -99       1.777       5.479
           6944        1.94708       1.212       1.686         -99         -99         -99       2.847
           6945       0.512693       3.395   1.051e-07         -99         -99         -99       3.434
           6950       0.074406       2.163       2.592       1.177         -99       0.737       3.651
           6963        2.25734      0.7147         -99         -99         -99         -99       2.368
           6969        1.37253       2.342      0.7217         -99         -99         -99       2.809
           6973        4.54097       1.531         -99         -99         -99         -99       4.792
           6977        4.93308       1.405         -99         -99         -99         -99       5.129
           6983        1.72142       2.232         -99         -99         -99         -99       2.819
           6984        4.94813       3.304        4.24       2.102         -99         -99       7.602
           7006        2.71786         -99         -99         -99         -99         -99       2.718
           7008    4.34256e-05       2.786         -99         -99         -99         -99       2.786
           7009        8.07176       13.57       4.296       2.399      0.6169      0.4495       16.55
           7038        2.03669       1.189       1.975         -99         -99         -99       3.076
           7041        11.2149       7.885      0.6324         -99         -99         -99       13.72
           7045        8.15609       4.212       1.238         -99         -99         -99       9.262
           7052        75.3166       68.22       14.84       6.677       1.396   4.847e-10       102.9
           7053        7.14534       8.524       5.701        3.28       1.946       2.126       13.24
           7054        16.2174       25.09       21.66       16.28       3.501       3.038        40.6
           7063        1.67401   1.375e-05         -99         -99         -99         -99       1.674
           7065        12.8271       12.22        2.12         -99         -99         -99       17.84
           7079        4.11554       2.317         -99         -99         -99         -99       4.723
           7092       0.519038   1.654e-05         -99         -99         -99         -99       0.519
           7093       0.457667       2.148         -99         -99         -99         -99       2.196
           7098        1.26595   5.215e-06       1.066      0.7565         -99   2.074e-10        1.82
           7099        7.41812       3.477       1.447         -99         -99         -99       8.319
           7101        2.21017      0.2364         -99         -99         -99         -99       2.223
           7107       0.260941       1.468         -99         -99         -99         -99       1.491
           7114        6.35087       4.303       2.666         -99         -99         -99       8.122
           7131        2.09222       1.545         -99         -99         -99         -99       2.601
           7132        1.11489         -99         -99         -99         -99         -99       1.115
           7140        1.04812         -99         -99         -99         -99         -99       1.048
           7143    4.49552e-05      0.7026         -99         -99         -99         -99      0.7026
           7145        3.50734       2.167         -99         -99         -99         -99       4.123
           7149     4.6055e-05        2.75         -99         -99         -99       1.526       3.145
           7150        2.58693        1.42         -99         -99         -99         -99       2.951
           7151    3.55608e-05       1.151         -99         -99         -99         -99       1.151
           7156        4.11506       1.658         -99         -99         -99         -99       4.437
           7157        3.00299       2.316         -99         -99         -99         -99       3.792
           7169    1.04438e-05   2.623e-06         -99         -99         -99         -99   1.077e-05
           7171       0.544538   1.305e-05         -99         -99         -99         -99      0.5445
           7172        9.95983       8.327       8.249       2.864         -99         -99       15.65
           7173        7.50752       4.785       2.274         -99         -99         -99       9.188
           7178         12.055       5.648       2.997         -99         -99         -99       13.65
           7181    4.35048e-07      0.1159         -99         -99         -99         -99      0.1159
           7185        33.4321       30.36       17.68       7.077       2.549         -99       49.08
           7188        2.57745       6.221       3.309       2.112         -99      0.7096       7.826
           7189    5.60685e-05       1.692         -99         -99         -99         -99       1.692
           7194        2.36906      0.4518         -99         -99         -99         -99       2.412
           7196        68.9614       26.29       13.27       5.761      0.8873         -99       75.21
           7205       0.221326         -99         -99         -99         -99         -99      0.2213
           7231              0         -99         -99         -99         -99         -99           0
           7236          15.72       9.696       7.732       2.451         -99         -99       20.17
           7240        5.77603       1.454         -99         -99         -99         -99       5.956
           7246         2.3265      0.5435         -99         -99         -99         -99       2.389
           7248        3.20412       1.899         -99         -99         -99         -99       3.725
           7249        11.8658       10.34       4.675      0.8529         -99         -99       16.44
           7256        1.14808       1.248         -99         -99         -99         -99       1.696
           7263        7.69231      0.4772         -99         -99         -99         -99       7.707
           7266        1.13491   2.615e-05         -99         -99         -99         -99       1.135
           7270         2.7241      0.9827         -99         -99         -99       1.287       3.169
           7275        4.11635       2.966         -99         -99         -99         -99       5.073
           7282        1.71954      0.5055         -99         -99         -99         -99       1.792
           7289        3.65756       3.432       1.102         -99         -99         -99       5.136
           7300       0.809758   1.648e-05         -99         -99         -99         -99      0.8098
           7320        7.85503       5.367       1.328         -99         -99         -99       9.606
           7322     5.7657e-05         -99         -99         -99         -99         -99   5.766e-05
           7340       0.802915       2.378           0         -99         -99         -99        2.51
           7346        1.82899       1.187         -99         -99         -99         -99        2.18
           7347      0.0858241   2.265e-05         -99         -99         -99         -99     0.08582
           7353        4.47257       4.639       3.452       3.734       1.712         -99       8.385
           7359        1.62793      0.9659         -99         -99         -99         -99       1.893
           7367    5.59643e-05   2.481e-05         -99         -99         -99         -99   6.122e-05
           7368        1.42459       0.768         -99         -99         -99         -99       1.618
           7369        2.50464       1.621       2.902         -99         -99         -99       4.162
           7379        4.49275       3.085       6.636       2.533         -99         -99       8.953
           7380       0.971612       1.933         -99         -99         -99         -99       2.164
           7381        2.11347   9.865e-06         -99         -99         -99         -99       2.113
           7385    7.12774e-06       6.621       2.363       2.199       2.071   1.492e-10       7.651
           7386         80.424       70.63       20.31       5.336       2.442      0.4781       109.1
           7387        7.04858       8.047        1.08         -99         -99         -99       10.75
           7394       0.745864       2.264         -99         -99         -99         -99       2.384
           7404        1.07221      0.4993         -99         -99         -99         -99       1.183
           7406        2.26999       2.994       3.273      0.8627         -99         -99       5.057
           7410    2.54279e-07       2.003   2.372e-08   2.431e-08         -99       1.261       2.367
           7416       0.814629   2.475e-05         -99         -99         -99         -99      0.8146
           7420        4.38152   1.115e-05         -99         -99         -99         -99       4.382
           7421        1.51299       1.742         -99         -99         -99         -99       2.307
           7426       0.528393   1.955e-05       1.781       1.482     4.7e-08      0.3942       2.409
           7438    2.27184e-05   6.685e-06         -99         -99         -99         -99   2.368e-05
           7449        2.50179       1.892         -99         -99         -99         -99       3.137
           7455        2.50914   1.222e-05         -99         -99         -99         -99       2.509
           7472        1.31693       1.268         -99         -99         -99         -99       1.828
           7482       0.479075       1.061         -99         -99         -99         -99       1.164
           7487      0.0003619       2.138         -99         -99         -99         -99       2.138
           7489        4.78022       2.742         -99         -99         -99         -99       5.511
           7493       0.882121       1.891         -99         -99         -99         -99       2.087
           7495       0.453807      0.5327         -99         -99         -99         -99      0.6998
           7508        1.34667   8.464e-06         -99         -99         -99         -99       1.347
           7510        4.03409       1.739         -99         -99         -99         -99       4.393
           7511        1.71701       2.315         -99         -99         -99         -99       2.882
           7532        2.48067       3.725       3.046       1.708         -99         -99       5.677
           7533       0.390346      0.1592         -99         -99         -99         -99      0.4216
           7540        2.02085        2.41         -99         -99         -99         -99       3.145
           7544        2.35789       2.591         -99         -99         -99         -99       3.503
           7548        1.78827       1.421       3.925       4.475       1.574      0.6587         6.6
           7558        3.56083      0.3965    1.96e-07         -99         -99         -99       3.583
