#           _id          snr100      snr160      snr250      snr350      snr500     snr1160       snrIR
#
           9363        3.89525       2.518         -99         -99         -99         -99       4.638
           9367        3.83499       7.945       5.302       4.635      0.6989         -99       11.31
           9370        40.1257       34.91       12.65       5.345       13.16       1.645       56.51
           9371        4.01211       4.455       2.519         -99         -99         -99       6.503
           9376        3.12871       6.926       2.348         -99         -99         -99       7.954
           9387        10.8949       2.313       4.343      0.7147         -99         -99       11.98
           9388    3.69992e-06      0.4688        2.32        6.21       2.035        2.45       7.369
           9391        11.9138       12.64       3.845       0.963         -99         -99       17.81
           9398        6.64308       5.321       3.904       2.082      0.8439      0.5603       9.646
           9401         15.059       15.48       9.711       2.184         -99         -99       23.78
           9409        5.91488       5.668       2.377       2.045         -99         -99       8.772
           9412        2.62578       5.551       4.038        3.41       1.371         -99       8.218
           9418    9.05592e-11   2.567e-06         -99         -99         -99         -99   2.567e-06
           9422    5.69807e-05   2.623e-05         -99         -99         -99      0.7358      0.7358
           9430      0.0249714    2.64e-06         -99         -99         -99         -99     0.02497
           9431    1.33901e-05   7.907e-07   3.213e-08   2.023e-08         -99         -99   1.341e-05
           9433        9.50749       6.625       1.905         -99         -99         -99       11.74
           9437        5.08808        2.56         -99         -99         -99         -99       5.696
           9438        7.14376       3.422       2.353         -99         -99         -99       8.263
           9440        3.58342       3.477       2.233         -99         -99         -99        5.47
           9471    2.39924e-05       1.899       2.129      0.8427         -99   2.859e-10       2.975
           9477        3.33552       6.975       6.681       3.558    0.007099         -99       10.82
           9479        2.27416           0         -99         -99         -99         -99       2.274
           9481       0.787575   2.432e-05         -99         -99         -99         -99      0.7876
           9482        1.81771       1.461         -99         -99         -99         -99       2.332
           9487        6.51714       6.953       7.368       3.279       1.612         -99       12.59
           9488        3.10114       1.411      0.9509      0.3643      0.8386      0.5885       3.701
           9489        5.92528       3.931       3.893       1.897         -99         -99       8.326
           9492    1.33452e-06      0.4741       3.384       2.174         -99         -99        4.05
           9514        3.22037       4.974       1.823         -99         -99         -99       6.199
           9520        9.92058       6.994       5.208       2.778         -99         -99        13.5
           9526        2.72278       1.526       2.245         -99         -99         -99       3.845
           9538        1.31067        6.42       2.368         -99         -99         -99       6.967
           9539       0.156188       2.309         -99         -99         -99         -99       2.314
           9548    4.75229e-05   2.684e-05         -99         -99         -99         -99   5.458e-05
           9551       0.767655       2.743         -99         -99         -99         -99       2.848
           9553        19.3955       15.73       2.859         -99         -99         -99       25.14
           9555        3.87533       1.776         -99         -99         -99         -99       4.263
           9567    1.92929e-05   1.629e-06         -99         -99         -99   2.868e-10   1.936e-05
           9592        2.05084        1.82         -99         -99         -99         -99       2.742
           9593        9.54203       5.763       1.654      0.3268         -99         -99       11.27
           9608        3.79824      0.6455      0.6642         -99         -99         -99        3.91
           9610        3.83215       5.807       2.833       1.361         -99         -99       7.635
           9612        1.68129       3.267   9.176e-08         -99         -99         -99       3.675
           9613        3.62338       3.539       2.769         -99         -99         -99       5.772
           9615        1.98382       1.104       2.042        2.55         -99   3.229e-10       3.978
           9616    1.31987e-06       2.808       3.679        2.36         -99         -99       5.195
           9623         2.3079     0.01517         -99         -99         -99         -99       2.308
           9634        2.73705      0.1005         -99         -99         -99         -99       2.739
           9635        1.66333       1.566         -99         -99         -99         -99       2.284
           9642        1.26206       2.033       1.704   7.189e-08      0.5544      0.6821       3.066
           9644      0.0607243    1.48e-05         -99         -99         -99         -99     0.06072
           9647    3.66691e-05   1.758e-05         -99         -99         -99      0.2782      0.2782
           9649        1.93791      0.2029         -99         -99         -99         -99       1.949
           9650       0.868127           0         -99         -99         -99         -99      0.8681
           9662    4.11138e-05   1.557e-05         -99         -99         -99         -99   4.396e-05
           9663       0.257332      0.3842         -99         -99         -99         -99      0.4624
           9691        3.97279       4.171       3.614       1.082         -99         -99       6.886
           9693         1.4944      0.1475         -99         -99         -99         -99       1.502
           9709       0.956912       1.919         -99         -99         -99         -99       2.145
           9710       0.730143   9.464e-06       2.144       2.572       4.646       5.699       8.112
           9722    1.52409e-05       1.266        6.05       1.504      0.4927   1.902e-10       6.381
           9751    2.07919e-06      0.4831         -99         -99         -99         -99      0.4831
           9753         1.4835      0.5558         -99      0.9228         -99      0.8111       2.005
           9754        28.1638       19.31       3.795       1.038         -99         -99       34.37
           9761        3.07108       5.585       1.561       1.037       1.338        1.93       7.046
           9762        2.47782       4.059       5.894       3.348       1.287      0.6533       8.405
           9781        3.54151   2.321e-05         -99         -99         -99         -99       3.542
           9782        8.51757       7.168        5.37       1.325         -99         -99       12.43
           9786        7.80495       6.809       5.242       7.951       5.677       2.416       15.36
           9790        14.3737       19.14       15.93       7.084        4.27       2.222          30
           9798        8.89858       7.069       2.675       1.183         -99      0.6781       11.75
           9813      0.0539326       2.009         -99         -99         -99         -99        2.01
           9821        2.11829      0.7832         -99         -99         -99         -99       2.258
           9824        13.1031       7.319      0.7666         -99         -99         -99       15.03
           9837        1.29793      0.9002         -99         -99         -99         -99        1.58
           9846        1.87815       2.352         -99         -99         -99         -99        3.01
           9849       0.591499      0.7076         -99         -99         -99         -99      0.9223
           9861       0.461564       2.539         -99         -99         -99         -99       2.581
           9862        8.06244       9.082       1.185         -99         -99         -99        12.2
           9879    5.48634e-05         -99         -99         -99         -99         -99   5.486e-05
           9887        4.06308       3.808       2.972         -99         -99         -99       6.312
           9891         2.3167       2.291         -99         -99         -99         -99       3.258
           9900        1.59274       3.448      0.2196         -99         -99         -99       3.804
           9902         3.5346       2.965         -99         -99         -99         -99       4.614
           9916       0.456319   1.996e-05     0.04743         -99         -99   3.534e-10      0.4588
           9918        1.06583       2.942         -99         -99         -99         -99       3.129
           9921        4.67123       5.342       2.798         -99         -99         -99       7.628
           9922        2.88201       4.206   2.225e-07         -99         -99         -99       5.099
           9927    2.92598e-05        1.14         -99         -99         -99         -99        1.14
           9928        6.02335        1.82       1.447         -99         -99         -99       6.456
           9931    3.23978e-06      0.4358      0.6401   5.056e-08         -99         -99      0.7744
           9954    4.04404e-05       2.903         -99         -99         -99         -99       2.903
           9957        3.31618    9.67e-06         -99         -99         -99         -99       3.316
           9958       0.777352       1.623         -99         -99         -99         -99       1.799
           9964    9.85602e-08      0.7171       2.554       1.449         -99         -99       3.022
           9970        15.0047       15.56       18.74       8.674        6.09       3.454        30.7
           9973    3.42117e-05      0.9178         -99         -99         -99         -99      0.9178
           9981        8.87578       7.397       2.713      0.9429         -99         -99       11.91
           9986        2.53205         -99         -99         -99         -99         -99       2.532
           9988    6.42129e-06      0.6012       2.751       2.402       1.358       1.242       4.134
           9991        15.5282       12.97       3.851       1.383         -99         -99       20.64
           9999     5.5531e-05       2.099         -99         -99         -99         -99       2.099
          10002    5.44863e-05      0.2316         -99         -99         -99         -99      0.2316
          10004        2.17863      0.8884         -99         -99         -99         -99       2.353
          10005        4.89935        4.56       2.682       2.106       1.384       1.342       7.755
          10006        1.31245      0.4319      0.9688   5.704e-08         -99         -99       1.688
          10008        1.95558       2.814         -99         -99         -99         -99       3.427
          10012        3.74269       4.071       1.476   5.191e-08         -99         -99       5.723
          10019       0.153133         -99         -99         -99         -99         -99      0.1531
          10026         1.3092      0.0994         -99         -99         -99         -99       1.313
          10027        2.32337       1.487         -99         -99         -99         -99       2.759
          10029    9.98559e-07      0.3861         -99         -99         -99         -99      0.3861
          10044        3.49815       3.332        2.74         -99         -99         -99       5.554
          10059        2.69289        3.58       1.699       1.682        1.72       1.364       5.532
          10070        19.4326        18.4       11.41       4.719      0.4176         -99       29.48
          10077        9.46501       11.12        9.61       6.022       1.472         -99       18.54
          10084       0.827417         -99         -99         -99         -99         -99      0.8274
          10090        2.76558       0.645         -99         -99         -99         -99        2.84
          10093        7.80108       10.56       5.218       3.531       1.509         -99       14.64
          10107        2.39948      0.6747         -99         -99         -99         -99       2.493
          10109    8.94831e-11    1.45e-05   1.031e-07      0.5191   5.539e-08   3.303e-10      0.5191
          10110        10.0837       11.34       6.175       6.929       3.426      0.9087       18.14
          10111        7.16529       3.903       1.037         -99         -99         -99       8.225
          10120    5.27575e-06       2.468      0.6315   4.527e-08         -99         -99       2.547
          10123       0.627038        2.87         -99         -99         -99         -99       2.937
          10126        7.32495       7.802        3.42   9.687e-08         -99         -99       11.23
          10127        2.18815       4.691       1.464    6.47e-08         -99         -99       5.379
          10131        11.2737        7.48       4.069       2.602         -99         -99       14.37
          10133       0.602474       2.091         -99         -99         -99         -99       2.176
          10134       0.720129        1.07         -99         -99         -99         -99        1.29
          10145        1.11174       1.468         -99         -99         -99         -99       1.842
          10149        5.52751       6.679       3.507       1.369         -99         -99       9.452
          10155        1.62444       3.242   9.997e-08         -99         -99         -99       3.627
          10159        19.1001       13.28       2.809         -99         -99         -99       23.43
          10162        4.74937       7.014       2.048         -99         -99         -99       8.715
          10175        2.03133       1.369         -99         -99         -99         -99        2.45
          10177        4.93465       3.577       2.614         -99         -99         -99       6.632
          10181        1.90984       1.422         -99         -99         -99         -99       2.381
          10184        3.01009       3.608      0.8875         -99         -99         -99       4.782
          10205        4.03168       3.557       1.414         -99         -99         -99       5.559
          10206        1.74563      0.8011         -99         -99         -99         -99       1.921
          10222     7.6735e-06       0.669       7.033        2.45         -99         -99       7.478
          10239        2.04038   1.675e-05         -99         -99         -99         -99        2.04
          10247       0.278408   2.304e-05         -99   6.642e-08         -99       1.581       1.605
          10249    5.50439e-05   2.793e-05         -99         -99         -99         -99   6.172e-05
          10250       0.170352   1.446e-05         -99         -99         -99         -99      0.1704
          10251    5.05369e-05       2.534         -99         -99         -99         -99       2.534
          10255              0      0.9335         -99         -99         -99   2.485e-10      0.9335
          10264    8.18923e-11   1.557e-05         -99         -99         -99         -99   1.557e-05
          10308    3.65179e-05      0.9309         -99         -99         -99         -99      0.9309
          10311         9.5591       8.353       1.913         -99         -99         -99       12.84
          10315      0.0761323       2.069         -99         -99         -99         -99        2.07
          10318    1.15719e-05    9.14e-06         -99         -99         -99         -99   1.475e-05
          10326     5.4056e-05       3.096      0.4945         -99         -99         -99       3.136
          10327        2.59772       1.427         -99         -99         -99         -99       2.964
          10331         7.0609       5.462       4.088       1.079         -99         -99       9.877
          10335    3.84455e-05       12.22        11.2       5.305      0.8049         -99       17.42
          10336    1.03292e-06      0.2251       5.075        4.02       2.666   1.587e-10       7.005
          10341        18.9668       15.66       5.624       1.192         -99         -99       25.26
          10345        15.0469       4.872      0.5135         -99         -99         -99       15.82
          10351        5.35862       4.587       7.068       3.339       1.892         -99        10.7
          10352        5.35308        6.85       8.223       6.563       2.758       1.891       14.05
          10362       0.235955   2.653e-05         -99         -99         -99         -99       0.236
          10373     1.1098e-10       3.685   5.347e-08      0.8877      0.8933    3.21e-10       3.894
          10376        5.51415       7.059       9.517        4.72       3.706       1.127       14.43
          10390        2.45519       1.709      0.6013         -99         -99         -99       3.051
          10392        5.08948       7.032       3.482       1.491         -99         -99       9.471
          10393    4.42893e-06       0.112       2.275         -99         -99         -99       2.278
          10402    5.22554e-05         -99         -99         -99         -99         -99   5.226e-05
          10408    1.08424e-05   8.588e-06         -99         -99         -99         -99   1.383e-05
          10411        2.72705       3.612       2.257       2.095       1.701       3.346       6.637
          10422    5.01332e-05         -99         -99         -99         -99         -99   5.013e-05
          10423        1.99754      0.4965         -99         -99         -99         -99       2.058
          10441        4.31357       1.954         -99         -99         -99         -99       4.735
          10446    1.33867e-10      0.3372       0.427         -99         -99         -99      0.5441
          10448    4.67412e-11   3.864e-06         -99         -99         -99         -99   3.864e-06
          10472        5.40858       5.389       1.516         -99         -99         -99       7.784
          10483    5.36134e-05      0.1108         -99         -99         -99         -99      0.1108
          10484        2.61201       5.291       1.388         -99         -99         -99       6.061
          10487        5.30257       2.915         -99         -99         -99         -99       6.051
          10493        1.73936      0.1378         -99         -99         -99         -99       1.745
          10495         7.1786       11.13       3.182       2.803         -99         -99       13.91
          10497    5.25288e-05         -99         -99         -99         -99         -99   5.253e-05
          10514        9.58176        9.98       3.283       4.064   7.609e-08         -99       14.79
          10518        11.9088       18.89       15.69       5.688       1.963        0.41       27.95
          10521       0.923397   2.693e-05         -99         -99         -99         -99      0.9234
          10523        7.80007        5.42      0.7147         -99         -99         -99       9.525
          10525         3.6065       2.137         -99         -99         -99         -99       4.192
          10532    3.31426e-05   8.695e-06         -99         -99         -99         -99   3.426e-05
          10539        2.66679       2.987         -99         -99         -99         -99       4.004
          10546        8.41986       8.232       4.303      0.7225         -99         -99       12.56
          10550       5.02e-05   2.666e-05         -99         -99         -99         -99   5.684e-05
          10555        12.4486       16.49       9.389       3.517    8.15e-08         -99       22.97
          10564        14.0306       12.41       4.392      0.4574         -99         -99       19.24
          10582        2.54429       4.439       8.039       3.376       2.129         -99       10.33
          10583    7.53377e-11   7.903e-06         -99         -99         -99         -99   7.903e-06
          10585        1.58082       2.033      0.4756         -99         -99         -99       2.619
          10587        1.44804       2.272       2.793      0.8717       3.096       2.433       5.596
          10591    5.47437e-05   2.231e-05         -99         -99         -99         -99   5.912e-05
          10611    0.000155265       37.45       9.931       2.187      0.8881      0.2999       38.81
          10640        1.30027       2.182       2.107         -99         -99   3.797e-10         3.3
          10641        0.56449    1.04e-05         -99         -99         -99         -99      0.5645
          10642         3.6372       2.016         -99         -99         -99         -99       4.159
          10643       0.710522       1.224         -99         -99         -99         -99       1.415
          10654        2.94194   7.878e-05         -99         -99         -99         -99       2.942
          10656       0.624832       5.174      0.1291         -99         -99         -99       5.213
          10659       0.955424       1.275         -99         -99         -99         -99       1.594
          10661    6.34105e-11   1.456e-05         -99         -99         -99         -99   1.456e-05
          10665        3.27398       3.045     0.07865         -99         -99         -99       4.472
          10669        6.05985       1.753         -99         -99         -99         -99       6.308
          10670        3.74245       3.819       2.041         -99         -99         -99       5.723
          10674       0.212052         -99         -99         -99         -99         -99      0.2121
          10675    5.41922e-05         -99         -99         -99         -99         -99   5.419e-05
          10676        1.25843         -99         -99         -99         -99         -99       1.258
          10679    1.49968e-06       1.078         -99         -99         -99         -99       1.078
          10687        4.62287       1.632         -99         -99         -99         -99       4.903
          10692        2.17356   2.438e-05         -99         -99         -99         -99       2.174
          10695       0.949077   1.988e-05         -99         -99         -99   2.168e-10      0.9491
          10696        3.65636       6.517       1.731         -99         -99         -99       7.671
          10704       0.610566       1.286         -99         -99         -99         -99       1.423
          10705        3.93307       7.041       2.498       1.318      0.4164      0.9843       8.612
          10710        3.19172       3.377       1.849         -99         -99         -99       5.001
          10714      0.0630627       1.837         -99         -99         -99         -99       1.838
          10715        3.86028       2.585       4.632      0.4013         -99         -99       6.573
          10719      0.0584638         -99         -99         -99         -99         -99     0.05846
          10723        4.87467       3.395       4.035       1.745         -99         -99        7.39
          10725    3.89623e-05       3.503       1.628       1.214         -99         -99       4.049
          10727       0.576056    9.44e-06       1.511         -99         -99         -99       1.617
          10730    4.59567e-05      0.3795         -99         -99         -99         -99      0.3795
          10738        1.79865      0.7629         -99         -99         -99         -99       1.954
          10739        2.25348       1.951         -99         -99         -99         -99        2.98
          10749        20.0863       9.581       4.109           0         -99         -99       22.63
          10750        22.9575       18.33       20.53       11.31       2.546       4.659       37.96
          10754    2.48763e-06       2.425   8.645e-08         -99         -99         -99       2.425
          10763        10.6096       2.707         -99         -99         -99         -99       10.95
          10780        3.72495       4.319       3.165       3.388      0.1444         -99       7.352
          10783    5.10508e-05       3.974       4.825       2.215         -99         -99       6.632
          10788    1.69958e-05       1.485       2.899       1.137   4.762e-08   1.686e-10        3.45
          10789        1.35694      0.4842         -99         -99         -99         -99       1.441
          10794        1.42077         2.5         -99         -99         -99         -99       2.876
          10805    1.96477e-05         -99         -99         -99         -99         -99   1.965e-05
          10808        27.8704       19.65       3.985     0.04048         -99         -99       34.33
          10829        4.70107       3.951    0.006561         -99         -99         -99       6.141
          10853        5.03855       1.568         -99         -99         -99         -99       5.277
          10855        1.77794           0         -99         -99         -99         -99       1.778
          10861        1.51025       1.063         -99         -99         -99         -99       1.847
          10866        1.09099   1.564e-05         -99         -99         -99         -99       1.091
          10869        2.76094       1.239         -99         -99         -99         -99       3.026
          10870    3.01441e-05       0.777         -99         -99         -99         -99       0.777
          10879        10.2193       12.05       5.307      0.3651         -99         -99       16.67
          10884       0.775587       1.811         -99         -99         -99         -99        1.97
          10894        3.05948       1.429         -99         -99         -99         -99       3.377
          10898        2.15021       3.001       3.545       3.786       3.397      0.3586       7.224
          10909        12.3976        10.3       7.303       1.911       5.087       1.223       18.55
          10911        2.73268         -99         -99         -99         -99         -99       2.733
          10916    2.11013e-05      0.3512      0.7179       0.626     0.03427   1.541e-10       1.016
          10922    5.38049e-05   2.632e-05         -99         -99         -99         -99    5.99e-05
          10931    6.05765e-06       2.214         -99         -99         -99         -99       2.214
          10942        1.32257      0.0196         -99         -99         -99         -99       1.323
          10951       0.517021       1.613         -99         -99         -99         -99       1.694
          10954        5.50647       1.463         -99         -99         -99         -99       5.698
          10965        3.90945       2.467         -99         -99         -99         -99       4.623
          10966        3.35125       5.471       2.886         -99         -99         -99       7.035
          10970        2.64191       5.805       1.227         -99         -99         -99       6.495
          10976    4.54985e-05       1.369         -99         -99         -99         -99       1.369
          10992    5.46048e-05   2.869e-05         -99         -99         -99         -99   6.168e-05
          10994        2.62347       2.781         -99         -99         -99         -99       3.824
          11002        3.15475       3.633      0.9128         -99         -99         -99       4.898
          11006        11.0605       11.06       2.266         -99         -99         -99       15.81
          11012    2.04342e-05   1.217e-05         -99         -99         -99         -99   2.378e-05
          11013        3.23133       1.069       1.479         1.5         -99         -99       4.003
          11019         9.2253       4.659      0.9945         -99         -99         -99       10.38
          11046        2.56163       1.982         -99         -99         -99         -99       3.239
          11052        10.4079       11.29       2.105       2.393         -99         -99       15.68
          11053        3.80661       4.632        4.26       1.602         -99      0.4864       7.543
          11060       0.380305   1.453e-05         -99         -99         -99         -99      0.3803
          11063        13.1896       12.67        4.52      0.8493         -99         -99       18.86
          11076        1.35971       2.441         -99         -99         -99         -99       2.794
          11086        7.21127       2.612         -99         -99         -99         -99        7.67
          11093        4.79666       5.672       3.804       1.022         -99         -99       8.408
          11096        1.95275       3.558      0.1133         -99         -99         -99        4.06
          11097    5.44272e-05      0.1452         -99         -99         -99         -99      0.1452
          11109        2.47151        1.99         -99         -99         -99         -99       3.173
          11110       0.557143       3.418      0.6063         -99         -99         -99       3.515
          11120       0.929508         -99         -99         -99         -99         -99      0.9295
          11128        5.79737       2.089   7.688e-08         -99         -99         -99       6.162
          11137        4.88794        4.22        8.43       4.729       2.509   3.412e-10       11.89
          11140       0.254371       1.857         -99         -99         -99         -99       1.874
          11146    4.24638e-06       3.447       3.638       1.457         -99         -99       5.219
          11154        4.19286        1.09       2.471         -99         -99         -99       4.988
          11158    6.63144e-05       1.718    3.39e-07         -99         -99         -99       1.718
          11159         2.3783       4.502    0.002045         -99         -99         -99       5.092
          11164       0.632339    1.46e-05         -99         -99         -99         -99      0.6323
          11165        9.39213       4.725       1.002         -99         -99         -99       10.56
          11180    5.50439e-05   2.257e-05         -99         -99         -99         -99   5.949e-05
          11182       0.282401   1.748e-05         -99         -99         -99         -99      0.2824
          11183       0.584951         -99         -99         -99         -99         -99       0.585
          11194        2.67093      0.4775           0         -99         -99       2.224       3.508
          11201         5.0406        1.91       2.307   1.306e-07         -99         -99       5.863
          11211        2.22116       2.335         -99         -99         -99         -99       3.223
          11230        2.19053   1.662e-05         -99         -99         -99         -99       2.191
          11234    3.86848e-05   1.917e-05       5.828       2.723       1.812       2.469       7.125
          11235       0.176048      0.6641         -99         -99         -99         -99       0.687
          11237        1.47751     0.09265         -99         -99         -99         -99        1.48
          11238       0.728875       0.028         -99         -99         -99         -99      0.7294
          11241         1.4786        2.07       2.964      0.5777         -99         1.2       4.127
          11242       0.520915       0.653         -99         -99         -99         -99      0.8353
          11244         1.1974   6.311e-06         -99         -99         -99         -99       1.197
          11245        9.52097       3.697       2.228         -99         -99         -99       10.45
          11246        0.24189       1.198         -99         -99         -99         -99       1.223
          11249        1.85541       1.689         -99         -99         -99         -99       2.509
          11251        1.33701      0.6942         -99         -99         -99         -99       1.506
          11256      9.158e-07   8.538e-06         -99         -99         -99         -99   8.587e-06
          11262          3.414       1.493         -99         -99         -99         -99       3.726
          11276        3.71994        2.55       0.911       1.948         -99       1.483       5.212
          11281    1.96681e-06   1.129e-05     0.05016   4.565e-08         -99        1.78       1.781
          11289        1.65874      0.5058         -99         -99         -99         -99       1.734
          11296        2.83933       1.125         -99         -99         -99         -99       3.054
          11298     6.3464e-05       0.367         -99         -99         -99         -99       0.367
          11303         2.9561       4.394       2.241       3.416       1.611       1.759       7.101
          11306       0.244556   2.181e-05         -99         -99         -99         -99      0.2446
          11317        5.17715   2.519e-05         -99         -99         -99         -99       5.177
          11319        7.40296       10.67       4.229       3.181       2.189         -99       14.19
          11329        8.24206       7.483       5.563        1.33         -99         -99       12.52
          11340    6.00239e-05   2.306e-05         -99         -99         -99         -99    6.43e-05
          11345        2.33079      0.3362         -99         -99         -99         -99       2.355
          11348    4.66254e-05         -99         -99         -99         -99         -99   4.663e-05
          11354       0.390142   1.418e-05         -99         -99         -99         -99      0.3901
          11359       0.534338   1.558e-05         -99         -99         -99       1.134       1.254
          11363        4.89156       7.143       8.441       4.012        2.12         -99       12.91
          11366        2.63422      0.3552         -99         -99         -99         -99       2.658
          11378        1.14441      0.9073         -99         -99         -99         -99        1.46
          11388        7.36525        3.35       2.244         -99         -99         -99       8.397
          11391       0.627675      0.0932         -99         -99         -99         -99      0.6346
          11398        3.93991       4.024       2.296         -99         -99         -99       6.082
          11402        7.91284       9.518      0.6726        1.05         -99         -99       12.44
          11403       0.316949   1.872e-05         -99         -99         -99         -99      0.3169
          11411        3.34283        2.27         -99         -99         -99         -99       4.041
          11412        1.01499       1.032         -99         -99         -99         -99       1.447
          11415         7.5609       7.931      0.7244         -99         -99         -99       10.98
          11418         4.2287       5.447       1.856       3.325        0.84         -99       7.922
          11421    6.15951e-05       2.503         -99         -99         -99         -99       2.503
          11424       0.961162   2.247e-05         -99         -99         -99         -99      0.9612
          11438        1.48063   1.243e-05         -99         -99         -99         -99       1.481
          11449        7.23145       6.843        1.85         -99         -99         -99       10.13
          11451        2.13555   1.482e-05         -99         -99         -99         -99       2.136
          11455         1.0222   8.499e-06         -99         -99         -99         -99       1.022
          11461        6.80857       6.667       2.335         -99         -99         -99       9.811
          11464        3.67868       4.101       3.677        2.74         -99         -99       7.168
          11466        1.50448   8.955e-06         -99         -99         -99         -99       1.504
          11469       0.750653       1.551       3.267      0.8176         -99         -99       3.783
          11481         20.728       15.94       7.817       2.507         -99         -99       27.41
          11494        14.7214       9.414       2.684         -99         -99         -99       17.68
          11499        4.12932       11.21       13.48       6.978        5.91       2.715       20.38
          11513       0.457267         -99         -99         -99         -99         -99      0.4573
          11514        1.56084       3.124        1.34         -99         -99         -99        3.74
          11520      1.596e-05       5.215       7.793       4.769       4.774   2.469e-10       11.55
          11521        1.46018      0.3761         -99         -99         -99         -99       1.508
          11522    4.98181e-05           0         -99         -99         -99         -99   4.982e-05
          11533        2.95291       3.998       2.067         -99         -99         -99       5.383
          11541       0.214265       2.008      0.3948      0.8492         -99      0.3337       2.251
          11542       0.836207       1.181         -99         -99         -99         -99       1.447
          11543    5.71472e-06       1.535         -99         -99         -99         -99       1.535
          11545        1.30364       2.065         -99         -99         -99         -99       2.442
          11546       0.179055   1.628e-05         -99         -99         -99         -99      0.1791
          11550        7.50444        3.24       1.323         -99         -99         -99       8.281
          11563        15.0164       17.88       4.577       3.982       1.369         -99       24.16
          11564        2.15415       1.629         -99         -99         -99         -99         2.7
          11580        14.8652       26.72       10.27       7.264       1.595       4.503       33.41
          11596        1.30449   1.185e-06           0   3.402e-08         -99         -99       1.304
          11604        15.8871       11.82       2.273         -99         -99         -99       19.93
          11605       0.616169   1.514e-05         -99         -99         -99         -99      0.6162
          11608        1.31204       2.452         -99         -99         -99         -99       2.781
          11610       0.816169       2.046         -99         -99         -99         -99       2.203
          11613        1.82517   1.889e-05         -99         -99         -99         -99       1.825
          11617        1.15809       2.024         -99         -99         -99         -99       2.332
          11620        10.0369       8.043       9.017       3.923       1.188         -99       16.23
          11622        10.9374       9.334       2.234         -99         -99         -99       14.55
          11627        2.24122       1.419         -99         -99         -99         -99       2.653
          11630    1.84809e-06     0.07071         -99         -99         -99         -99     0.07071
          11633        1.10333       2.259         -99         -99         -99         -99       2.514
          11635        1.22604       1.136         -99         -99         -99         -99       1.672
          11654        3.23999       7.218   9.052e-08         -99         -99         -99       7.912
          11658        1.30631   1.564e-07        2.82       2.542         -99         -99       4.015
          11659        0.44703   1.717e-05         -99         -99         -99         -99       0.447
          11665       0.449118      0.6341         -99         -99         -99         -99      0.7771
          11675        1.81903      0.9054         -99         -99         -99         -99       2.032
          11688        1.04058       1.064      0.8896       1.767      0.5267       1.539       2.962
          11710        9.54813        10.9       7.114       3.073        1.75         -99       16.53
          11717        2.09976       1.437         -99         -99         -99         -99       2.544
          11735        79.0926       66.09       15.64       9.659      0.7075         -99       104.7
          11736        1.84944       2.256         -99         -99         -99         -99       2.917
          11737        7.11599       5.643       4.516      0.8261         -99         -99       10.18
          11740    5.14872e-05         -99         -99         -99         -99         -99   5.149e-05
          11742        3.62186       1.994         -99         -99         -99         -99       4.135
          11743        1.04376   1.975e-05         -99         -99         -99         -99       1.044
          11744        1.33333       1.098         -99         -99         -99         -99       1.727
          11747        2.41642        4.49      0.9582         -99         -99         -99       5.188
          11750        0.69676      0.4688         -99         -99         -99         -99      0.8398
          11752        1.74592       3.018       4.369      0.7027         -99         -99       5.634
          11754        2.75245       4.157       1.454         -99         -99         -99       5.193
          11756        1.15376       1.988       1.612         -99         -99         -99       2.807
          11758      0.0360699       4.424       5.801       6.472       5.506       2.037       11.38
          11760       0.698146       4.354   1.328e-07         -99         -99         -99       4.409
          11764        26.5876       29.25       19.32       6.117       4.277       2.041       44.67
          11793       0.054548   1.538e-05     0.05401         -99         -99      0.4411      0.4478
          11795       0.730778       2.646         -99         -99         -99         -99       2.745
          11797        1.40646       3.012       0.504         -99         -99         -99       3.362
          11807        19.1662       16.28       4.541      0.8931         -99         -99       25.57
          11808        34.9048       12.53       3.775     0.04897         -99         -99       37.28
          11810        2.52083        2.81       3.505        3.47        1.83       2.371       6.895
          11827            9.5       1.588       2.216       1.646         -99         -99       10.02
          11828        31.7287        31.1       5.483      0.8739         -99         -99       44.78
          11832        2.57587       2.435         -99         -99         -99         -99       3.544
          11842       0.862662       1.493         -99         -99         -99         -99       1.724
          11848        0.36149       2.253      0.7309      0.3917         -99       1.895        3.08
          11854        5.62021       4.889        7.05       3.062           0         -99        10.7
          11855        1.64175   1.151e-05         -99         -99         -99         -99       1.642
          11859        1.93236    2.46e-05         -99         -99         -99         -99       1.932
          11863        1.98023       3.173       1.153         -99         -99         -99       3.914
          11880        7.14932       3.718       2.031         -99         -99         -99        8.31
          11889        2.76568       1.117         -99         -99         -99         -99       2.983
          11891        4.46801       7.184       1.659         -99         -99         -99       8.621
          11900        2.52927       4.061       1.569         -99         -99         -99       5.035
          11905         4.0583       4.871       1.397         -99         -99         -99       6.492
          11911       0.631991       3.954       3.034       1.606         -99         -99       5.275
          11912        1.06115       2.246     0.03586         -99         -99         -99       2.484
          11927        2.37325       2.287         -99         -99         -99         -99       3.296
          11933       0.338716   3.221e-12        1.46       1.327       1.782      0.4496       2.717
          11937        3.13541       2.382       3.185      0.2989         -99         -99       5.074
          11938       0.877085       4.253       3.339        2.08       2.523       1.334       6.518
          11940        1.37341       1.853      0.6749         -99         -99         -99       2.403
          11942        3.10392       2.734       2.061         -99         -99        1.57       4.881
          11946        8.27858       8.982       1.468         -99         -99         -99        12.3
          11948         2.9013     0.05591     0.09386         -99         -99         -99       2.903
