#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       1.016           1       1.276       1.138       0.276   9.657e+04
       1.138           1         1.5        1.25         0.5   1.867e+05
       1.154           1         1.5        1.25         0.5   1.867e+05
        1.14           1         1.2         1.1         0.2   6.815e+04
       1.485           1         1.5        1.25         0.5   1.867e+05
       1.256           1         1.5        1.25         0.5   1.867e+05
       1.358           1         1.5        1.25         0.5   1.867e+05
       1.021           1       1.381       1.191       0.381   1.378e+05
       1.363           1         1.5        1.25         0.5   1.867e+05
       1.144           1         1.5        1.25         0.5   1.867e+05
        1.17           1         1.5        1.25         0.5   1.867e+05
       1.488           1         1.5        1.25         0.5   1.867e+05
       1.142           1         1.5        1.25         0.5   1.867e+05
       1.296           1       1.496       1.248       0.496   1.851e+05
       1.109           1       1.349       1.175       0.349    1.25e+05
        1.14           1         1.5        1.25         0.5   1.867e+05
       1.109           1       1.129       1.065       0.129   4.278e+04
       1.126           1         1.5        1.25         0.5   1.867e+05
       1.351           1         1.5        1.25         0.5   1.867e+05
        1.26           1        1.28        1.14        0.28    9.81e+04
       1.224           1       1.384       1.192       0.384    1.39e+05
       1.461           1         1.5        1.25         0.5   1.867e+05
       1.453           1         1.5        1.25         0.5   1.867e+05
       1.029           1       1.429       1.214       0.429   1.572e+05
       1.027           1         1.5        1.25         0.5   1.867e+05
       1.465           1         1.5        1.25         0.5   1.867e+05
       1.431           1         1.5        1.25         0.5   1.867e+05
       1.246           1         1.5        1.25         0.5   1.867e+05
       1.261           1       1.441        1.22       0.441   1.622e+05
       1.083           1       1.163       1.082       0.163   5.478e+04
       1.485           1         1.5        1.25         0.5   1.867e+05
       1.027           1         1.5        1.25         0.5   1.867e+05
       1.491           1         1.5        1.25         0.5   1.867e+05
       1.008           1       1.348       1.174       0.348   1.246e+05
       1.242           1       1.462       1.231       0.462   1.709e+05
       1.141           1         1.5        1.25         0.5   1.867e+05
        1.26           1        1.28        1.14        0.28    9.81e+04
       1.363           1         1.5        1.25         0.5   1.867e+05
       1.359           1         1.5        1.25         0.5   1.867e+05
       1.226           1         1.5        1.25         0.5   1.867e+05
       1.183           1         1.5        1.25         0.5   1.867e+05
       1.083           1       1.183       1.091       0.183   6.196e+04
        1.37           1         1.5        1.25         0.5   1.867e+05
       1.022           1         1.5        1.25         0.5   1.867e+05
       1.023           1       1.083       1.042       0.083   2.701e+04
       1.363           1         1.5        1.25         0.5   1.867e+05
       1.002           1       1.462       1.231       0.462   1.709e+05
       1.145           1         1.5        1.25         0.5   1.867e+05
       1.237           1         1.5        1.25         0.5   1.867e+05
       1.225           1         1.5        1.25         0.5   1.867e+05
        1.14           1         1.5        1.25         0.5   1.867e+05
       1.226           1         1.5        1.25         0.5   1.867e+05
       1.022           1         1.5        1.25         0.5   1.867e+05
       1.005           1       1.105       1.052       0.105   3.448e+04
        1.01           1        1.17       1.085        0.17   5.728e+04
       1.268           1         1.5        1.25         0.5   1.867e+05
        1.27           1         1.5        1.25         0.5   1.867e+05
        1.14           1         1.5        1.25         0.5   1.867e+05
       1.153           1       1.393       1.196       0.393   1.426e+05
       1.142           1       1.442       1.221       0.442   1.626e+05
       1.359           1         1.5        1.25         0.5   1.867e+05
       1.249           1       1.409       1.204       0.409   1.491e+05
       1.155           1       1.415       1.208       0.415   1.515e+05
       1.261           1       1.441        1.22       0.441   1.622e+05
       1.083           1       1.163       1.082       0.163   5.478e+04
       1.225           1       1.445       1.222       0.445   1.638e+05
       1.144           1         1.5        1.25         0.5   1.867e+05
