#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       0.779         0.6         0.8         0.7         0.2   4.233e+04
        0.75         0.6         0.8         0.7         0.2   4.233e+04
      0.6338         0.6      0.7538      0.6769      0.1538   3.123e+04
      0.7038         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6      0.6393      0.6197      0.0393        7117
       0.779         0.6         0.8         0.7         0.2   4.233e+04
      0.6407         0.6         0.8         0.7         0.2   4.233e+04
      0.7517         0.6         0.8         0.7         0.2   4.233e+04
      0.7469         0.6         0.8         0.7         0.2   4.233e+04
      0.7936         0.6         0.8         0.7         0.2   4.233e+04
      0.7659         0.6         0.8         0.7         0.2   4.233e+04
      0.6342         0.6      0.6742      0.6371      0.0742   1.394e+04
       0.696         0.6       0.796       0.698       0.196   4.134e+04
      0.7041         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6         0.8         0.7         0.2   4.233e+04
      0.7609         0.6         0.8         0.7         0.2   4.233e+04
      0.6809         0.6         0.8         0.7         0.2   4.233e+04
      0.6342         0.6      0.6742      0.6371      0.0742   1.394e+04
       0.696         0.6       0.796       0.698       0.196   4.134e+04
       0.748         0.6         0.8         0.7         0.2   4.233e+04
      0.7837         0.6         0.8         0.7         0.2   4.233e+04
      0.7936         0.6         0.8         0.7         0.2   4.233e+04
      0.6385         0.6      0.7785      0.6893      0.1785   3.707e+04
      0.7798         0.6         0.8         0.7         0.2   4.233e+04
      0.7836         0.6         0.8         0.7         0.2   4.233e+04
      0.7936         0.6         0.8         0.7         0.2   4.233e+04
      0.7152         0.6         0.8         0.7         0.2   4.233e+04
        0.74         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6      0.7017      0.6509      0.1017   1.964e+04
       0.749         0.6       0.749      0.6745       0.149   3.012e+04
      0.6827         0.6      0.7827      0.6914      0.1827   3.808e+04
      0.6422         0.6      0.7422      0.6711      0.1422   2.856e+04
       0.761         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6      0.7593      0.6797      0.1593   3.251e+04
      0.7781         0.6         0.8         0.7         0.2   4.233e+04
       0.761         0.6         0.8         0.7         0.2   4.233e+04
      0.6801         0.6         0.8         0.7         0.2   4.233e+04
      0.7837         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6      0.7593      0.6797      0.1593   3.251e+04
      0.7913         0.6         0.8         0.7         0.2   4.233e+04
       0.679         0.6         0.8         0.7         0.2   4.233e+04
      0.6337         0.6         0.8         0.7         0.2   4.233e+04
      0.7435         0.6         0.8         0.7         0.2   4.233e+04
      0.6338         0.6      0.7538      0.6769      0.1538   3.123e+04
      0.7038         0.6         0.8         0.7         0.2   4.233e+04
        0.61         0.6        0.73       0.665        0.13   2.581e+04
       0.783         0.6         0.8         0.7         0.2   4.233e+04
        0.61         0.6        0.73       0.665        0.13   2.581e+04
      0.6419         0.6         0.8         0.7         0.2   4.233e+04
      0.7843         0.6         0.8         0.7         0.2   4.233e+04
        0.78         0.6         0.8         0.7         0.2   4.233e+04
      0.7781         0.6         0.8         0.7         0.2   4.233e+04
      0.6881         0.6      0.6881      0.6441      0.0881   1.679e+04
      0.7452         0.6         0.8         0.7         0.2   4.233e+04
      0.6817         0.6      0.7017      0.6509      0.1017   1.964e+04
       0.783         0.6         0.8         0.7         0.2   4.233e+04
      0.6319         0.6      0.6719       0.636      0.0719   1.348e+04
      0.7798         0.6         0.8         0.7         0.2   4.233e+04
        0.75         0.6         0.8         0.7         0.2   4.233e+04
      0.6346         0.6      0.7546      0.6773      0.1546   3.141e+04
      0.6319         0.6      0.6719       0.636      0.0719   1.348e+04
        0.75         0.6         0.8         0.7         0.2   4.233e+04
      0.6827         0.6      0.7827      0.6914      0.1827   3.808e+04
      0.6766         0.6         0.8         0.7         0.2   4.233e+04
       0.696         0.6       0.796       0.698       0.196   4.134e+04
      0.7517         0.6         0.8         0.7         0.2   4.233e+04
      0.7435         0.6         0.8         0.7         0.2   4.233e+04
       0.683         0.6         0.8         0.7         0.2   4.233e+04
      0.6807         0.6      0.7207      0.6604      0.1207   2.375e+04
      0.6807         0.6      0.7207      0.6604      0.1207   2.375e+04
      0.6817         0.6      0.7017      0.6509      0.1017   1.964e+04
      0.7803         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6         0.8         0.7         0.2   4.233e+04
       0.746         0.6         0.8         0.7         0.2   4.233e+04
       0.746         0.6         0.8         0.7         0.2   4.233e+04
      0.6419         0.6         0.8         0.7         0.2   4.233e+04
      0.6407         0.6         0.8         0.7         0.2   4.233e+04
      0.6393         0.6      0.7593      0.6797      0.1593   3.251e+04
      0.6393         0.6      0.7593      0.6797      0.1593   3.251e+04
      0.6817         0.6      0.7017      0.6509      0.1017   1.964e+04
      0.6338         0.6      0.7538      0.6769      0.1538   3.123e+04
      0.6422         0.6      0.7422      0.6711      0.1422   2.856e+04
