#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
       0.136           0         0.2         0.1         0.2        2111
       0.131           0       0.191      0.0955       0.191        1851
       0.051           0       0.071      0.0355       0.071       103.3
       0.051           0       0.071      0.0355       0.071       103.3
       0.112           0       0.132       0.066       0.132       636.8
        0.09           0        0.13       0.065        0.13       609.1
      0.1947           0      0.1947     0.09735      0.1947        1955
      0.1892           0         0.2         0.1         0.2        2111
       0.114           0       0.174       0.087       0.174        1416
      0.1049           0      0.1649     0.08245      0.1649        1213
      0.1137           0      0.1937     0.09685      0.1937        1926
      0.0786           0      0.1386      0.0693      0.1386       733.8
      0.1947           0      0.1947     0.09735      0.1947        1955
      0.1947           0      0.1947     0.09735      0.1947        1955
       0.136           0         0.2         0.1         0.2        2111
       0.051           0       0.071      0.0355       0.071       103.3
       0.114           0       0.174       0.087       0.174        1416
      0.0786           0      0.1386      0.0693      0.1386       733.8
       0.051           0       0.071      0.0355       0.071       103.3
      0.1389           0         0.2         0.1         0.2        2111
