#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
        2.03           2         2.5        2.25         0.5   2.394e+05
       2.081           2       2.081        2.04       0.081   3.828e+04
       2.243           2       2.283       2.142       0.283   1.348e+05
       2.319           2       2.359       2.179       0.359   1.714e+05
       2.199           2         2.5        2.25         0.5   2.394e+05
       2.081           2       2.081        2.04       0.081   3.828e+04
       2.191           2         2.5        2.25         0.5   2.394e+05
        2.11           2        2.29       2.145        0.29   1.382e+05
       2.212           2         2.5        2.25         0.5   2.394e+05
       2.046           2       2.346       2.173       0.346   1.651e+05
       2.387           2         2.5        2.25         0.5   2.394e+05
       2.275           2         2.5        2.25         0.5   2.394e+05
        2.41           2         2.5        2.25         0.5   2.394e+05
       2.079           2         2.5        2.25         0.5   2.394e+05
       2.088           2       2.488       2.244       0.488   2.336e+05
        2.41           2         2.5        2.25         0.5   2.394e+05
       2.325           2         2.5        2.25         0.5   2.394e+05
       2.084           2         2.5        2.25         0.5   2.394e+05
       2.032           2       2.432       2.216       0.432   2.066e+05
       2.481           2         2.5        2.25         0.5   2.394e+05
        2.41           2         2.5        2.25         0.5   2.394e+05
       2.398           2         2.5        2.25         0.5   2.394e+05
       2.365           2         2.5        2.25         0.5   2.394e+05
        2.45           2         2.5        2.25         0.5   2.394e+05
       2.323           2         2.5        2.25         0.5   2.394e+05
           2           2         2.5        2.25         0.5   2.394e+05
       2.008           2       2.068       2.034       0.068   3.211e+04
       2.079           2         2.5        2.25         0.5   2.394e+05
       2.178           2       2.178       2.089       0.178   8.448e+04
       2.011           2         2.5        2.25         0.5   2.394e+05
        2.32           2         2.5        2.25         0.5   2.394e+05
       2.011           2         2.5        2.25         0.5   2.394e+05
        2.34           2         2.5        2.25         0.5   2.394e+05
       2.403           2         2.5        2.25         0.5   2.394e+05
       2.056           2       2.416       2.208       0.416   1.988e+05
       2.205           2         2.5        2.25         0.5   2.394e+05
       2.295           2         2.5        2.25         0.5   2.394e+05
       2.008           2       2.068       2.034       0.068   3.211e+04
       2.199           2         2.5        2.25         0.5   2.394e+05
        2.26           2         2.5        2.25         0.5   2.394e+05
        2.35           2         2.5        2.25         0.5   2.394e+05
        2.11           2        2.29       2.145        0.29   1.382e+05
       2.302           2         2.5        2.25         0.5   2.394e+05
       2.404           2         2.5        2.25         0.5   2.394e+05
       2.246           2         2.5        2.25         0.5   2.394e+05
       2.275           2         2.5        2.25         0.5   2.394e+05
        2.48           2         2.5        2.25         0.5   2.394e+05
        2.01           2        2.09       2.045        0.09   4.255e+04
        2.09           2        2.09       2.045        0.09   4.255e+04
        2.13           2        2.41       2.205        0.41   1.959e+05
       2.119           2         2.5        2.25         0.5   2.394e+05
       2.198           2         2.5        2.25         0.5   2.394e+05
        2.49           2         2.5        2.25         0.5   2.394e+05
        2.26           2         2.5        2.25         0.5   2.394e+05
        2.09           2        2.09       2.045        0.09   4.255e+04
       2.484           2         2.5        2.25         0.5   2.394e+05
        2.11           2        2.29       2.145        0.29   1.382e+05
       2.205           2         2.5        2.25         0.5   2.394e+05
       2.401           2         2.5        2.25         0.5   2.394e+05
        2.14           2         2.5        2.25         0.5   2.394e+05
        2.11           2        2.29       2.145        0.29   1.382e+05
       2.319           2       2.359       2.179       0.359   1.714e+05
       2.486           2         2.5        2.25         0.5   2.394e+05
       2.216           2         2.5        2.25         0.5   2.394e+05
        2.01           2        2.09       2.045        0.09   4.255e+04
       2.081           2       2.081        2.04       0.081   3.828e+04
       2.088           2       2.488       2.244       0.488   2.336e+05
        2.04           2         2.5        2.25         0.5   2.394e+05
        2.11           2        2.29       2.145        0.29   1.382e+05
       2.198           2         2.5        2.25         0.5   2.394e+05
       2.484           2         2.5        2.25         0.5   2.394e+05
       2.335           2         2.5        2.25         0.5   2.394e+05
       2.486           2         2.5        2.25         0.5   2.394e+05
        2.02           2         2.5        2.25         0.5   2.394e+05
       2.398           2         2.5        2.25         0.5   2.394e+05
       2.401           2         2.5        2.25         0.5   2.394e+05
        2.45           2         2.5        2.25         0.5   2.394e+05
