#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
        4.82           4           6           5           2   7.945e+05
       4.056           4           6           5           2   7.945e+05
       4.229           4           6           5           2   7.945e+05
       4.496           4           6           5           2   7.945e+05
       4.051           4       4.651       4.325       0.651   2.774e+05
       4.051           4       4.651       4.325       0.651   2.774e+05
        5.47           4           6           5           2   7.945e+05
       4.056           4           6           5           2   7.945e+05
       4.689           4           6           5           2   7.945e+05
       4.056           4           6           5           2   7.945e+05
       4.056           4           6           5           2   7.945e+05
       5.551           4           6           5           2   7.945e+05
       4.496           4           6           5           2   7.945e+05
