#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
         1.9         1.5           2        1.75         0.5    2.25e+05
        1.99         1.5           2        1.75         0.5    2.25e+05
       1.604         1.5           2        1.75         0.5    2.25e+05
       1.807         1.5           2        1.75         0.5    2.25e+05
        1.69         1.5        1.73       1.615        0.23   1.006e+05
       1.526         1.5       1.726       1.613       0.226   9.876e+04
       1.872         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5           2        1.75         0.5    2.25e+05
       1.598         1.5       1.598       1.549       0.098   4.206e+04
       1.711         1.5       1.751       1.626       0.251     1.1e+05
       1.988         1.5           2        1.75         0.5    2.25e+05
        1.82         1.5        1.96        1.73        0.46   2.062e+05
         1.7         1.5        1.82        1.66        0.32   1.414e+05
       1.599         1.5       1.819       1.659       0.319    1.41e+05
       1.605         1.5           2        1.75         0.5    2.25e+05
       1.526         1.5       1.926       1.713       0.426   1.904e+05
       1.711         1.5       1.751       1.626       0.251     1.1e+05
       1.531         1.5           2        1.75         0.5    2.25e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
       1.524         1.5           2        1.75         0.5    2.25e+05
       1.675         1.5       1.695       1.598       0.195   8.487e+04
       1.979         1.5           2        1.75         0.5    2.25e+05
        1.87         1.5           2        1.75         0.5    2.25e+05
         1.6         1.5        1.72        1.61        0.22   9.606e+04
       1.833         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5           2        1.75         0.5    2.25e+05
       1.971         1.5           2        1.75         0.5    2.25e+05
        1.69         1.5        1.73       1.615        0.23   1.006e+05
         1.7         1.5        1.82        1.66        0.32   1.414e+05
       1.675         1.5       1.695       1.598       0.195   8.487e+04
        1.53         1.5        1.89       1.695        0.39   1.737e+05
        1.69         1.5        1.73       1.615        0.23   1.006e+05
        1.99         1.5           2        1.75         0.5    2.25e+05
       1.938         1.5           2        1.75         0.5    2.25e+05
        1.53         1.5        1.89       1.695        0.39   1.737e+05
        1.94         1.5           2        1.75         0.5    2.25e+05
       1.535         1.5       1.615       1.558       0.115   4.948e+04
       1.598         1.5       1.598       1.549       0.098   4.206e+04
       1.521         1.5       1.641       1.571       0.141    6.09e+04
        1.98         1.5        1.98        1.74        0.48   2.156e+05
         1.6         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.522         1.5           2        1.75         0.5    2.25e+05
        1.76         1.5           2        1.75         0.5    2.25e+05
       1.998         1.5           2        1.75         0.5    2.25e+05
       1.833         1.5           2        1.75         0.5    2.25e+05
       1.522         1.5           2        1.75         0.5    2.25e+05
       1.563         1.5           2        1.75         0.5    2.25e+05
       1.987         1.5           2        1.75         0.5    2.25e+05
        1.82         1.5        1.96        1.73        0.46   2.062e+05
        1.71         1.5           2        1.75         0.5    2.25e+05
       1.707         1.5           2        1.75         0.5    2.25e+05
         1.6         1.5           2        1.75         0.5    2.25e+05
       1.968         1.5           2        1.75         0.5    2.25e+05
       1.706         1.5           2        1.75         0.5    2.25e+05
        1.82         1.5        1.96        1.73        0.46   2.062e+05
        1.94         1.5           2        1.75         0.5    2.25e+05
        1.96         1.5           2        1.75         0.5    2.25e+05
        1.94         1.5           2        1.75         0.5    2.25e+05
       1.973         1.5           2        1.75         0.5    2.25e+05
       1.997         1.5           2        1.75         0.5    2.25e+05
       1.979         1.5           2        1.75         0.5    2.25e+05
       1.711         1.5       1.751       1.626       0.251     1.1e+05
       1.599         1.5       1.819       1.659       0.319    1.41e+05
       1.535         1.5       1.615       1.558       0.115   4.948e+04
       1.997         1.5           2        1.75         0.5    2.25e+05
       1.993         1.5           2        1.75         0.5    2.25e+05
       1.977         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
        1.59         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5           2        1.75         0.5    2.25e+05
       1.873         1.5           2        1.75         0.5    2.25e+05
       1.938         1.5           2        1.75         0.5    2.25e+05
       1.993         1.5           2        1.75         0.5    2.25e+05
       1.996         1.5           2        1.75         0.5    2.25e+05
       1.973         1.5           2        1.75         0.5    2.25e+05
       1.526         1.5       1.726       1.613       0.226   9.876e+04
        1.96         1.5           2        1.75         0.5    2.25e+05
       1.807         1.5           2        1.75         0.5    2.25e+05
       1.526         1.5       1.926       1.713       0.426   1.904e+05
        1.59         1.5        1.95       1.725        0.45   2.016e+05
       1.998         1.5           2        1.75         0.5    2.25e+05
