#      coo_z    coo_zmin    coo_zmax    coo_zcen    coo_zdis    coo_Vmax
#
        3.13           3        3.71       3.355        0.71   3.303e+05
        3.19           3           4         3.5           1   4.597e+05
       3.656           3       3.956       3.478       0.956   4.403e+05
       3.608           3           4         3.5           1   4.597e+05
       3.134           3           4         3.5           1   4.597e+05
       3.656           3       3.956       3.478       0.956   4.403e+05
       3.002           3       3.302       3.151       0.302   1.426e+05
        3.13           3           4         3.5           1   4.597e+05
        3.13           3        3.71       3.355        0.71   3.303e+05
       3.608           3           4         3.5           1   4.597e+05
        3.53           3           4         3.5           1   4.597e+05
       3.446           3           4         3.5           1   4.597e+05
       3.277           3           4         3.5           1   4.597e+05
        3.12           3           4         3.5           1   4.597e+05
       3.988           3           4         3.5           1   4.597e+05
       3.501           3           4         3.5           1   4.597e+05
       3.834           3           4         3.5           1   4.597e+05
       3.663           3           4         3.5           1   4.597e+05
        3.13           3        3.71       3.355        0.71   3.303e+05
       3.074           3       3.794       3.397       0.794   3.682e+05
       3.002           3       3.302       3.151       0.302   1.426e+05
       3.904           3           4         3.5           1   4.597e+05
       3.728           3           4         3.5           1   4.597e+05
       3.214           3           4         3.5           1   4.597e+05
       3.591           3           4         3.5           1   4.597e+05
       3.796           3           4         3.5           1   4.597e+05
       3.074           3       3.794       3.397       0.794   3.682e+05
       3.608           3           4         3.5           1   4.597e+05
       3.213           3           4         3.5           1   4.597e+05
        3.12           3           4         3.5           1   4.597e+05
        3.18           3         3.7        3.35         0.7   3.258e+05
       3.168           3       3.968       3.484       0.968   4.456e+05
        3.13           3        3.71       3.355        0.71   3.303e+05
        3.19           3           4         3.5           1   4.597e+05
       3.446           3           4         3.5           1   4.597e+05
       3.608           3           4         3.5           1   4.597e+05
       3.354           3       3.354       3.177       0.354   1.669e+05
        3.21           3        3.75       3.375        0.75   3.484e+05
