#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         238.952         22.3413        0.174031       0.0934969       0.0382321               1         14.7975               1         14.7975
            8.3         211.844         31.3916        0.250395        0.148183       0.0605938               1         7.73955               1         7.73955
            8.5         187.694         44.0807        0.360268        0.234854       0.0960348               0           1e-30               0           1e-30
            8.7         166.132         61.8374        0.518353        0.372218        0.152205               0           1e-30               0           1e-30
            8.9         146.815         86.6098        0.745806        0.589925        0.241228               0           1e-30               0           1e-30
            9.1         129.419         121.002         1.07306        0.934969        0.382321               3         42.2242               3         42.2242
            9.3         113.631         168.382         1.54392         1.48183        0.605938               5         20.2114               1         4.68464
            9.5         99.1437         232.843          2.2214         2.34854        0.960348               9         41.9728               0           1e-30
            9.7         85.6472         318.794         3.19614         3.72218         1.52205              21         160.873               0           1e-30
            9.9         72.8357         429.676          4.5986         5.89925         2.41228              35         397.073               4         108.744
           10.1         60.4288          564.99         6.61646         9.34969         3.82321              50         797.167               5         251.362
           10.3         48.2277         711.178         9.51976         14.7463         6.05938              53         765.851               2         98.6351
           10.5         36.2243         804.651          13.697          22.213         9.60348              47         788.324               0           1e-30
           10.7         24.7579         783.875         19.7072         31.6616         15.2205              25         543.519               1         58.2521
           10.9         14.6294         624.719         28.3548         42.7029         24.1228              20         835.357               2         293.207
           11.1         6.93463         377.925         40.7968         54.4982         38.2321              12          308.23               0           1e-30
           11.3         2.38937          157.25         58.6983         65.8123         60.5938               8         139.325               0           1e-30
           11.5        0.552833         41.5744         84.4551         75.2025         96.0348               0           1e-30               0           1e-30
           11.7       0.0988261         8.03579         121.514         81.3125         152.205               0           1e-30               0           1e-30
           11.9       0.0206924         1.72145         174.834         83.1921         241.228               0           1e-30               0           1e-30
           12.1       0.0045921        0.369844         251.551         80.5391         382.321               0           1e-30               0           1e-30
           12.3     0.000777058       0.0573305         361.931         73.7789         605.938               0           1e-30               0           1e-30
           12.5      7.7186e-05      0.00493623         520.746         63.9524         960.348               0           1e-30               0           1e-30
           12.7     3.14363e-06     0.000164897         749.249         52.4544         1522.05               0           1e-30               0           1e-30
           12.9     3.01023e-08     1.22548e-06         1078.02         40.7105         2412.28               0           1e-30               0           1e-30
           13.1     2.82934e-11     8.45895e-10         1551.05         29.8973         3823.21               0           1e-30               0           1e-30
