#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         8.02969         1.86656        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         8.52658         3.14136         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5         9.23999         5.39529         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7           10.21         9.44862         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         11.4823         16.8412         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         13.1055         30.4647         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3          15.124         55.7198         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         17.5628          102.55          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         20.3987         188.775         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         23.5091          344.81         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         26.5939         618.195         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3          29.078         1071.29         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5         30.0531         1754.82         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         28.4092         2629.07          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         23.3989         3430.48         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         15.6594         3515.35         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         7.76216         2524.71         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5         2.60407         1161.22         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7        0.613474         354.889         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9        0.139706         99.2075         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1        0.034836         28.7338         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3      0.00730744         6.62467         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     0.000975797         0.92001         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     5.80087e-05       0.0538221         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     8.92947e-07     0.000771484         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     1.53657e-09     1.16974e-06         7202.96         761.265         16748.3               0           1e-30               0           1e-30
