#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         7.97622         1.85413        0.808186        0.232457        0.167483               1         157.708               1         157.708
            8.3         8.46327         3.11804         1.16282         0.36842        0.265442               0           1e-30               0           1e-30
            8.5           9.165          5.3515         1.67306        0.583906        0.420698               0           1e-30               0           1e-30
            8.7         10.1217         9.36695         2.40719        0.925429        0.666761               0           1e-30               0           1e-30
            8.9         11.3801         16.6912         3.46347         1.46671         1.05674               0           1e-30               0           1e-30
            9.1         12.9908          30.198         4.98323         2.32457         1.67483               0           1e-30               0           1e-30
            9.3         15.0028         55.2732         7.16987          3.6842         2.65442               1         154.714               1         154.714
            9.5         17.4499         101.891          10.316         5.83906         4.20698               0           1e-30               0           1e-30
            9.7         20.3242         188.086         14.8426         9.25429         6.66761               0           1e-30               0           1e-30
            9.9         23.5259         345.055         21.3556         14.6671         10.5674               3         429.229               2         348.784
           10.1         26.7808         622.539         30.7264         23.2457         16.7483               2         266.134               1         137.781
           10.3          29.525         1087.76         44.2091          36.842         26.5442               4         654.991               2         475.221
           10.5         30.8028         1798.59         63.6079         58.3906         42.0698              17         2521.26               1         411.156
           10.7         29.3433         2715.52          91.519         92.5429         66.6761              14         2497.75               1         469.132
           10.9         24.1376         3538.78         131.677         146.609         105.674              14         2531.25               1         464.786
           11.1         15.7027         3525.09         189.457         224.488         167.483              10         2448.19               0           1e-30
           11.3         7.03196          2287.2         272.591         325.258         265.442               7         1684.26               0           1e-30
           11.5         1.74038         776.082         392.203         445.926         420.698               3          948.25               0           1e-30
           11.7        0.168168         97.2835         564.302         578.491         666.761               2          933.16               0           1e-30
           11.9      0.00365973         2.59884         811.916         710.118         1056.74               0           1e-30               0           1e-30
           12.1     7.51711e-06      0.00620034         1168.18         824.831         1674.83               0           1e-30               0           1e-30
           12.3      3.7144e-10     3.36735e-07         1680.78         906.565         2654.42               0           1e-30               0           1e-30
           12.5     5.53795e-17     5.22134e-14         2418.31          942.83         4206.98               0           1e-30               0           1e-30
           12.7     1.84797e-27      1.7146e-24         3479.46         927.828         6667.61               0           1e-30               0           1e-30
           12.9     2.85085e-43     2.46306e-40         5006.24         863.976         10567.4               0           1e-30               0           1e-30
           13.1     3.95684e-68      3.0122e-65         7202.96         761.265         16748.3               0           1e-30               0           1e-30
