#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         407.741         53.4333        0.325062        0.131047       0.0721265               0           1e-30               0           1e-30
            8.3         336.509         69.8915        0.467699        0.207696        0.114313               0           1e-30               0           1e-30
            8.5         277.867         91.4673        0.672924        0.329176        0.181174               0           1e-30               0           1e-30
            8.7         229.504         119.734        0.968203        0.521709        0.287141               0           1e-30               0           1e-30
            8.9         189.526          156.71         1.39305        0.826853        0.455088               0           1e-30               0           1e-30
            9.1         156.383         204.936         2.00432         1.31047        0.721265               0           1e-30               0           1e-30
            9.3         128.805         267.522         2.88381         2.07696         1.14313               1         43.4003               1         43.4003
            9.5         105.744         348.085         4.14922         3.29176         1.81174               2         48.9179               1         30.6263
            9.7         86.3486         450.488         5.96989         5.21709         2.87141               3         108.405               1         62.6553
            9.9          69.928         578.201         8.58947         8.26853         4.55088               8          269.84               3         142.024
           10.1         55.9366         733.034         12.3585         13.1047         7.21265              22          638.49               0           1e-30
           10.3         43.9483         912.788         17.7814         20.7696         11.4313              30         1394.81               3         378.069
           10.5          33.609         1105.13         25.5839          32.882         18.1174              30         1288.46               1         114.844
           10.7         24.5642         1231.72           36.81         50.1429         28.7141              30         1483.11               0           1e-30
           10.9         16.4562         1190.67         52.9622         72.3537         45.5088              21         1699.58               1          414.84
           11.1         9.23216         912.043          76.202         98.7898         72.1265              11         655.553               0           1e-30
           11.3         3.66497         467.771         109.639         127.633         114.313               3         260.191               0           1e-30
           11.5        0.783912         122.316         157.749         156.032         181.174               0           1e-30               0           1e-30
           11.7       0.0607313         10.9617         226.969         180.495         287.141               0           1e-30               0           1e-30
           11.9      0.00102477        0.202462         326.563         197.568         455.088               0           1e-30               0           1e-30
           12.1     2.16274e-06      0.00044256         469.858         204.629         721.265               0           1e-30               0           1e-30
           12.3     2.03658e-10     4.08433e-08         676.031         200.548         1143.13               0           1e-30               0           1e-30
           12.5      9.6018e-17     1.78576e-14         972.672         185.982         1811.74               0           1e-30               0           1e-30
           12.7     8.50988e-27     1.38882e-24         1399.48           163.2         2871.41               0           1e-30               0           1e-30
           12.9       9.217e-43       1.249e-40         2013.57          135.51         4550.88               0           1e-30               0           1e-30
           13.1     4.22915e-68     4.50274e-66         2897.12         106.469         7212.65               0           1e-30               0           1e-30
