#         SMF_M           SMF_N         SMF_SFR      SargentSFR    SchreiberSFR    BetherminSFR           OBS_N         OBS_SFR        OBS_N_SB       OBS_SFR_SB
#
            8.1         618.954         112.205        0.565576        0.181282         0.13275               0           1e-30               0           1e-30
            8.3         469.189         134.804        0.813751        0.287312        0.210395               0           1e-30               0           1e-30
            8.5         355.478          161.87         1.17082        0.455359        0.333453               0           1e-30               0           1e-30
            8.7         269.121         194.223         1.68458        0.721695        0.528488               0           1e-30               0           1e-30
            8.9         203.526         232.795         2.42377         1.14381        0.837597               0           1e-30               0           1e-30
            9.1         153.702         278.633         3.48732         1.81282          1.3275               0           1e-30               0           1e-30
            9.3         115.883         332.947         5.01754         2.87312         2.10395               0           1e-30               0           1e-30
            9.5          87.239         397.251         7.21924         4.55359         3.33453               1         55.3657               1         55.3657
            9.7         65.6539         473.821          10.387         7.21695         5.28488               1           51.52               1           51.52
            9.9          49.552         566.781         14.9448         11.4381         8.37597               5         352.842               2         211.063
           10.1         37.7372         684.106         21.5026         18.1282          13.275               9         975.498               5         782.743
           10.3         29.2225         839.598         30.9379         28.7312         21.0395               6         520.239               0           1e-30
           10.5         23.0371         1049.01         44.5135         45.5359         33.3453              14         1388.67               0           1e-30
           10.7         18.0775         1304.63         64.0459         72.1684         52.8488              11         999.914               0           1e-30
           10.9         13.2421         1471.44         92.1491         111.118         83.7597              15         1480.29               0           1e-30
           11.1         8.10485         1312.09         132.584          161.89          132.75               0           1e-30               0           1e-30
           11.3         3.58823         800.823         190.762          223.18         210.395               9         1649.62               0           1e-30
           11.5         1.01829         296.459         274.468         291.134         333.453               1          141.48               0           1e-30
           11.7        0.208385         74.8849         394.904         359.359         528.488               0           1e-30               0           1e-30
           11.9       0.0476917         20.0174         568.187         419.725         837.597               0           1e-30               0           1e-30
           12.1       0.0116773         5.41679         817.507         463.875          1327.5               0           1e-30               0           1e-30
           12.3      0.00220743         1.07084         1176.23         485.107         2103.95               0           1e-30               0           1e-30
           12.5     0.000235086         0.11285         1692.35         480.036         3334.53               0           1e-30               0           1e-30
           12.7     9.01497e-06      0.00405205         2434.96          449.48         5284.88               0           1e-30               0           1e-30
           12.9     6.27215e-08     2.49783e-05         3503.41         398.242         8375.97               0           1e-30               0           1e-30
           13.1     2.73521e-11     9.13215e-09          5040.7         333.874           13275               0           1e-30               0           1e-30
